"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
68	12	103	264	0	4	0	0	0	0	0	0	"{s1:68→1 / s2:68→1 / s3:68→1, s1:68→1 / s2:68→1 / s3:68→1}"	"{s4:1→1, s4:4→1}"
68	12	103	271	1	3	0	0	0	0	0	0	"{s1:68→1 / s2:68→1 / s4:68→1, s1:68→1 / s2:68→1 / s4:68→1, s1:68→1 / s2:68→1 / s4:68→1, s1:68→1 / s2:68→1 / s4:68→1}"	"{s3:1→1 / s4:69→1, s3:1→1 / s4:70→1, s3:4→1 / s4:69→1, s3:4→1 / s4:70→1}"
68	38	71	200	2	1	0	0	0	0	1	0	"{s1:68→1 / s2:1→1 / s4:1→1, s1:68→1 / s2:1→1 / s4:1→2}"	"{s3:2→1 / s4:70→1, s3:2→1 / s4:70→1}"
68	38	71	221	1	2	0	0	0	1	0	0	"s1:68→1 / s2:1→1 / s3:1→1"	"s4:2→1"
68	38	71	228	2	1	0	0	0	1	0	0	"{s1:68→1 / s2:1→1 / s4:1→1, s1:68→1 / s2:1→1 / s4:1→2}"	"{s3:2→1 / s4:70→1, s3:2→1 / s4:70→1}"
68	38	72	193	1	2	0	0	0	0	1	0	"s1:68→1 / s2:1→1 / s3:1→1"	"s4:2→1"
68	38	72	248	1	2	0	0	1	0	0	0	"s1:68→1 / s2:1→1 / s3:1→1"	"s4:2→1"
68	38	72	255	2	1	0	0	1	0	0	0	"{s1:68→1 / s2:1→1 / s4:1→1, s1:68→1 / s2:1→1 / s4:1→2}"	"{s3:2→1 / s4:70→1, s3:2→1 / s4:70→1}"
68	38	72	268	0	3	0	1	0	0	0	0	"s1:1→1 / s2:68→1 / s3:68→1 / s4:68→1"	""
68	48	77	273	1	2	1	0	0	0	0	0	"{s1:68→1 / s2:1→1 / s3:1→1, s1:68→1 / s2:1→1 / s3:1→1 / s4:1→1}"	"{s4:2→1, s4:2→1}"
68	48	78	266	0	3	1	0	0	0	0	0	"s1:68→1 / s2:1→1 / s3:1→1 / s4:1→1"	""
68	48	78	273	1	2	1	0	0	0	0	0	"{s1:68→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:68→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:68→1 / s2:1→1 / s3:1→2}"	"{s4:70→1, s4:71→1, s4:2→1}"
68	54	71	248	0	3	0	0	0	0	0	1	"s1:68→1 / s2:1→1 / s3:1→1 / s4:1→1"	""
68	54	71	255	1	2	0	0	0	0	0	1	"{s1:68→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:68→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:68→1 / s2:1→1 / s3:1→1 / s4:1→1, 5→1, s1:68→1 / s2:1→1 / s3:1→1 / s4:1→1, 5→1}"	"{s4:70→1, s4:71→1, s4:70→1, s4:71→1}"
68	54	71	261	2	1	0	0	0	0	0	1	"{s1:68→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:68→1 / s2:1→1 / s3:1→1 / s4:1→2}"	"{s3:70→1 / s4:70→1, s3:70→1 / s4:70→1}"
68	54	111	261	2	1	0	0	0	0	0	1	"s1:68→1 / s2:1→1 / s3:1→1 / s4:1→2, 5→1"	"s3:70→1 / s4:70→1"
