"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
23	37	"2 e7+f4+2(g2+su(2))+2(so(7)+2 su(2))"	"3 e7+f4+2 su(3)+3(g2+su(2))+2(so(7)+2 su(2))"	40	151	1	3	0	0	0	0	1	0	"s1:1→1 / s2:23→1 / s3:23→1 / s4:23→1 / s5:23→1"	"s5:27→1"
23	37	"2 e7+f4+2(g2+su(2))+2(so(7)+2 su(2))"	"3 e7+f4+4 su(3)+2(g2+su(2))+2(so(7)+2 su(2))"	37	144	0	4	0	0	0	0	1	0	"s1:1→1 / s2:23→1 / s3:23→1 / s4:23→1 / s5:23→1"	""
23	37	"2 e7+f4+2(g2+su(2))+2(so(7)+2 su(2))"	"3 e7+f4+su(3)+2(g2+su(2))+3(so(7)+2 su(2))"	43	157	2	2	0	0	0	0	1	0	"s1:1→1 / s2:23→1 / s3:23→1 / s4:23→1 / s5:23→1"	"s4:26→1 / s5:26→1"
23	57	"2 e6+2 f4+3 su(3)+2(g2+su(2))"	"e8+2 e6+2 f4+3 su(3)+4(g2+su(2))"	31	99	2	2	0	0	0	0	0	1	"s1:1→1 / s2:23→1 / s3:23→1 / s4:23→1 / s5:23→1"	"s4:26→1 / s5:25→1"
23	57	"2 e6+2 f4+3 su(3)+2(g2+su(2))"	"e8+2 e6+2 f4+4 su(3)+2(g2+su(2))+so(7)+2 su(2)"	31	98	2	2	0	0	0	0	0	1	"{s1:1→1 / s2:23→1 / s3:23→1 / s4:23→1 / s5:23→1, s1:1→1 / s2:23→1 / s3:23→1 / s4:23→1 / s5:23→2}"	"{s4:26→1 / s5:26→1, s4:26→1 / s5:26→1}"
23	57	"2 e6+2 f4+3 su(3)+2(g2+su(2))"	"e8+2 e6+2 f4+5 su(3)+3(g2+su(2))"	31	92	1	3	0	0	0	0	0	1	"s1:1→1 / s2:23→1 / s3:23→1 / s4:23→1 / s5:23→1"	"s5:27→1"
23	57	"2 e6+2 f4+3 su(3)+2(g2+su(2))"	"e8+2 e6+2 f4+7 su(3)+2(g2+su(2))"	32	85	0	4	0	0	0	0	0	1	"s1:1→1 / s2:23→1 / s3:23→1 / s4:23→1 / s5:23→1"	""
23	77	"3 e7+2(g2+su(2))+2(so(7)+2 su(2))"	"3 e7+5(so(7)+2 su(2))"	25	213	4	1	0	0	0	0	0	0	"{s1:23→1 / s2:5→1 / s3:18→1 / s4:1→1 / s5:1→1, s1:23→1 / s2:5→1 / s4:1→1 / s5:1→1, 18→1}"	"{s2:24→1 / s3:2→1 / s4:24→1 / s5:22→1, s2:24→1 / s3:2→1 / s4:22→1 / s5:24→1}"
23	90	"2 e7+e7'+g2+su(2)+3(so(7)+2 su(2))"	"2 e7+2 e7'+5(so(7)+2 su(2))"	65	136	3	1	0	0	0	1	0	0	"s1:23→1 / s2:1→1 / s3:5→1 / s5:1→1"	"s3:25→1 / s4:2→1 / s5:25→1"
23	90	"2 e7+e7'+g2+su(2)+3(so(7)+2 su(2))"	"3 e7+e7'+5(so(7)+2 su(2))"	34	108	3	1	0	0	0	0	1	0	"s1:23→1 / s2:1→1 / s3:5→1 / s5:1→1"	"s3:25→1 / s4:2→1 / s5:25→1"
23	233	"8 so(8)+su(3)+g2+su(2)"	"e8+8 so(8)+2 su(3)+g2+su(2)+so(7)+2 su(2)"	30	159	2	2	0	0	0	0	0	1	"s1:23→1 / s2:1→1 / s3:1→1 / s4:3→1 / s5:3→1"	"s4:26→1 / s5:26→1"
23	233	"8 so(8)+su(3)+g2+su(2)"	"e8+8 so(8)+2 su(3)+g2+su(2)+so(7)+2 su(2)"	31	159	2	2	0	0	0	0	0	1	"s1:23→1 / s2:1→1 / s3:1→1"	"s4:2→1 / s5:2→1"
23	233	"8 so(8)+su(3)+g2+su(2)"	"e8+8 so(8)+su(3)+3(g2+su(2))"	30	160	2	2	0	0	0	0	0	1	"{s1:23→1 / s2:1→1 / s3:1→1 / s4:3→1, s1:23→1 / s2:1→1 / s3:1→1 / s4:3→1 / s5:3→1}"	"{s4:26→1 / s5:2→1, s4:26→1 / s5:25→1}"
