"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
48	1	"3 e8+4 f4+8(g2+su(2))"	"3 e8+2 e6+4 f4+8(g2+su(2))"	49	212	0	0	0	0	2	0	0	0	"[""s1:48->1 / s2:1->1""]"	"[""""]"
48	1	"3 e8+4 f4+8(g2+su(2))"	"3 e8+2 e7'+4 f4+8(g2+su(2))"	51	158	0	0	0	0	0	2	0	0	"[""s1:48->1 / s2:1->1""]"	"[""""]"
48	1	"3 e8+4 f4+8(g2+su(2))"	"3 e8+2 e7+4 f4+8(g2+su(2))"	53	102	0	0	0	0	0	0	2	0	"[""s1:48->1 / s2:1->1""]"	"[""""]"
48	1	"3 e8+4 f4+8(g2+su(2))"	"3 e8+e6+5 f4+8(g2+su(2))"	48	238	0	0	0	1	1	0	0	0	"[""s1:1->1 / s2:48->1"",""s1:48->1 / s2:1->1""]"	"["""",""""]"
48	1	"3 e8+4 f4+8(g2+su(2))"	"3 e8+e7'+4 f4+so(8)+8(g2+su(2))"	48	235	0	0	1	0	0	1	0	0	"[""s1:1->1 / s2:48->1"",""s1:48->1 / s2:1->1""]"	"["""",""""]"
48	1	"3 e8+4 f4+8(g2+su(2))"	"3 e8+e7+4 f4+so(8)+8(g2+su(2))"	49	207	0	0	1	0	0	0	1	0	"[""s1:1->1 / s2:48->1"",""s1:48->1 / s2:1->1""]"	"["""",""""]"
48	1	"3 e8+4 f4+8(g2+su(2))"	"3 e8+e7+4 f4+su(3)+8(g2+su(2))"	48	227	0	1	0	0	0	0	1	0	"[""s1:1->1 / s2:48->1"",""s1:48->1 / s2:1->1""]"	"["""",""""]"
48	1	"3 e8+4 f4+8(g2+su(2))"	"3 e8+e7'+5 f4+8(g2+su(2))"	49	211	0	0	0	1	0	1	0	0	"[""s1:1->1 / s2:48->1"",""s1:48->1 / s2:1->1""]"	"["""",""""]"
48	1	"3 e8+4 f4+8(g2+su(2))"	"3 e8+e7+5 f4+8(g2+su(2))"	50	183	0	0	0	1	0	0	1	0	"[""s1:1->1 / s2:48->1"",""s1:48->1 / s2:1->1""]"	"["""",""""]"
48	1	"3 e8+4 f4+8(g2+su(2))"	"3 e8+e7'+e6+4 f4+8(g2+su(2))"	50	185	0	0	0	0	1	1	0	0	"[""s1:1->1 / s2:48->1"",""s1:48->1 / s2:1->1""]"	"["""",""""]"
