"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
26	3	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+2 su(3)+3(g2+su(2))"	32	163	0	1	0	0	0	0	0	0	2
26	3	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+3(g2+su(2))+so(7)+2 su(2)"	32	168	2	0	0	0	0	0	0	0	2
26	3	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))"	32	170	1	0	0	0	0	0	0	0	5
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+2 f4+4(g2+su(2))"	30	118	0	1	0	1	0	0	0	0	2
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+f4+2 su(3)+4(g2+su(2))"	34	154	0	3	0	0	0	0	0	0	2
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))"	26	170	0	1	0	0	0	0	0	0	2
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))"	29	170	0	1	0	0	0	0	0	0	2
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))"	31	170	0	1	0	0	0	0	0	0	2
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+f4+5(g2+su(2))"	30	161	0	2	0	0	0	0	0	0	3
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+f4+5(g2+su(2))"	31	161	0	2	0	0	0	0	0	0	2
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+f4+so(8)+4(g2+su(2))"	29	142	0	1	1	0	0	0	0	0	2
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+f4+su(3)+4(g2+su(2))"	28	162	0	2	0	0	0	0	0	0	2
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+f4+su(3)+4(g2+su(2))"	31	162	0	2	0	0	0	0	0	0	2
26	4	"2 e8+f4+3(g2+su(2))"	"2 e8+f4+su(3)+5(g2+su(2))"	31	153	0	3	0	0	0	0	0	0	2
26	5	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+2 su(3)+3(g2+su(2))"	32	163	0	1	0	0	0	0	0	0	2
26	5	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+3(g2+su(2))+so(7)+2 su(2)"	32	168	2	0	0	0	0	0	0	0	2
26	5	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))"	32	170	1	0	0	0	0	0	0	0	5
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+2 su(3)+3(g2+su(2))"	32	163	0	1	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+2 su(3)+4(g2+su(2))"	32	154	0	2	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+2 su(3)+4(g2+su(2))"	35	154	0	2	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+3(g2+su(2))+so(7)+2 su(2)"	32	168	2	0	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))"	32	170	1	0	0	0	0	0	0	0	5
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))+so(7)+2 su(2)"	30	159	2	1	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))+so(7)+2 su(2)"	34	159	2	1	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+4(g2+su(2))+so(7)+2 su(2)"	35	159	2	1	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+5(g2+su(2))"	28	161	1	1	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+5(g2+su(2))"	33	161	1	1	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+5(g2+su(2))"	34	161	1	1	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+5(g2+su(2))"	35	161	1	1	0	0	0	0	0	0	6
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+su(3)+4(g2+su(2))"	26	162	0	1	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+su(3)+4(g2+su(2))"	31	162	0	1	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+su(3)+5(g2+su(2))"	31	153	0	2	0	0	0	0	0	0	2
26	6	"2 e8+f4+su(3)+3(g2+su(2))"	"2 e8+f4+su(3)+5(g2+su(2))"	33	153	1	2	0	0	0	0	0	0	2
26	7	"2 e8+f4+4(g2+su(2))"	"2 e8+f4+5(g2+su(2))"	30	161	0	1	0	0	0	0	0	0	3
