"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
26	13	171	211	3	2	0	0	0	0	0	0	"s1:26→1 / s2:2→1 / s3:26→1 / s4:1→1, 26→1 / s5:1→1, 26→1"	"s3:28→1 / s4:27→1 / s5:27→1"
26	17	48	171	0	4	0	0	1	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	""
26	17	51	178	1	3	0	0	1	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s5:30→1"
26	17	52	185	2	2	0	0	1	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s4:29→1 / s5:28→1"
26	17	53	184	2	2	0	0	1	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s4:29→1 / s5:29→1"
26	17	55	184	2	2	0	0	1	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→2"	"s4:29→1 / s5:29→1"
26	17	98	197	0	4	0	1	0	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	""
26	17	102	204	1	3	0	1	0	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s5:30→1"
26	17	104	211	2	2	0	1	0	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s4:29→1 / s5:28→1"
26	17	105	210	2	2	0	1	0	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s4:29→1 / s5:29→1"
26	17	107	210	2	2	0	1	0	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→2"	"s4:29→1 / s5:29→1"
26	18	193	220	0	5	0	0	0	0	0	0	"s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1"	"s1:26→1"
26	22	57	211	4	1	0	0	0	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→2 / s5:1→2, 26→1"	"s2:27→1 / s3:27→1 / s4:25→1 / s5:2→1"
26	22	114	211	4	1	0	0	0	0	0	0	"s1:26→1 / s2:1→1 / s3:1→1 / s4:1→1 / s5:1→1, 26→1"	"s2:27→1 / s3:27→1 / s4:25→1 / s5:2→1"
26	22	185	211	4	1	0	0	0	0	0	0	"s1:26→1 / s3:1→1 / s4:1→1 / s5:1→2"	"s2:2→1 / s3:27→1 / s4:27→1 / s5:25→1"
26	33	59	172	0	4	0	0	0	0	1	0	"s1:1→1 / s2:26→1 / s3:26→1 / s4:26→1 / s5:26→1"	""
26	33	64	179	1	3	0	0	0	0	1	0	"s1:1→1 / s2:26→1 / s3:26→1 / s4:26→1 / s5:26→1"	"s5:30→1"
26	33	66	186	2	2	0	0	0	0	1	0	"s1:1→1 / s2:26→1 / s3:26→1 / s4:26→1 / s5:26→1"	"s4:29→1 / s5:28→1"
26	33	67	185	2	2	0	0	0	0	1	0	"s1:1→1 / s2:26→1 / s3:26→1 / s4:26→1 / s5:26→1"	"s4:29→1 / s5:29→1"
26	33	70	185	2	2	0	0	0	0	1	0	"s1:1→1 / s2:26→1 / s3:26→1 / s4:26→1 / s5:26→2"	"s4:29→1 / s5:29→1"
26	33	117	200	0	4	0	0	0	1	0	0	"s1:1→1 / s2:26→1 / s3:26→1 / s4:26→1 / s5:26→1"	""
26	33	122	207	1	3	0	0	0	1	0	0	"s1:1→1 / s2:26→1 / s3:26→1 / s4:26→1 / s5:26→1"	"s5:30→1"
26	33	125	214	2	2	0	0	0	1	0	0	"s1:1→1 / s2:26→1 / s3:26→1 / s4:26→1 / s5:26→1"	"s4:29→1 / s5:28→1"
26	33	126	213	2	2	0	0	0	1	0	0	"s1:1→1 / s2:26→1 / s3:26→1 / s4:26→1 / s5:26→1"	"s4:29→1 / s5:29→1"
26	33	129	213	2	2	0	0	0	1	0	0	"s1:1→1 / s2:26→1 / s3:26→1 / s4:26→1 / s5:26→2"	"s4:29→1 / s5:29→1"
26	35	129	196	1	4	0	0	0	0	0	0	"s1:26→1 / s2:26→1 / s3:26→1 / s4:1→1 / s5:26→1"	"s5:30→1"
26	35	148	209	3	2	0	0	0	0	0	0	"s1:26→1 / s2:1→1 / s3:26→1 / s4:26→1 / s5:26→2"	"s3:27→1 / s4:27→1 / s5:28→1"
26	35	157	203	2	3	0	0	0	0	0	0	"s1:26→1 / s2:26→1 / s3:1→1 / s4:26→1 / s5:26→1"	"s4:29→1 / s5:28→1"
26	35	177	209	3	2	0	0	0	0	0	0	"s1:26→1 / s2:1→1 / s3:26→1 / s4:26→1 / s5:26→1"	"s3:28→1 / s4:27→1 / s5:27→1"
26	35	193	209	3	2	0	0	0	0	0	0	"s1:26→1 / s2:1→1 / s3:26→1 / s4:26→1 / s5:26→2"	"s3:28→1 / s4:27→1 / s5:27→1"
26	42	114	218	1	4	0	0	0	0	0	0	"s1:26→1 / s2:26→1 / s3:26→1 / s4:26→1"	"s5:1→1"
26	42	116	225	2	3	0	0	0	0	0	0	"s1:26→1 / s2:26→1 / s3:26→1 / s4:26→1"	"s4:29→1 / s5:1→1"
26	42	116	232	3	2	0	0	0	0	0	0	"s1:26→1 / s2:26→1 / s3:26→1 / s4:26→1"	"s3:28→1 / s4:27→1 / s5:1→1"
26	42	117	231	3	2	0	0	0	0	0	0	"s1:26→1 / s2:26→1 / s3:26→1 / s4:26→1"	"s3:28→1 / s4:28→1 / s5:1→1"
26	42	118	231	3	2	0	0	0	0	0	0	"s1:26→1 / s2:26→1 / s3:26→1 / s4:26→2"	"s3:28→1 / s4:28→1 / s5:1→1"
