"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
7	2	"su(3)+g2+su(2)"	"2 so(8)+su(3)+g2+su(2)+so(7)+2 su(2)"	16	119	2	1	2	0	0	0	0	0	"s1:7→1 / s2:1→1 / s3:7→1 / s4:7→1 / s5:7→1"	"s4:2→1 / s5:2→1"
7	2	"su(3)+g2+su(2)"	"2 su(3)+3(g2+su(2))"	11	160	2	3	0	0	0	0	0	0	"{s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:1→1, 3→1, 7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:1→1, 3→1, 7→3, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→1, 7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→1, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→2, 7→2 / s5:7→1, s1:7→1 / s2:3→1, 7→1 / s3:1→1 / s4:1→1, 7→1 / s5:1→1, 7→1, s1:7→1 / s2:3→1, 7→1 / s3:1→1 / s4:1→1, 7→1 / s5:1→1, 7→2}"	"{s4:10→1 / s5:8→1, s4:8→1 / s5:9→1, s4:10→1 / s5:8→1, s4:9→1 / s5:2→1, s4:10→1 / s5:2→1, s4:8→1 / s5:2→1, s4:9→1 / s5:8→1, s4:8→1 / s5:2→1}"
7	2	"su(3)+g2+su(2)"	"2 su(3)+3(g2+su(2))"	12	160	2	3	0	0	0	0	0	0	"{s1:3→1, 7→1 / s2:1→1 / s3:1→1, 7→1 / s4:7→1 / s5:1→1, 7→1, s1:3→1, 7→1 / s2:1→1 / s3:1→1, 7→1 / s4:7→1 / s5:3→1, 7→1, s1:3→1, 7→1 / s2:1→1 / s3:1→1, 7→1 / s4:7→1 / s5:3→1, 7→2, s1:3→1, 7→1 / s2:1→1 / s3:1→1, 7→1 / s4:7→1 / s5:7→1, s1:7→1 / s2:1→1, 7→1 / s3:1→1, 7→1 / s4:3→1, 7→1, s1:7→1 / s2:1→1, 7→1 / s3:1→1, 7→1 / s4:3→1, 7→1, s1:7→1 / s2:1→1, 7→1 / s3:1→1, 7→1 / s4:7→1 / s5:1→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:1→1, 3→1, 7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:1→1, 3→1, 7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:1→1, 3→1, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:1→1, 3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→1, 7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→1, 7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→1, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→1, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→1, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→2, 7→3, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→2, 7→3, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→2 / s5:3→1, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→2 / s5:3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→2 / s5:7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→2, 7→2 / s5:1→1, 3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→2, 7→2 / s5:3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→2, 7→2 / s5:7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→2, 7→3 / s5:7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:7→1 / s5:1→1, 3→1, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:7→1 / s5:1→1, 7→1, s1:7→1 / s2:3→1, 7→1 / s3:1→1 / s4:1→1, 7→1 / s5:1→1, 3→1, 7→3, s1:7→1 / s2:3→1, 7→1 / s3:1→1 / s4:3→1, 7→2 / s5:1→1, 7→1, s1:7→1 / s2:3→1, 7→1 / s3:1→1 / s4:7→1 / s5:1→1, 7→1}"	"{s4:9→1 / s5:8→1, s4:9→1 / s5:10→1, s4:9→1 / s5:10→1, s4:9→1 / s5:2→1, s4:10→1 / s5:2→1, s4:8→1 / s5:2→1, s4:2→1 / s5:8→1, s4:2→1 / s5:8→1, s4:9→1 / s5:8→1, s4:9→1 / s5:8→1, s4:9→1 / s5:8→1, s4:10→1 / s5:9→1, s4:9→1 / s5:2→1, s4:10→1 / s5:2→1, s4:8→1 / s5:2→1, s4:8→1 / s5:9→1, s4:10→1 / s5:9→1, s4:8→1 / s5:9→1, s4:9→1 / s5:10→1, s4:10→1 / s5:9→1, s4:8→1 / s5:9→1, s4:8→1 / s5:2→1, s4:9→1 / s5:2→1, s4:9→1 / s5:2→1, s4:9→1 / s5:8→1, s4:9→1 / s5:2→1, s4:9→1 / s5:8→1, s4:10→1 / s5:9→1, s4:10→1 / s5:2→1, s4:9→1 / s5:2→1, s4:2→1 / s5:8→1, s4:2→1 / s5:8→1, s4:8→1 / s5:10→1, s4:10→1 / s5:8→1, s4:2→1 / s5:8→1}"
7	2	"su(3)+g2+su(2)"	"2 su(3)+3(g2+su(2))"	13	160	2	3	0	0	0	0	0	0	"{s1:7→1 / s2:1→1, 7→1 / s3:1→1, 7→1 / s5:1→1, 7→1, s1:7→1 / s2:3→1, 7→1 / s3:1→1, 7→1 / s4:7→1 / s5:1→1}"	"{s4:2→1 / s5:8→1, s4:2→1 / s5:8→1}"
7	2	"su(3)+g2+su(2)"	"2 su(3)+3(g2+su(2))"	15	160	2	3	0	0	0	0	0	0	"s1:7→1 / s2:1→1 / s3:1→1, 7→2 / s4:7→1 / s5:1→1, 7→1"	"s4:2→1 / s5:8→1"
7	2	"su(3)+g2+su(2)"	"2 su(3)+3(g2+su(2))"	17	160	2	3	0	0	0	0	0	0	"s1:7→1 / s2:1→1 / s3:1→1, 7→2 / s4:3→1, 7→2 / s5:7→1"	"s4:9→1 / s5:2→1"
7	2	"su(3)+g2+su(2)"	"3 su(3)+g2+su(2)+so(7)+2 su(2)"	11	159	2	3	0	0	0	0	0	0	"{s1:7→1 / s2:1→1, 7→1 / s3:1→1, 3→1, 7→1 / s4:1→1 / s5:1→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:1→1, 3→1, 7→2}"	"{s4:8→1 / s5:8→1, s4:8→1 / s5:8→1}"
7	2	"su(3)+g2+su(2)"	"3 su(3)+g2+su(2)+so(7)+2 su(2)"	12	159	2	3	0	0	0	0	0	0	"{s1:3→1, 7→1 / s2:1→1 / s3:1→1, 7→1 / s4:7→1 / s5:3→1, 7→1, s1:3→1, 7→1 / s2:1→1 / s3:1→1, 7→1 / s4:7→1 / s5:3→1, 7→2, s1:7→1 / s2:1→1, 7→1 / s3:1→1, 7→1 / s4:7→1 / s5:7→1, s1:7→1 / s2:1→1, 7→1 / s3:1→1, 7→1 / s5:7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:1→1, 3→1, 7→1 / s5:1→1, 3→1, 7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:1→1, 3→1, 7→1 / s5:1→1, 3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:1→1, 7→1 / s5:1→1, 3→1, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:1→1, 7→1 / s5:1→1, 7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→1, 7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→1, 7→1, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→1 / s5:3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→2 / s5:3→2, 7→3, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→2, 7→2 / s5:3→2, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→2, 7→3 / s5:3→2, 7→3, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:7→1 / s5:3→1, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:7→1 / s5:7→1, s1:7→1 / s2:3→1, 7→1 / s3:1→1 / s4:1→1, 7→1 / s5:1→1, 3→1, 7→2}"	"{s4:9→1 / s5:9→1, s4:9→1 / s5:9→1, s4:2→1 / s5:2→1, s4:2→1 / s5:2→1, s4:8→1 / s5:8→1, s4:8→1 / s5:8→1, s4:8→1 / s5:8→1, s4:8→1 / s5:8→1, s4:10→1 / s5:10→1, s4:9→1 / s5:9→1, s4:10→1 / s5:10→1, s4:9→1 / s5:9→1, s4:9→1 / s5:9→1, s4:9→1 / s5:9→1, s4:9→1 / s5:9→1, s4:2→1 / s5:2→1, s4:2→1 / s5:2→1, s4:8→1 / s5:8→1}"
7	2	"su(3)+g2+su(2)"	"3 su(3)+g2+su(2)+so(7)+2 su(2)"	13	159	2	3	0	0	0	0	0	0	"s1:7→1 / s2:7→1 / s3:1→1, 7→1 / s4:7→1 / s5:7→1"	"s4:2→1 / s5:2→1"
7	2	"su(3)+g2+su(2)"	"3 su(3)+g2+su(2)+so(7)+2 su(2)"	14	159	2	3	0	0	0	0	0	0	"{s1:7→1 / s2:1→1 / s3:1→1, 7→1 / s4:3→1, 7→2 / s5:3→1, 7→2, s1:7→1 / s2:1→1 / s3:1→1, 7→2 / s4:7→1 / s5:7→1}"	"{s4:9→1 / s5:9→1, s4:2→1 / s5:2→1}"
