"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
77	13	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	81	164	1	2	0	0	0	0	0	1
77	13	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	81	165	0	2	0	0	0	0	0	1
77	13	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	81	170	2	1	0	0	0	0	0	1
77	13	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	81	172	1	1	0	0	0	0	0	1
77	13	"5 e8+e7+6 f5+12(g2+su(2))+so(7)+2 su(2)"	81	173	0	1	0	0	0	0	0	1
