"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
92	7	"7 e8+7 f5+15(g2+su(2))"	"8 e8+7 f5+16(g2+su(2))"	96	176	1	1	0	0	0	0	0	1	5
92	7	"7 e8+7 f5+15(g2+su(2))"	"8 e8+7 f5+2 su(3)+15(g2+su(2))"	96	169	0	2	0	0	0	0	0	1	2
92	7	"7 e8+7 f5+15(g2+su(2))"	"8 e8+7 f5+su(3)+15(g2+su(2))"	96	177	0	1	0	0	0	0	0	1	4
92	8	"7 e8+e6+7 f5+2 su(3)+13(g2+su(2))"	"7 e8+2 e6+7 f5+2 su(3)+14(g2+su(2))"	92	270	0	1	0	0	1	0	0	0	2
92	13	"8 e8+7 f5+15(g2+su(2))"	"8 e8+7 f5+16(g2+su(2))"	96	176	1	1	0	0	0	0	0	0	5
92	13	"8 e8+7 f5+15(g2+su(2))"	"8 e8+7 f5+2 su(3)+15(g2+su(2))"	96	169	0	2	0	0	0	0	0	0	2
92	13	"8 e8+7 f5+15(g2+su(2))"	"8 e8+7 f5+su(3)+15(g2+su(2))"	96	177	0	1	0	0	0	0	0	0	4
92	22	"7 e8+7 f5+su(3)+15(g2+su(2))"	"8 e8+7 f5+16(g2+su(2))"	96	176	1	0	0	0	0	0	0	1	5
92	22	"7 e8+7 f5+su(3)+15(g2+su(2))"	"8 e8+7 f5+2 su(3)+15(g2+su(2))"	96	169	0	1	0	0	0	0	0	1	2
92	23	"7 e8+7 f5+16(g2+su(2))"	"8 e8+7 f5+15(g2+su(2))+so(7)+2 su(2)"	96	174	1	0	0	0	0	0	0	1	3
92	35	"8 e8+7 f5+su(3)+15(g2+su(2))"	"8 e8+7 f5+16(g2+su(2))"	96	176	1	0	0	0	0	0	0	0	5
92	35	"8 e8+7 f5+su(3)+15(g2+su(2))"	"8 e8+7 f5+2 su(3)+15(g2+su(2))"	96	169	0	1	0	0	0	0	0	0	2
