"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
31	3	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	36	202	1	0	0	0	0	0	0	0
31	3	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	37	202	1	0	0	0	0	0	0	0
31	6	"2 e8+2 f4+5(g2+su(2))"	"2 e8+e6+2 f4+6(g2+su(2))"	37	167	1	1	0	0	1	0	0	0
31	6	"2 e8+2 f4+5(g2+su(2))"	"2 e8+e7'+2 f4+6(g2+su(2))"	75	140	1	1	0	0	0	1	0	0
31	6	"2 e8+2 f4+5(g2+su(2))"	"2 e8+e7+2 f4+6(g2+su(2))"	41	112	1	1	0	0	0	0	1	0
31	6	"2 e8+2 f4+5(g2+su(2))"	"2 e8+e7'+2 f4+su(3)+5(g2+su(2))"	57	141	0	1	0	0	0	1	0	0
31	6	"2 e8+2 f4+5(g2+su(2))"	"2 e8+e7'+2 f4+su(3)+5(g2+su(2))"	68	141	0	1	0	0	0	1	0	0
31	6	"2 e8+2 f4+5(g2+su(2))"	"2 e8+e7+2 f4+su(3)+5(g2+su(2))"	40	113	0	1	0	0	0	0	1	0
31	6	"2 e8+2 f4+5(g2+su(2))"	"2 e8+e7+2 f4+su(3)+5(g2+su(2))"	41	113	0	1	0	0	0	0	1	0
31	8	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	36	202	1	0	0	0	0	0	0	0
31	9	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+3 f4+su(3)+5(g2+su(2))"	36	194	1	0	0	0	0	0	0	0
31	11	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	37	202	1	0	0	0	0	0	0	0
31	11	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+5(g2+su(2))"	35	174	1	0	1	0	0	0	0	0
31	11	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+4 f4+5(g2+su(2))"	37	150	1	0	0	1	0	0	0	0
31	13	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	36	202	1	0	0	0	0	0	0	0
31	13	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	37	202	1	0	0	0	0	0	0	0
31	13	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))"	39	202	1	0	0	0	0	0	0	0
31	13	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+5(g2+su(2))"	35	174	1	0	1	0	0	0	0	0
31	13	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+5(g2+su(2))"	38	174	1	0	1	0	0	0	0	0
31	13	"2 e8+3 f4+su(3)+4(g2+su(2))"	"2 e8+4 f4+5(g2+su(2))"	37	150	1	0	0	1	0	0	0	0
31	14	"2 e8+3 f4+5(g2+su(2))"	"2 e8+3 f4+4(g2+su(2))+so(7)+2 su(2)"	36	200	1	0	0	0	0	0	0	0
31	14	"2 e8+3 f4+5(g2+su(2))"	"2 e8+3 f4+4(g2+su(2))+so(7)+2 su(2)"	37	200	1	0	0	0	0	0	0	0
31	14	"2 e8+3 f4+5(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))+so(7)+2 su(2)"	34	191	2	1	0	0	0	0	0	0
31	14	"2 e8+3 f4+5(g2+su(2))"	"2 e8+3 f4+6(g2+su(2))"	34	193	1	1	0	0	0	0	0	0
31	14	"2 e8+3 f4+5(g2+su(2))"	"2 e8+3 f4+su(3)+4(g2+su(2))+so(7)+2 su(2)"	34	192	1	1	0	0	0	0	0	0
31	16	"2 e8+2 f4+su(3)+5(g2+su(2))"	"2 e8+2 f4+6(g2+su(2))"	36	245	1	0	0	0	0	0	0	0
31	16	"2 e8+2 f4+su(3)+5(g2+su(2))"	"2 e8+2 f4+6(g2+su(2))"	37	245	1	0	0	0	0	0	0	0
31	16	"2 e8+2 f4+su(3)+5(g2+su(2))"	"2 e8+e6+2 f4+6(g2+su(2))"	36	167	1	0	0	0	1	0	0	0
31	16	"2 e8+2 f4+su(3)+5(g2+su(2))"	"2 e8+e7'+2 f4+6(g2+su(2))"	37	140	1	0	0	0	0	1	0	0
31	16	"2 e8+2 f4+su(3)+5(g2+su(2))"	"2 e8+e7+2 f4+6(g2+su(2))"	37	112	1	0	0	0	0	0	1	0
31	17	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+5(g2+su(2))+so(7)+2 su(2)"	34	191	2	0	0	0	0	0	0	0
31	17	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+6(g2+su(2))"	34	193	1	0	0	0	0	0	0	0
31	17	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+6(g2+su(2))"	36	193	1	0	0	0	0	0	0	0
31	17	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+su(3)+4(g2+su(2))+so(7)+2 su(2)"	34	192	1	0	0	0	0	0	0	0
31	17	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+su(3)+4(g2+su(2))+so(7)+2 su(2)"	36	192	1	0	0	0	0	0	0	0
31	21	"2 e8+3 f4+5(g2+su(2))"	"2 e8+3 f4+4(g2+su(2))+so(7)+2 su(2)"	36	200	1	0	0	0	0	0	0	0
31	22	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+3 f4+su(3)+5(g2+su(2))"	36	194	1	0	0	0	0	0	0	0
31	22	"2 e8+3 f4+2 su(3)+4(g2+su(2))"	"2 e8+3 f4+su(3)+5(g2+su(2))"	37	194	1	0	0	0	0	0	0	0
31	23	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+6(g2+su(2))"	37	193	1	0	0	0	0	0	0	0
31	24	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+6(g2+su(2))"	34	193	1	0	0	0	0	0	0	0
31	24	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+6(g2+su(2))"	36	193	1	0	0	0	0	0	0	0
31	24	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+6(g2+su(2))"	37	193	1	0	0	0	0	0	0	0
31	24	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+su(3)+4(g2+su(2))+so(7)+2 su(2)"	34	192	1	0	0	0	0	0	0	0
31	24	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+3 f4+su(3)+4(g2+su(2))+so(7)+2 su(2)"	36	192	1	0	0	0	0	0	0	0
31	37	"2 e8+2 f4+so(8)+su(3)+4(g2+su(2))"	"2 e8+2 f4+so(8)+5(g2+su(2))"	36	226	1	0	0	0	0	0	0	0
31	37	"2 e8+2 f4+so(8)+su(3)+4(g2+su(2))"	"2 e8+2 f4+so(8)+5(g2+su(2))"	39	226	1	0	0	0	0	0	0	0
31	37	"2 e8+2 f4+so(8)+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+5(g2+su(2))"	35	174	1	0	0	1	0	0	0	0
31	37	"2 e8+2 f4+so(8)+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+5(g2+su(2))"	36	174	1	0	0	1	0	0	0	0
31	37	"2 e8+2 f4+so(8)+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+5(g2+su(2))"	37	174	1	0	0	1	0	0	0	0
31	37	"2 e8+2 f4+so(8)+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+su(3)+5(g2+su(2))"	37	166	1	1	0	1	0	0	0	0
31	37	"2 e8+2 f4+so(8)+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+su(3)+5(g2+su(2))"	38	166	1	1	0	1	0	0	0	0
31	38	"2 e8+e6+2 f4+su(3)+4(g2+su(2))"	"2 e8+e6+2 f4+2 su(3)+4(g2+su(2))"	37	169	0	1	0	0	0	0	0	0
31	38	"2 e8+e6+2 f4+su(3)+4(g2+su(2))"	"2 e8+e6+2 f4+su(3)+5(g2+su(2))"	37	168	1	1	0	0	0	0	0	0
31	38	"2 e8+e6+2 f4+su(3)+4(g2+su(2))"	"2 e8+e6+2 f4+su(3)+5(g2+su(2))"	38	168	1	1	0	0	0	0	0	0
31	39	"2 e8+e6+2 f4+5(g2+su(2))"	"2 e8+e6+2 f4+6(g2+su(2))"	36	167	1	1	0	0	0	0	0	0
31	45	"e8+2 e7+2 f4+3(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+3 f4+4(g2+su(2))+2(so(7)+2 su(2))"	36	171	1	1	0	1	0	0	0	0
31	45	"e8+2 e7+2 f4+3(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+e6+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	36	145	1	1	0	0	1	0	0	0
31	45	"e8+2 e7+2 f4+3(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+e7'+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	40	118	1	1	0	0	0	1	0	0
31	45	"e8+2 e7+2 f4+3(g2+su(2))+2(so(7)+2 su(2))"	"e8+2 e7+e7'+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	41	118	1	1	0	0	0	1	0	0
31	45	"e8+2 e7+2 f4+3(g2+su(2))+2(so(7)+2 su(2))"	"e8+3 e7+2 f4+4(g2+su(2))+2(so(7)+2 su(2))"	39	90	1	1	0	0	0	0	1	0
31	46	"2 e8+2 f4+so(8)+2 su(3)+4(g2+su(2))"	"2 e8+2 f4+so(8)+5(g2+su(2))+so(7)+2 su(2)"	33	215	3	0	0	0	0	0	0	0
31	46	"2 e8+2 f4+so(8)+2 su(3)+4(g2+su(2))"	"2 e8+2 f4+so(8)+su(3)+5(g2+su(2))"	36	218	1	0	0	0	0	0	0	0
31	46	"2 e8+2 f4+so(8)+2 su(3)+4(g2+su(2))"	"2 e8+2 f4+so(8)+su(3)+5(g2+su(2))"	39	218	1	0	0	0	0	0	0	0
31	46	"2 e8+2 f4+so(8)+2 su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+su(3)+5(g2+su(2))"	36	166	1	0	0	1	0	0	0	0
31	57	"2 e8+e6+2 f4+2 su(3)+4(g2+su(2))"	"2 e8+e6+2 f4+2 su(3)+5(g2+su(2))"	40	160	1	1	0	0	0	0	0	0
31	57	"2 e8+e6+2 f4+2 su(3)+4(g2+su(2))"	"2 e8+e6+2 f4+su(3)+4(g2+su(2))+so(7)+2 su(2)"	36	166	2	0	0	0	0	0	0	0
31	57	"2 e8+e6+2 f4+2 su(3)+4(g2+su(2))"	"2 e8+e6+2 f4+su(3)+5(g2+su(2))"	36	168	1	0	0	0	0	0	0	0
31	57	"2 e8+e6+2 f4+2 su(3)+4(g2+su(2))"	"2 e8+e6+2 f4+su(3)+5(g2+su(2))"	37	168	1	0	0	0	0	0	0	0
31	58	"2 e8+e6+2 f4+su(3)+5(g2+su(2))"	"2 e8+e6+2 f4+6(g2+su(2))"	35	167	1	0	0	0	0	0	0	0
31	58	"2 e8+e6+2 f4+su(3)+5(g2+su(2))"	"2 e8+e6+2 f4+6(g2+su(2))"	37	167	1	0	0	0	0	0	0	0
31	59	"2 e8+e6+2 f4+2 su(3)+4(g2+su(2))"	"2 e8+e6+2 f4+2 su(3)+5(g2+su(2))"	40	160	1	1	0	0	0	0	0	0
31	59	"2 e8+e6+2 f4+2 su(3)+4(g2+su(2))"	"2 e8+e6+2 f4+3 su(3)+4(g2+su(2))"	40	161	0	1	0	0	0	0	0	0
31	60	"2 e8+3 f4+so(8)+su(3)+4(g2+su(2))"	"2 e8+3 f4+so(8)+5(g2+su(2))"	35	174	1	0	0	0	0	0	0	0
