"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
50	3	"4 e8+3 f4+su(3)+7(g2+su(2))"	"4 e8+3 f4+8(g2+su(2))"	56	230	1	0	0	0	0	0	0	0
50	5	"4 e8+3 f4+su(3)+7(g2+su(2))"	"4 e8+3 f4+8(g2+su(2))"	56	230	1	0	0	0	0	0	0	0
50	7	"4 e8+3 f4+su(3)+7(g2+su(2))"	"4 e8+3 f4+8(g2+su(2))"	56	230	1	0	0	0	0	0	0	0
50	12	"3 e8+e7+4 f4+su(3)+7(g2+su(2))+so(7)+2 su(2)"	"3 e8+2 e7+4 f4+8(g2+su(2))+so(7)+2 su(2)"	55	149	1	0	0	0	0	0	1	0
50	20	"3 e8+e6+4 f4+2 su(3)+7(g2+su(2))"	"4 e8+e6+4 f4+2 su(3)+8(g2+su(2))"	59	84	1	1	0	0	0	0	0	1
50	20	"3 e8+e6+4 f4+2 su(3)+7(g2+su(2))"	"4 e8+e6+4 f4+3 su(3)+7(g2+su(2))"	59	85	0	1	0	0	0	0	0	1
50	26	"4 e8+4 f4+8(g2+su(2))"	"4 e8+4 f4+9(g2+su(2))"	56	169	1	1	0	0	0	0	0	0
50	26	"4 e8+4 f4+8(g2+su(2))"	"4 e8+4 f4+9(g2+su(2))"	57	169	1	1	0	0	0	0	0	0
50	26	"4 e8+4 f4+8(g2+su(2))"	"4 e8+4 f4+9(g2+su(2))"	58	169	1	1	0	0	0	0	0	0
50	26	"4 e8+4 f4+8(g2+su(2))"	"4 e8+4 f4+9(g2+su(2))"	62	169	1	1	0	0	0	0	0	0
50	26	"4 e8+4 f4+8(g2+su(2))"	"4 e8+4 f4+su(3)+8(g2+su(2))"	56	170	0	1	0	0	0	0	0	0
50	26	"4 e8+4 f4+8(g2+su(2))"	"4 e8+4 f4+su(3)+8(g2+su(2))"	58	170	0	1	0	0	0	0	0	0
50	27	"3 e8+e7+5 f4+su(3)+7(g2+su(2))"	"3 e8+e7+5 f4+8(g2+su(2))"	56	241	1	0	0	0	0	0	0	0
50	30	"3 e8+e7+5 f4+su(3)+7(g2+su(2))"	"3 e8+e7+5 f4+8(g2+su(2))"	56	241	1	0	0	0	0	0	0	0
50	34	"4 e8+3 f4+su(3)+7(g2+su(2))"	"4 e8+3 f4+8(g2+su(2))"	56	230	1	0	0	0	0	0	0	0
50	36	"3 e8+e7+5 f4+su(3)+7(g2+su(2))"	"3 e8+e7+5 f4+8(g2+su(2))"	56	241	1	0	0	0	0	0	0	0
50	38	"3 e8+e7+5 f4+su(3)+7(g2+su(2))"	"3 e8+e7+5 f4+8(g2+su(2))"	56	241	1	0	0	0	0	0	0	0
50	43	"4 e8+3 f4+so(8)+8(g2+su(2))"	"4 e8+3 f4+2 so(8)+9(g2+su(2))"	55	165	1	1	1	0	0	0	0	0
50	58	"3 e8+e7+4 f4+so(8)+su(3)+8(g2+su(2))"	"3 e8+e7+4 f4+so(8)+su(3)+7(g2+su(2))+so(7)+2 su(2)"	55	255	1	0	0	0	0	0	0	0
50	58	"3 e8+e7+4 f4+so(8)+su(3)+8(g2+su(2))"	"3 e8+e7+4 f4+so(8)+su(3)+7(g2+su(2))+so(7)+2 su(2)"	57	255	1	0	0	0	0	0	0	0
50	58	"3 e8+e7+4 f4+so(8)+su(3)+8(g2+su(2))"	"3 e8+e7+4 f4+so(8)+su(3)+7(g2+su(2))+so(7)+2 su(2)"	58	255	1	0	0	0	0	0	0	0
50	104	"6 e7+e6+f4+su(3)+2(g2+su(2))+6(so(7)+2 su(2))"	"e8+6 e7+e6+f4+su(3)+3(g2+su(2))+6(so(7)+2 su(2))"	57	173	1	1	0	0	0	0	0	1
