"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
58	1	"4 e8+5 f5+su(3)+9(g2+su(2))"	58	207	1	0	0	0	0	0	1	0	"s1:1→1"	"s2:58→1"
58	1	"4 e8+5 f5+su(3)+9(g2+su(2))"	58	235	1	0	0	0	0	1	0	0	"s1:1→1"	"s2:58→1"
58	1	"4 e8+5 f5+su(3)+9(g2+su(2))"	62	92	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:58→1"
58	1	"4 e8+5 f5+su(3)+9(g2+su(2))"	65	85	0	1	0	0	0	0	0	1	"s1:1→1 / s2:55→1"	""
58	1	"4 e8+5 f5+su(3)+9(g2+su(2))"	65	92	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:55→1, s1:1→1 / s2:55→2, s1:1→1 / s2:55→3, s1:1→1 / s2:55→4, s1:1→1 / s2:55→5}"	"{s2:58→1, s2:58→1, s2:58→1, s2:58→1, s2:58→1}"
58	2	"4 e8+5 f5+9(g2+su(2))"	58	236	0	1	0	0	0	1	0	0	"{s1:1→1 / s2:56→1, s1:1→1 / s2:58→1}"	""
58	2	"4 e8+5 f5+9(g2+su(2))"	59	208	0	1	0	0	0	0	1	0	"{s1:1→1 / s2:56→1, s1:1→1 / s2:58→1}"	""
58	2	"4 e8+5 f5+9(g2+su(2))"	63	93	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:56→1, s1:1→1 / s2:58→1}"	""
58	2	"4 e8+5 f5+9(g2+su(2))"	65	93	0	1	0	0	0	0	0	1	"s1:1→1 / s2:56→1, 58→1"	""
58	3	"4 e8+5 f5+9(g2+su(2))"	58	235	0	1	0	0	0	1	0	0	"s1:1→1"	"s2:58→1"
58	3	"4 e8+5 f5+9(g2+su(2))"	59	207	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:58→1"
58	3	"4 e8+5 f5+9(g2+su(2))"	63	92	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:58→1"
58	3	"4 e8+5 f5+9(g2+su(2))"	65	93	0	1	0	0	0	0	0	1	"s1:1→1 / s2:57→1"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	58	228	0	1	0	0	0	1	0	0	"s1:58→1 / s2:1→1"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	58	235	0	0	1	0	1	0	0	0	"{s1:1→1 / s2:58→1, s1:58→1 / s2:1→1}"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	58	235	1	0	0	0	0	1	0	0	"s1:58→1"	"s2:2→1"
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	58	237	0	0	0	2	0	0	0	0	"s1:58→1 / s2:1→1"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	59	130	0	0	0	0	1	0	1	0	"s1:58→1 / s2:1→1"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	59	158	0	0	0	0	1	1	0	0	"s1:58→1 / s2:1→1"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	59	184	0	0	0	1	0	1	0	0	"s1:58→1 / s2:1→1"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	59	185	0	0	0	0	2	0	0	0	"s1:58→1 / s2:1→1"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	59	200	0	1	0	0	0	0	1	0	"s1:58→1 / s2:1→1"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	59	207	1	0	0	0	0	0	1	0	"s1:58→1"	"s2:2→1"
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	59	208	0	0	1	0	0	1	0	0	"s1:58→1 / s2:1→1"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	59	211	0	0	0	1	1	0	0	0	"{s1:1→1 / s2:58→1, s1:58→1 / s2:1→1}"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	60	156	0	0	0	1	0	0	1	0	"s1:58→1 / s2:1→1"	""
58	4	"4 e8+5 f5+su(3)+9(g2+su(2))"	60	180	0	0	1	0	0	0	1	0	"s1:58→1 / s2:1→1"	""
58	5	"4 e8+5 f5+10(g2+su(2))"	58	205	1	0	0	0	0	0	1	0	"s1:1→1"	"s2:58→1"
58	5	"4 e8+5 f5+10(g2+su(2))"	58	233	1	0	0	0	0	1	0	0	"s1:1→1"	"s2:58→1"
58	5	"4 e8+5 f5+10(g2+su(2))"	62	90	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:58→1"
58	5	"4 e8+5 f5+10(g2+su(2))"	65	90	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:56→1, s1:1→1 / s2:56→2, s1:1→1 / s2:56→3}"	"{s2:58→1, s2:58→1, s2:58→1}"
58	6	"4 e8+6 f5+2 su(3)+8(g2+su(2))"	58	204	0	1	0	0	1	0	0	0	"s1:1→1 / s2:58→1"	""
58	6	"4 e8+6 f5+2 su(3)+8(g2+su(2))"	58	230	0	1	0	1	0	0	0	0	"s1:1→1 / s2:58→1"	""
58	10	"4 e8+e7+4 f5+9(g2+su(2))"	58	207	0	1	0	1	0	0	0	0	"s1:1→1"	"s2:58→1"
58	10	"4 e8+e7+4 f5+9(g2+su(2))"	58	231	0	1	1	0	0	0	0	0	"s1:1→1"	"s2:58→1"
58	10	"4 e8+e7+4 f5+9(g2+su(2))"	58	259	1	1	0	0	0	0	0	0	"s1:1→1 / s2:55→1"	"s2:59→1"
58	12	"4 e8+e7+4 f5+9(g2+su(2))"	58	259	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:56→1, s1:1→1 / s2:58→1}"	"{s2:59→1, s2:59→1}"
58	14	"4 e8+e6+5 f5+su(3)+8(g2+su(2))"	58	263	1	1	0	0	0	0	0	0	"{s1:56→1 / s2:1→1, s1:56→1 / s2:2→1, s1:58→1 / s2:1→1, s1:58→1 / s2:2→1}"	"{s2:59→1, s2:59→1, s2:59→1, s2:59→1}"
58	16	"5 e8+4 f5+8(g2+su(2))"	59	144	0	2	0	0	0	0	0	0	""	"s1:58→1 / s2:1→1"
58	17	"4 e8+e7+4 f5+9(g2+su(2))"	58	207	0	1	0	1	0	0	0	0	"{s1:58→1, s1:58→1}"	"{s2:1→1, s2:4→1}"
58	17	"4 e8+e7+4 f5+9(g2+su(2))"	58	231	0	1	1	0	0	0	0	0	"{s1:58→1, s1:58→1}"	"{s2:1→1, s2:4→1}"
58	20	"4 e8+e7+4 f5+9(g2+su(2))"	58	207	0	1	0	1	0	0	0	0	"s1:1→1"	"s2:58→1"
58	20	"4 e8+e7+4 f5+9(g2+su(2))"	58	231	0	1	1	0	0	0	0	0	"s1:1→1"	"s2:58→1"
58	21	"4 e8+e7+4 f5+9(g2+su(2))"	58	207	0	1	0	1	0	0	0	0	"s1:1→1"	"s2:58→1"
58	21	"4 e8+e7+4 f5+9(g2+su(2))"	58	231	0	1	1	0	0	0	0	0	"s1:1→1"	"s2:58→1"
58	24	"4 e8+e6+5 f5+9(g2+su(2))"	58	262	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:58→1, s1:2→1 / s2:58→1}"	"{s2:59→1, s2:59→1}"
58	33	"4 e8+5 f5+so(8)+su(3)+9(g2+su(2))"	62	172	0	1	0	0	0	0	1	0	"s1:1→1 / s2:57→1"	""
58	33	"4 e8+5 f5+so(8)+su(3)+9(g2+su(2))"	62	179	1	0	0	0	0	0	1	0	"{s1:1→1, s1:1→1 / s2:57→1}"	"{s2:56→1, s2:56→1}"
58	34	"4 e8+e7+5 f5+su(3)+9(g2+su(2))"	62	172	0	1	1	0	0	0	0	0	"s1:1→1 / s2:1→1"	""
58	34	"4 e8+e7+5 f5+su(3)+9(g2+su(2))"	62	179	1	0	1	0	0	0	0	0	"{s1:1→1, s1:1→1 / s2:1→1}"	"{s2:2→1, s2:2→1}"
58	34	"4 e8+e7+5 f5+su(3)+9(g2+su(2))"	63	155	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:2→1"
58	55	"4 e8+e7'+4 f5+so(8)+9(g2+su(2))"	58	259	1	1	0	0	0	0	0	0	"{s1:58→1 / s2:1→1, s1:58→1 / s2:2→1}"	"{s2:59→1, s2:59→1}"
58	56	"4 e8+4 f5+2 so(8)+9(g2+su(2))"	58	204	0	1	0	0	0	0	1	0	"s1:1→1 / s2:58→1"	""
58	56	"4 e8+4 f5+2 so(8)+9(g2+su(2))"	58	232	0	1	0	0	0	1	0	0	"s1:1→1 / s2:58→1"	""
58	56	"4 e8+4 f5+2 so(8)+9(g2+su(2))"	58	239	0	0	1	0	1	0	0	0	"s1:1→1 / s2:58→1"	""
58	56	"4 e8+4 f5+2 so(8)+9(g2+su(2))"	59	184	0	0	1	0	0	0	1	0	"s1:1→1 / s2:58→1"	""
58	56	"4 e8+4 f5+2 so(8)+9(g2+su(2))"	59	212	0	0	1	0	0	1	0	0	"s1:1→1 / s2:58→1"	""
58	56	"4 e8+4 f5+2 so(8)+9(g2+su(2))"	61	69	0	0	1	0	0	0	0	1	"s1:1→1 / s2:58→1"	""
58	56	"4 e8+4 f5+2 so(8)+9(g2+su(2))"	62	89	0	1	0	0	0	0	0	1	"s1:1→1 / s2:58→1"	""
58	56	"4 e8+4 f5+2 so(8)+9(g2+su(2))"	65	89	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:58→2, s1:1→1 / s2:58→3}"	""
