"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
58	1	"4 e8+5 f4+su(3)+9(g2+su(2))"	"5 e8+5 f4+10(g2+su(2))"	65	92	1	0	0	0	0	0	0	1
58	2	"4 e8+5 f4+9(g2+su(2))"	"5 e8+5 f4+10(g2+su(2))"	66	92	1	1	0	0	0	0	0	1
58	13	"4 e8+e6+5 f4+2 su(3)+8(g2+su(2))"	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	63	263	1	0	0	0	0	0	0	0
58	17	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+8(g2+su(2))+so(7)+2 su(2)"	65	266	1	0	0	0	0	0	0	0
58	17	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+8(g2+su(2))+so(7)+2 su(2)"	66	266	1	0	0	0	0	0	0	0
58	18	"4 e8+e7+4 f4+su(3)+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	63	259	1	0	0	0	0	0	0	0
58	18	"4 e8+e7+4 f4+su(3)+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	64	259	1	0	0	0	0	0	0	0
58	22	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	"4 e8+e6+5 f4+10(g2+su(2))"	63	262	1	0	0	0	0	0	0	0
58	27	"4 e8+e7+4 f4+su(3)+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	63	259	1	0	0	0	0	0	0	0
58	27	"4 e8+e7+4 f4+su(3)+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	64	259	1	0	0	0	0	0	0	0
58	28	"4 e8+e6+5 f4+2 su(3)+8(g2+su(2))"	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	63	263	1	0	0	0	0	0	0	0
58	32	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+8(g2+su(2))+so(7)+2 su(2)"	65	266	1	0	0	0	0	0	0	0
58	32	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+8(g2+su(2))+so(7)+2 su(2)"	66	266	1	0	0	0	0	0	0	0
58	34	"4 e8+e7+5 f4+su(3)+9(g2+su(2))"	"4 e8+e7+5 f4+10(g2+su(2))"	65	207	1	0	0	0	0	0	0	0
58	42	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+8(g2+su(2))+so(7)+2 su(2)"	65	266	1	0	0	0	0	0	0	0
58	42	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+8(g2+su(2))+so(7)+2 su(2)"	66	266	1	0	0	0	0	0	0	0
58	43	"4 e8+e7+4 f4+su(3)+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	64	259	1	0	0	0	0	0	0	0
58	44	"4 e8+e7+4 f4+su(3)+9(g2+su(2))"	"4 e8+e7+4 f4+10(g2+su(2))"	64	259	1	0	0	0	0	0	0	0
58	45	"4 e8+e6+5 f4+su(3)+9(g2+su(2))"	"4 e8+e6+5 f4+10(g2+su(2))"	63	262	1	0	0	0	0	0	0	0
58	47	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+8(g2+su(2))+so(7)+2 su(2)"	65	266	1	0	0	0	0	0	0	0
58	47	"4 e8+e7+4 f4+9(g2+su(2))"	"4 e8+e7+4 f4+8(g2+su(2))+so(7)+2 su(2)"	66	266	1	0	0	0	0	0	0	0
58	48	"4 e8+6 f4+so(8)+2 su(3)+8(g2+su(2))"	"4 e8+6 f4+so(8)+su(3)+9(g2+su(2))"	64	261	1	0	0	0	0	0	0	0
58	53	"4 e8+e6+5 f4+10(g2+su(2))"	"4 e8+e6+5 f4+9(g2+su(2))+so(7)+2 su(2)"	63	260	1	0	0	0	0	0	0	0
