"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"	"LST gauge algebra"
61	1	61	242	0	0	0	1	0	0	1	0	"{s1:1→1 / s2:61→1, s1:61→1 / s2:1→1}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	61	244	0	0	0	0	1	1	0	0	"{s1:1→1 / s2:61→1, s1:61→1 / s2:1→1}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	62	-69	0	0	0	0	0	0	0	2	"s1:61→1 / s2:1→1"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	62	46	0	0	0	0	0	0	1	1	"{s1:1→1 / s2:61→1, s1:61→1 / s2:1→1}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	62	161	0	0	0	0	0	0	2	0	"s1:61→1 / s2:1→1"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	62	189	0	0	0	0	0	1	1	0	"{s1:1→1 / s2:61→1, s1:61→1 / s2:1→1}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	62	216	0	0	0	0	1	0	1	0	"{s1:1→1 / s2:61→1, s1:61→1 / s2:1→1}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	62	217	0	0	0	0	0	2	0	0	"s1:61→1 / s2:1→1"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	63	171	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:61→1, s1:61→1 / s2:1→1}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	64	151	0	0	1	0	0	0	0	1	"{s1:1→1 / s2:61→1, s1:61→1 / s2:1→1}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	65	74	0	0	0	0	0	1	0	1	"{s1:1→1 / s2:61→1, s1:61→1 / s2:1→1}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	65	101	0	0	0	0	1	0	0	1	"{s1:1→1 / s2:61→1, s1:61→1 / s2:1→1}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	65	127	0	0	0	1	0	0	0	1	"{s1:1→1 / s2:61→1, s1:61→1 / s2:1→1}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	65	171	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:61→2, s1:1→1 / s2:61→3, s1:1→1 / s2:61→4, s1:1→1 / s2:61→5, s1:61→1 / s2:1→2, s1:61→1 / s2:1→3, s1:61→1 / s2:1→4, s1:61→1 / s2:1→5}"	""	"4 e8+5 f5+10(g2+su(2))"
61	1	66	151	0	0	1	0	0	0	0	1	"{s1:1→1 / s2:61→2, s1:61→1 / s2:1→2}"	""	"4 e8+5 f5+10(g2+su(2))"
61	5	61	231	0	2	0	0	0	0	0	0	""	"{s1:55→1 / s2:1→1, s1:55→1 / s2:4→1, s1:61→1 / s2:1→1, s1:61→1 / s2:4→1}"	"5 e8+4 f5+8(g2+su(2))"
61	8	61	208	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:61→1"	"4 e8+e7+5 f5+su(3)+9(g2+su(2))"
61	8	61	234	0	1	0	1	0	0	0	0	"s1:1→1"	"s2:61→1"	"4 e8+e7+5 f5+su(3)+9(g2+su(2))"
61	8	62	242	1	0	0	1	0	0	0	0	"s1:1→1 / s2:58→1, 60→1"	"s2:2→1"	"4 e8+e7+5 f5+su(3)+9(g2+su(2))"
61	9	65	172	0	2	0	0	0	0	0	0	"s1:61→1 / s2:59→1"	""	"5 e8+5 f5+9(g2+su(2))"
61	9	65	179	1	1	0	0	0	0	0	0	"{s1:59→1 / s2:61→1, s1:59→1 / s2:61→2, s1:59→1 / s2:61→3, s1:59→1 / s2:61→4, s1:59→1 / s2:61→5, s1:61→1 / s2:59→1, s1:61→1 / s2:59→2, s1:61→1 / s2:59→3, s1:61→1 / s2:59→4, s1:61→1 / s2:59→5}"	"{s2:62→1, s2:62→1, s2:62→1, s2:62→1, s2:62→1, s2:62→1, s2:62→1, s2:62→1, s2:62→1, s2:62→1}"	"5 e8+5 f5+9(g2+su(2))"
61	11	61	233	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:61→1"	"4 e8+e7+5 f5+su(3)+10(g2+su(2))"
61	12	61	234	0	1	0	1	0	0	0	0	"{s1:61→1 / s2:1→1, s1:61→1 / s2:2→1}"	""	"4 e8+e7+5 f5+10(g2+su(2))"
61	13	61	209	0	1	0	0	0	0	1	0	"{s1:61→1 / s2:1→1, s1:61→1 / s2:2→1}"	""	"4 e8+e6+5 f5+su(3)+9(g2+su(2))"
61	13	61	237	0	1	0	0	0	1	0	0	"{s1:61→1 / s2:1→1, s1:61→1 / s2:2→1}"	""	"4 e8+e6+5 f5+su(3)+9(g2+su(2))"
61	13	65	94	0	1	0	0	0	0	0	1	"{s1:61→1 / s2:1→1, s1:61→1 / s2:2→1}"	""	"4 e8+e6+5 f5+su(3)+9(g2+su(2))"
61	13	68	94	0	1	0	0	0	0	0	1	"s1:61→1 / s2:1→1, 2→1"	""	"4 e8+e6+5 f5+su(3)+9(g2+su(2))"
61	17	62	171	0	2	0	0	0	0	0	0	"{s1:59→1, s1:61→1}"	"{s2:1→1, s2:1→1}"	"5 e8+5 f5+9(g2+su(2))"
