"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
61	1	62	179	0	0	0	0	0	0	0	1	"s1:1→1"	""
61	1	64	179	0	0	0	0	0	0	0	1	"s1:1→1, 61→1"	""
61	2	62	240	0	1	0	0	0	0	0	0	""	"s1:4→1"
61	3	62	240	0	1	0	0	0	0	0	0	""	"s1:4→1"
61	5	62	240	0	1	0	0	0	0	0	0	""	"s1:61→1"
61	8	62	217	0	0	0	0	1	0	0	0	"s1:1→1"	""
61	8	62	243	0	0	0	1	0	0	0	0	"s1:1→1"	""
61	8	62	267	0	0	1	0	0	0	0	0	"s1:1→1"	""
61	9	62	180	0	1	0	0	0	0	0	0	"s1:61→1"	""
61	9	66	180	0	1	0	0	0	0	0	0	"s1:59→1, 61→1"	""
61	10	62	240	0	1	0	0	0	0	0	0	""	"s1:1→1"
61	11	62	234	0	0	0	1	0	0	0	0	"s1:1→1"	""
61	11	62	258	0	0	1	0	0	0	0	0	"s1:1→1"	""
61	12	62	242	0	0	0	1	0	0	0	0	"s1:61→1"	""
61	12	62	266	0	0	1	0	0	0	0	0	"s1:61→1"	""
61	13	62	102	0	0	0	0	0	0	0	1	"s1:61→1"	""
61	13	62	217	0	0	0	0	0	0	1	0	"s1:61→1"	""
61	13	62	245	0	0	0	0	0	1	0	0	"s1:61→1"	""
61	13	62	272	0	0	0	0	1	0	0	0	"s1:61→1"	""
61	14	62	189	0	0	0	0	0	0	1	0	"s1:61→1"	""
61	14	62	217	0	0	0	0	0	1	0	0	"s1:61→1"	""
61	14	62	244	0	0	0	0	1	0	0	0	"s1:61→1"	""
61	14	62	270	0	0	0	1	0	0	0	0	"s1:61→1"	""
61	15	62	217	0	0	0	0	1	0	0	0	"s1:61→1"	""
61	15	62	243	0	0	0	1	0	0	0	0	"s1:61→1"	""
61	15	62	267	0	0	1	0	0	0	0	0	"s1:61→1"	""
61	16	62	179	0	1	0	0	0	0	0	0	""	"s1:61→1"
61	16	66	180	0	1	0	0	0	0	0	0	"s1:60→1"	""
61	17	62	179	0	1	0	0	0	0	0	0	""	"s1:1→1"
61	17	62	180	0	1	0	0	0	0	0	0	"s1:61→1"	""
61	17	64	179	0	1	0	0	0	0	0	0	"s1:61→1"	"s1:1→1"
61	17	65	179	0	1	0	0	0	0	0	0	"s1:59→1, 61→1"	"s1:1→1"
61	17	66	180	0	1	0	0	0	0	0	0	"s1:59→1, 61→1"	""
61	19	62	102	0	0	0	0	0	0	0	1	"s1:1→1"	""
61	19	62	217	0	0	0	0	0	0	1	0	"s1:1→1"	""
61	19	62	245	0	0	0	0	0	1	0	0	"s1:1→1"	""
61	19	62	272	0	0	0	0	1	0	0	0	"s1:1→1"	""
61	20	62	101	0	0	0	0	0	0	0	1	"s1:1→1"	""
61	20	62	216	0	0	0	0	0	0	1	0	"s1:1→1"	""
61	20	62	244	0	0	0	0	0	1	0	0	"s1:1→1"	""
61	20	62	271	0	0	0	0	1	0	0	0	"s1:1→1"	""
61	21	62	101	0	0	0	0	0	0	0	1	"s1:1→1"	""
61	21	62	216	0	0	0	0	0	0	1	0	"s1:1→1"	""
61	21	62	244	0	0	0	0	0	1	0	0	"s1:1→1"	""
61	21	62	271	0	0	0	0	1	0	0	0	"s1:1→1"	""
61	22	62	209	0	0	0	0	0	0	1	0	"s1:1→1"	""
61	22	62	237	0	0	0	0	0	1	0	0	"s1:1→1"	""
61	22	62	264	0	0	0	0	1	0	0	0	"{s1:1→1, s1:1→1, 61→1, s1:61→1}"	""
61	23	62	189	0	0	0	0	0	0	1	0	"s1:1→1"	""
61	23	62	217	0	0	0	0	0	1	0	0	"s1:1→1"	""
61	23	62	244	0	0	0	0	1	0	0	0	"s1:1→1"	""
61	23	62	270	0	0	0	1	0	0	0	0	"s1:1→1"	""
61	24	62	189	0	0	0	0	0	0	1	0	"s1:1→1"	""
61	24	62	217	0	0	0	0	0	1	0	0	"s1:1→1"	""
61	24	62	244	0	0	0	0	1	0	0	0	"s1:1→1"	""
61	24	62	270	0	0	0	1	0	0	0	0	"s1:1→1"	""
61	25	62	217	0	0	0	0	1	0	0	0	"s1:1→1"	""
61	25	62	243	0	0	0	1	0	0	0	0	"s1:1→1"	""
61	25	62	267	0	0	1	0	0	0	0	0	"s1:1→1"	""
61	26	62	217	0	0	0	0	1	0	0	0	"s1:1→1"	""
61	26	62	243	0	0	0	1	0	0	0	0	"s1:1→1"	""
61	26	62	267	0	0	1	0	0	0	0	0	"s1:1→1"	""
61	27	62	263	0	1	0	0	0	0	0	0	"s1:61→1"	""
61	27	62	270	1	0	0	0	0	0	0	0	"{s1:1→1, 2→1, s1:1→1, 2→1, 61→1, s1:1→1, 2→1, 61→2}"	"{s1:58→1, s1:58→1, s1:58→1}"
61	27	63	270	1	0	0	0	0	0	0	0	"{s1:1→1, s1:1→1, 2→1, 61→3, s1:1→1, 61→1}"	"{s1:58→1, s1:58→1, s1:58→1}"
61	27	64	270	1	0	0	0	0	0	0	0	"{s1:1→1, 61→2, s1:1→1, 61→3}"	"{s1:58→1, s1:58→1}"
61	27	65	270	1	0	0	0	0	0	0	0	"s1:1→1, 61→4"	"s1:58→1"
61	27	66	270	1	0	0	0	0	0	0	0	"{s1:61→1, s1:61→2}"	"{s1:58→1, s1:58→1, s1:58→1}"
61	27	67	270	1	0	0	0	0	0	0	0	"{s1:61→3, s1:61→4, s1:61→5}"	"{s1:58→1, s1:58→1, s1:58→1}"
61	29	62	242	0	0	0	1	0	0	0	0	"s1:61→1"	""
