"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
65	13	75	127	0	3	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→1"	""
65	13	77	134	1	2	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→1"	"s4:68→1"
65	13	82	134	1	2	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→2 / s4:65→1"	"s4:67→1"
65	13	82	140	2	1	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→1"	"s3:67→1 / s4:67→1"
65	13	87	134	1	2	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→2"	"s4:68→1"
65	13	94	140	2	1	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→2"	"s3:67→1 / s4:67→1"
65	13	101	134	1	2	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→3"	"s4:68→1"
65	13	106	140	2	1	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→2 / s4:65→2"	"s3:67→1 / s4:67→1"
65	13	110	140	2	1	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→3"	"s3:67→1 / s4:67→1"
65	13	120	134	1	2	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→4"	"s4:68→1"
65	13	124	140	2	1	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→2 / s4:65→3"	"s3:67→1 / s4:67→1"
65	13	131	140	2	1	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→4"	"s3:67→1 / s4:67→1"
65	13	144	134	1	2	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→5"	"s4:68→1"
65	13	146	140	2	1	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→2 / s4:65→4"	"s3:67→1 / s4:67→1"
65	13	158	140	2	1	0	0	0	0	0	1	"s1:1→1 / s2:65→1 / s3:65→1 / s4:65→5"	"s3:67→1 / s4:67→1"
65	38	74	234	0	4	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1 / s4:1→1"	""
65	38	74	241	1	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1 / s4:1→1"	"s4:68→1"
65	38	74	247	2	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:1→1 / s2:1→1 / s3:1→1 / s4:1→2}"	"{s3:67→1 / s4:67→1, s3:67→1 / s4:67→1}"
65	38	74	248	2	2	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1 / s4:1→1"	"s3:67→1 / s4:66→1"
