"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
65	1	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+5 f5+so(8)+su(3)+9(g2+su(2))"	65	268	0	0	1	0	0	0	0	0	"s1:1→1"	""
65	1	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+6 f5+su(3)+9(g2+su(2))"	65	244	0	0	0	1	0	0	0	0	"s1:1→1"	""
65	1	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+e6+5 f5+su(3)+9(g2+su(2))"	65	218	0	0	0	0	1	0	0	0	"s1:1→1"	""
65	2	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+5 f5+so(8)+su(3)+9(g2+su(2))"	65	268	0	0	1	0	0	0	0	0	"s1:1→1"	""
65	2	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+6 f5+su(3)+9(g2+su(2))"	65	244	0	0	0	1	0	0	0	0	"s1:1→1"	""
65	2	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+e6+5 f5+su(3)+9(g2+su(2))"	65	218	0	0	0	0	1	0	0	0	"s1:1→1"	""
65	3	"5 e8+5 f5+su(3)+10(g2+su(2))"	"5 e8+5 f5+so(8)+su(3)+10(g2+su(2))"	65	259	0	0	1	0	0	0	0	0	"s1:1→1"	""
65	3	"5 e8+5 f5+su(3)+10(g2+su(2))"	"5 e8+6 f5+su(3)+10(g2+su(2))"	65	235	0	0	0	1	0	0	0	0	"s1:1→1"	""
65	4	"5 e8+5 f5+10(g2+su(2))"	"5 e8+5 f5+so(8)+10(g2+su(2))"	65	267	0	0	1	0	0	0	0	0	"s1:1→1"	""
65	4	"5 e8+5 f5+10(g2+su(2))"	"5 e8+6 f5+10(g2+su(2))"	65	243	0	0	0	1	0	0	0	0	"s1:1→1"	""
65	5	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+5 f5+so(8)+su(3)+9(g2+su(2))"	65	268	0	0	1	0	0	0	0	0	"s1:65→1"	""
65	5	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+6 f5+su(3)+9(g2+su(2))"	65	244	0	0	0	1	0	0	0	0	"s1:65→1"	""
65	5	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+e6+5 f5+su(3)+9(g2+su(2))"	65	218	0	0	0	0	1	0	0	0	"s1:65→1"	""
65	6	"5 e8+5 f5+10(g2+su(2))"	"5 e8+5 f5+so(8)+10(g2+su(2))"	65	267	0	0	1	0	0	0	0	0	"s1:1→1"	""
65	6	"5 e8+5 f5+10(g2+su(2))"	"5 e8+6 f5+10(g2+su(2))"	65	243	0	0	0	1	0	0	0	0	"s1:1→1"	""
65	9	"5 e8+5 f5+11(g2+su(2))"	"5 e8+5 f5+so(8)+11(g2+su(2))"	65	258	0	0	1	0	0	0	0	0	"s1:1→1"	""
65	9	"5 e8+5 f5+11(g2+su(2))"	"5 e8+6 f5+11(g2+su(2))"	65	234	0	0	0	1	0	0	0	0	"s1:1→1"	""
65	13	"4 e8+e7+5 f5+10(g2+su(2))+so(7)+2 su(2)"	"4 e8+2 e7+5 f5+10(g2+su(2))+so(7)+2 su(2)"	65	266	0	0	0	0	0	0	1	0	"{s1:1→1, s1:1→1, 65→1, s1:65→1}"	""
65	13	"4 e8+e7+5 f5+10(g2+su(2))+so(7)+2 su(2)"	"5 e8+e7+5 f5+10(g2+su(2))+so(7)+2 su(2)"	65	151	0	0	0	0	0	0	0	1	"s1:1→1"	""
65	14	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+5 f5+so(8)+su(3)+9(g2+su(2))"	65	268	0	0	1	0	0	0	0	0	"s1:1→1"	""
65	14	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+6 f5+su(3)+9(g2+su(2))"	65	244	0	0	0	1	0	0	0	0	"s1:1→1"	""
65	14	"5 e8+5 f5+su(3)+9(g2+su(2))"	"5 e8+e6+5 f5+su(3)+9(g2+su(2))"	65	218	0	0	0	0	1	0	0	0	"s1:1→1"	""
65	18	"4 e8+2 e7+5 f5+10(g2+su(2))"	"4 e8+2 e7+5 f5+11(g2+su(2))"	65	268	0	1	0	0	0	0	0	0	""	"s1:65→1"
65	20	"4 e8+2 e7+5 f5+10(g2+su(2))"	"4 e8+2 e7+5 f5+10(g2+su(2))+so(7)+2 su(2)"	65	266	0	1	0	0	0	0	0	0	""	"s1:65→1, 1→1"
65	20	"4 e8+2 e7+5 f5+10(g2+su(2))"	"4 e8+2 e7+5 f5+11(g2+su(2))"	65	268	0	1	0	0	0	0	0	0	""	"{s1:1→1, s1:65→1}"
65	21	"5 e8+5 f5+so(8)+su(3)+9(g2+su(2))"	"5 e8+5 f5+so(8)+su(3)+10(g2+su(2))"	65	259	0	1	0	0	0	0	0	0	""	"{s1:1→1, s1:4→1}"
65	24	"5 e8+e7+5 f5+10(g2+su(2))"	"5 e8+e7+5 f5+11(g2+su(2))"	65	153	0	1	0	0	0	0	0	0	""	"s1:65→1"
65	26	"5 e8+5 f5+so(8)+su(3)+9(g2+su(2))"	""	68	260	0	1	0	0	0	0	0	0	"s1:64→1"	""
65	26	"5 e8+5 f5+so(8)+su(3)+9(g2+su(2))"	""	68	267	1	0	0	0	0	0	0	0	"s1:64→1"	"{s1:63→1, s1:63→1}"
65	27	"5 e8+e7+5 f5+11(g2+su(2))"	"5 e8+e7+5 f5+10(g2+su(2))+so(7)+2 su(2)"	65	151	1	0	0	0	0	0	0	0	""	"s1:65→1"
65	28	"4 e8+e7+e6+5 f5+su(3)+9(g2+su(2))+so(7)+2 su(2)"	"4 e8+2 e7+e6+5 f5+su(3)+9(g2+su(2))+so(7)+2 su(2)"	65	189	0	0	0	0	0	0	1	0	"s1:65→1"	""
65	28	"4 e8+e7+e6+5 f5+su(3)+9(g2+su(2))+so(7)+2 su(2)"	"4 e8+e7+2 e6+5 f5+su(3)+9(g2+su(2))+so(7)+2 su(2)"	65	244	0	0	0	0	1	0	0	0	"s1:65→1"	""
65	28	"4 e8+e7+e6+5 f5+su(3)+9(g2+su(2))+so(7)+2 su(2)"	"4 e8+e7+e6+6 f5+su(3)+9(g2+su(2))+so(7)+2 su(2)"	65	270	0	0	0	1	0	0	0	0	"s1:65→1"	""
65	28	"4 e8+e7+e6+5 f5+su(3)+9(g2+su(2))+so(7)+2 su(2)"	"4 e8+e7+e7'+e6+5 f5+su(3)+9(g2+su(2))+so(7)+2 su(2)"	65	217	0	0	0	0	0	1	0	0	"s1:65→1"	""
65	29	"4 e8+e7+e7'+5 f5+11(g2+su(2))"	"4 e8+e7+e7'+5 f5+so(8)+11(g2+su(2))"	65	268	0	0	1	0	0	0	0	0	"s1:65→1"	""
65	29	"4 e8+e7+e7'+5 f5+11(g2+su(2))"	"4 e8+e7+e7'+6 f5+11(g2+su(2))"	65	244	0	0	0	1	0	0	0	0	"s1:65→1"	""
65	30	"4 e8+2 e7+5 f5+10(g2+su(2))"	"4 e8+2 e7+5 f5+11(g2+su(2))"	65	268	0	1	0	0	0	0	0	0	""	"s1:65→1"
65	31	"4 e8+2 e7+5 f5+10(g2+su(2))"	"4 e8+2 e7+5 f5+11(g2+su(2))"	65	268	0	1	0	0	0	0	0	0	""	"s1:65→1"
65	32	"5 e8+e7+5 f5+10(g2+su(2))"	"5 e8+e7+5 f5+11(g2+su(2))"	65	153	0	1	0	0	0	0	0	0	""	"s1:65→1"
65	34	"4 e8+2 e7+5 f5+10(g2+su(2))"	"4 e8+2 e7+5 f5+11(g2+su(2))"	65	268	0	1	0	0	0	0	0	0	""	"{s1:1→1, s1:65→1}"
65	35	"4 e8+2 e7+5 f5+10(g2+su(2))"	"4 e8+2 e7+5 f5+10(g2+su(2))+so(7)+2 su(2)"	65	266	0	1	0	0	0	0	0	0	""	"s1:65→1, 1→1"
65	35	"4 e8+2 e7+5 f5+10(g2+su(2))"	"4 e8+2 e7+5 f5+11(g2+su(2))"	65	268	0	1	0	0	0	0	0	0	""	"{s1:1→1, s1:65→1}"
65	36	"5 e8+5 f5+so(8)+su(3)+9(g2+su(2))"	""	68	260	0	1	0	0	0	0	0	0	"s1:64→1"	""
