"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
46	1	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+5 f4+su(3)+7(g2+su(2))"	46	259	0	0	0	1	0	0	0	0	"s1:1→1"	""
46	1	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+e6+4 f4+su(3)+7(g2+su(2))"	46	233	0	0	0	0	1	0	0	0	"s1:1→1"	""
46	1	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+e7'+4 f4+su(3)+7(g2+su(2))"	46	206	0	0	0	0	0	1	0	0	"s1:1→1"	""
46	1	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+e7+4 f4+su(3)+7(g2+su(2))"	46	178	0	0	0	0	0	0	1	0	"s1:1→1"	""
46	1	"3 e8+4 f4+su(3)+7(g2+su(2))"	"4 e8+4 f4+su(3)+7(g2+su(2))"	46	63	0	0	0	0	0	0	0	1	"s1:1→1"	""
46	2	"3 e8+4 f4+7(g2+su(2))"	"3 e8+5 f4+7(g2+su(2))"	46	267	0	0	0	1	0	0	0	0	"s1:1→1"	""
46	2	"3 e8+4 f4+7(g2+su(2))"	"3 e8+e6+4 f4+7(g2+su(2))"	46	241	0	0	0	0	1	0	0	0	"s1:1→1"	""
46	2	"3 e8+4 f4+7(g2+su(2))"	"3 e8+e7'+4 f4+7(g2+su(2))"	46	214	0	0	0	0	0	1	0	0	"s1:1→1"	""
46	2	"3 e8+4 f4+7(g2+su(2))"	"3 e8+e7+4 f4+7(g2+su(2))"	46	186	0	0	0	0	0	0	1	0	"s1:1→1"	""
46	2	"3 e8+4 f4+7(g2+su(2))"	"4 e8+4 f4+7(g2+su(2))"	46	71	0	0	0	0	0	0	0	1	"s1:1→1"	""
46	3	"3 e8+4 f4+7(g2+su(2))"	"3 e8+5 f4+7(g2+su(2))"	46	267	0	0	0	1	0	0	0	0	"s1:1→1"	""
46	3	"3 e8+4 f4+7(g2+su(2))"	"3 e8+e6+4 f4+7(g2+su(2))"	46	241	0	0	0	0	1	0	0	0	"s1:1→1"	""
