"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
46	1	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+e7+4 f4+8(g2+su(2))"	50	177	1	0	0	0	0	0	1	0	4
46	1	"3 e8+4 f4+su(3)+7(g2+su(2))"	"4 e8+4 f4+8(g2+su(2))"	54	62	1	0	0	0	0	0	0	1	5
46	2	"3 e8+4 f4+7(g2+su(2))"	"3 e8+e6+4 f4+su(3)+7(g2+su(2))"	46	233	0	1	0	0	1	0	0	0	2
46	2	"3 e8+4 f4+7(g2+su(2))"	"3 e8+e7+4 f4+8(g2+su(2))"	50	177	1	1	0	0	0	0	1	0	6
46	2	"3 e8+4 f4+7(g2+su(2))"	"3 e8+e7'+4 f4+su(3)+7(g2+su(2))"	47	206	0	1	0	0	0	1	0	0	2
46	2	"3 e8+4 f4+7(g2+su(2))"	"3 e8+e7+4 f4+su(3)+7(g2+su(2))"	48	178	0	1	0	0	0	0	1	0	2
46	2	"3 e8+4 f4+7(g2+su(2))"	"4 e8+4 f4+8(g2+su(2))"	54	62	1	1	0	0	0	0	0	1	8
46	2	"3 e8+4 f4+7(g2+su(2))"	"4 e8+4 f4+8(g2+su(2))"	55	62	1	1	0	0	0	0	0	1	2
46	2	"3 e8+4 f4+7(g2+su(2))"	"4 e8+4 f4+su(3)+7(g2+su(2))"	52	63	0	1	0	0	0	0	0	1	2
46	3	"3 e8+4 f4+7(g2+su(2))"	"3 e8+e7+4 f4+7(g2+su(2))+so(7)+2 su(2)"	50	175	1	1	0	0	0	0	1	0	3
46	3	"3 e8+4 f4+7(g2+su(2))"	"4 e8+4 f4+7(g2+su(2))+so(7)+2 su(2)"	54	60	1	1	0	0	0	0	0	1	3
46	4	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+5 f4+so(8)+su(3)+7(g2+su(2))"	46	231	0	0	1	1	0	0	0	0	2
46	4	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+5 f4+su(3)+7(g2+su(2))"	46	259	0	0	0	1	0	0	0	0	3
46	4	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+e6+4 f4+2 su(3)+7(g2+su(2))"	46	225	0	1	0	0	1	0	0	0	2
46	4	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+e6+4 f4+so(8)+su(3)+7(g2+su(2))"	47	205	0	0	1	0	1	0	0	0	2
46	4	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+e6+4 f4+su(3)+7(g2+su(2))"	46	233	0	0	0	0	1	0	0	0	2
46	4	"3 e8+4 f4+su(3)+7(g2+su(2))"	"3 e8+e6+5 f4+su(3)+7(g2+su(2))"	48	181	0	0	0	1	1	0	0	0	2
46	5	"3 e8+4 f4+8(g2+su(2))"	"3 e8+e7+4 f4+7(g2+su(2))+so(7)+2 su(2)"	50	175	1	0	0	0	0	0	1	0	3
46	5	"3 e8+4 f4+8(g2+su(2))"	"3 e8+e7+4 f4+7(g2+su(2))+so(7)+2 su(2)"	53	175	1	0	0	0	0	0	1	0	3
46	5	"3 e8+4 f4+8(g2+su(2))"	"4 e8+4 f4+7(g2+su(2))+so(7)+2 su(2)"	54	60	1	0	0	0	0	0	0	1	3
46	6	"3 e8+4 f4+8(g2+su(2))"	"3 e8+5 f4+8(g2+su(2))"	46	258	0	0	0	1	0	0	0	0	3
46	6	"3 e8+4 f4+8(g2+su(2))"	"3 e8+5 f4+so(8)+8(g2+su(2))"	46	230	0	0	1	1	0	0	0	0	2
46	6	"3 e8+4 f4+8(g2+su(2))"	"3 e8+e6+4 f4+8(g2+su(2))"	46	232	0	0	0	0	1	0	0	0	2
