"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"	"LST gauge algebra"
46	1	46	232	1	0	0	0	1	0	0	0	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	1	47	205	1	0	0	0	0	1	0	0	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	1	48	177	1	0	0	0	0	0	1	0	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	1	50	170	0	1	0	0	0	0	1	0	"s1:1→1 / s2:43→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	1	50	177	1	0	0	0	0	0	1	0	"{s1:1→1 / s2:1→1, 43→1, s1:1→1 / s2:1→1, 43→2, s1:1→1 / s2:1→1, 43→3, s1:1→1 / s2:1→1, 43→4, s1:1→1 / s2:43→1}"	"{s2:46→1, s2:46→1, s2:46→1, s2:46→1, s2:46→1}"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	1	51	177	1	0	0	0	0	0	1	0	"{s1:1→1 / s2:1→1, s1:1→1 / s2:43→2, s1:1→1 / s2:43→3, s1:1→1 / s2:43→4, s1:1→1 / s2:43→5}"	"{s2:46→1, s2:46→1, s2:46→1, s2:46→1, s2:46→1}"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	1	52	62	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	1	54	55	0	1	0	0	0	0	0	1	"s1:1→1 / s2:43→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	1	54	62	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:43→1, s1:1→1 / s2:43→2, s1:1→1 / s2:43→3, s1:1→1 / s2:43→4, s1:1→1 / s2:43→5}"	"{s2:46→1, s2:46→1, s2:46→1, s2:46→1, s2:46→1}"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	2	46	233	0	1	0	0	1	0	0	0	"{s1:1→1 / s2:44→1, s1:1→1 / s2:46→1}"	""	"3 e8+4 f5+7(g2+su(2))"
46	2	47	206	0	1	0	0	0	1	0	0	"{s1:1→1 / s2:44→1, s1:1→1 / s2:46→1}"	""	"3 e8+4 f5+7(g2+su(2))"
46	2	48	178	0	1	0	0	0	0	1	0	"{s1:1→1 / s2:44→1, s1:1→1 / s2:46→1}"	""	"3 e8+4 f5+7(g2+su(2))"
46	2	51	178	0	1	0	0	0	0	1	0	"s1:1→1 / s2:44→1, 46→1"	""	"3 e8+4 f5+7(g2+su(2))"
46	2	52	63	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:44→1, s1:1→1 / s2:46→1}"	""	"3 e8+4 f5+7(g2+su(2))"
46	2	54	63	0	1	0	0	0	0	0	1	"s1:1→1 / s2:44→1, 46→1"	""	"3 e8+4 f5+7(g2+su(2))"
46	3	46	232	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+7(g2+su(2))"
46	3	47	205	0	1	0	0	0	1	0	0	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+7(g2+su(2))"
46	3	48	177	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+7(g2+su(2))"
46	3	51	178	0	1	0	0	0	0	1	0	"s1:1→1 / s2:45→1"	""	"3 e8+4 f5+7(g2+su(2))"
46	3	52	62	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+7(g2+su(2))"
46	3	54	63	0	1	0	0	0	0	0	1	"s1:1→1 / s2:45→1"	""	"3 e8+4 f5+7(g2+su(2))"
46	4	46	225	0	1	0	0	1	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	46	231	0	0	1	1	0	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	46	232	1	0	0	0	1	0	0	0	"s1:46→1"	"s2:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	47	198	0	1	0	0	0	1	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	47	205	0	0	1	0	1	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	47	205	1	0	0	0	0	1	0	0	"s1:46→1"	"s2:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	47	207	0	0	0	2	0	0	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	48	170	0	1	0	0	0	0	1	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	48	177	1	0	0	0	0	0	1	0	"s1:46→1"	"s2:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	48	178	0	0	1	0	0	1	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	48	181	0	0	0	1	1	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	49	150	0	0	1	0	0	0	1	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	49	154	0	0	0	1	0	1	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	49	155	0	0	0	0	2	0	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	50	100	0	0	0	0	1	0	1	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	50	126	0	0	0	1	0	0	1	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	50	128	0	0	0	0	1	1	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	50	177	1	0	0	0	0	0	1	0	"s1:46→1 / s2:1→1"	"s2:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	51	170	0	1	0	0	0	0	1	0	"{s1:46→1 / s2:1→2, s1:46→1 / s2:1→3, s1:46→1 / s2:1→4, s1:46→1 / s2:1→5}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	4	51	177	1	0	0	0	0	0	1	0	"{s1:46→1 / s2:1→2, s1:46→1 / s2:1→3, s1:46→1 / s2:1→4, s1:46→1 / s2:1→5}"	"{s2:2→1, s2:2→1, s2:2→1, s2:2→1}"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	5	46	230	1	0	0	0	1	0	0	0	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+8(g2+su(2))"
46	5	47	203	1	0	0	0	0	1	0	0	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+8(g2+su(2))"
46	5	48	175	1	0	0	0	0	0	1	0	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+8(g2+su(2))"
46	5	50	175	1	0	0	0	0	0	1	0	"{s1:1→1 / s2:1→1, 44→1, s1:1→1 / s2:1→1, 44→2, s1:1→1 / s2:1→1, 44→3}"	"{s2:46→1, s2:46→1, s2:46→1}"	"3 e8+4 f5+8(g2+su(2))"
46	5	51	175	1	0	0	0	0	0	1	0	"{s1:1→1 / s2:1→1, s1:1→1 / s2:44→1, s1:1→1 / s2:44→2, s1:1→1 / s2:44→3}"	"{s2:46→1, s2:46→1, s2:46→1, s2:46→1}"	"3 e8+4 f5+8(g2+su(2))"
46	5	52	60	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:46→1"	"3 e8+4 f5+8(g2+su(2))"
46	5	54	60	1	0	0	0	0	0	0	1	"{s1:1→1 / s2:44→1, s1:1→1 / s2:44→2, s1:1→1 / s2:44→3}"	"{s2:46→1, s2:46→1, s2:46→1}"	"3 e8+4 f5+8(g2+su(2))"
46	6	46	224	0	1	0	0	1	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	46	230	0	0	1	1	0	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	47	44	0	0	0	0	0	0	2	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	47	72	0	0	0	0	0	1	1	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	47	100	0	0	0	0	0	2	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	47	180	0	0	0	1	1	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	47	197	0	1	0	0	0	1	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	47	204	0	0	1	0	1	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	47	206	0	0	0	2	0	0	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	48	99	0	0	0	0	1	0	1	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	48	127	0	0	0	0	1	1	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	48	153	0	0	0	1	0	1	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	48	154	0	0	0	0	2	0	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	48	169	0	1	0	0	0	0	1	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	48	177	0	0	1	0	0	1	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	49	125	0	0	0	1	0	0	1	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	49	149	0	0	1	0	0	0	1	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	50	169	0	1	0	0	0	0	1	0	"{s1:1→1 / s2:46→2, s1:1→1 / s2:46→3, s1:1→1 / s2:46→4, s1:1→1 / s2:46→5, s1:46→1 / s2:1→2, s1:46→1 / s2:1→3, s1:46→1 / s2:1→4, s1:46→1 / s2:1→5}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	51	149	0	0	1	0	0	0	1	0	"{s1:1→1 / s2:46→2, s1:46→1 / s2:1→2}"	""	"3 e8+4 f5+8(g2+su(2))"
46	6	51	177	0	0	1	0	0	1	0	0	"{s1:1→1 / s2:46→2, s1:46→1 / s2:1→2}"	""	"3 e8+4 f5+8(g2+su(2))"
46	7	46	225	0	1	0	0	1	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	46	231	0	0	1	1	0	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	46	232	1	0	0	0	1	0	0	0	"s1:46→1"	"s2:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	47	-15	0	0	0	0	1	0	0	1	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	47	100	0	0	0	0	1	0	1	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	47	178	0	0	1	0	0	1	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	47	181	0	0	0	1	1	0	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	47	198	0	1	0	0	0	1	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	47	205	0	0	1	0	1	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	47	205	1	0	0	0	0	1	0	0	"s1:46→1"	"s2:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	47	207	0	0	0	2	0	0	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	48	11	0	0	0	1	0	0	0	1	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	48	126	0	0	0	1	0	0	1	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	48	128	0	0	0	0	1	1	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	48	150	0	0	1	0	0	0	1	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	48	154	0	0	0	1	0	1	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	48	155	0	0	0	0	2	0	0	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	48	170	0	1	0	0	0	0	1	0	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	48	177	1	0	0	0	0	0	1	0	"s1:46→1"	"s2:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	48	181	0	0	0	1	1	0	0	0	"s1:1→1 / s2:46→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	50	177	1	0	0	0	0	0	1	0	"{s1:46→1 / s2:1→1, s1:46→1 / s2:1→2, s1:46→1 / s2:1→2, 46→1, s1:46→1 / s2:1→3, s1:46→1 / s2:1→3, 46→1, s1:46→1 / s2:1→4, 46→1}"	"{s2:2→1, s2:2→1, s2:2→1, s2:2→1, s2:2→1, s2:2→1}"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	51	170	0	1	0	0	0	0	1	0	"{s1:46→1 / s2:1→2, s1:46→1 / s2:1→3, s1:46→1 / s2:1→4, s1:46→1 / s2:1→5}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	51	177	1	0	0	0	0	0	1	0	"{s1:46→1 / s2:1→1, 46→1, s1:46→1 / s2:1→4, s1:46→1 / s2:1→5}"	"{s2:2→1, s2:2→1, s2:2→1}"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	52	35	0	0	1	0	0	0	0	1	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	52	55	0	1	0	0	0	0	0	1	"s1:46→1 / s2:1→1"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	52	62	1	0	0	0	0	0	0	1	"s1:46→1"	"s2:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	52	177	1	0	0	0	0	0	1	0	"s1:46→1 / s2:46→1"	"s2:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	53	62	1	0	0	0	0	0	0	1	"s1:46→1 / s2:1→1"	"s2:2→1"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	54	55	0	1	0	0	0	0	0	1	"{s1:46→1 / s2:1→2, s1:46→1 / s2:1→3, s1:46→1 / s2:1→4, s1:46→1 / s2:1→5}"	""	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	7	54	62	1	0	0	0	0	0	0	1	"{s1:46→1 / s2:1→2, s1:46→1 / s2:1→3, s1:46→1 / s2:1→4, s1:46→1 / s2:1→5}"	"{s2:2→1, s2:2→1, s2:2→1, s2:2→1}"	"3 e8+4 f5+su(3)+7(g2+su(2))"
46	8	46	224	0	1	1	0	0	0	0	0	"s1:1→1 / s2:46→1"	""	"3 e8+5 f5+2 su(3)+6(g2+su(2))"
46	8	46	251	1	1	0	0	0	0	0	0	"{s1:1→1 / s2:46→1, s1:46→1 / s2:1→1}"	"{s2:47→1, s2:47→1}"	"3 e8+5 f5+2 su(3)+6(g2+su(2))"
46	8	47	200	0	1	0	1	0	0	0	0	"s1:1→1 / s2:46→1"	""	"3 e8+5 f5+2 su(3)+6(g2+su(2))"
46	8	48	174	0	1	0	0	1	0	0	0	"s1:1→1 / s2:46→1"	""	"3 e8+5 f5+2 su(3)+6(g2+su(2))"
