"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
9	1	"f5+2(g2+su(2))"	"2 f5+su(3)+3(g2+su(2))"	41	122	1	2	0	1	0	0	0	0
9	1	"f5+2(g2+su(2))"	"2 f5+su(3)+3(g2+su(2))"	45	122	1	2	0	1	0	0	0	0
9	1	"f5+2(g2+su(2))"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	15	129	1	1	0	1	0	0	0	0
9	1	"f5+2(g2+su(2))"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	16	129	1	1	0	1	0	0	0	0
9	1	"f5+2(g2+su(2))"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	22	129	1	1	0	1	0	0	0	0
9	1	"f5+2(g2+su(2))"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	23	129	1	1	0	1	0	0	0	0
9	1	"f5+2(g2+su(2))"	"e6+f5+3(g2+su(2))"	16	104	1	1	0	0	1	0	0	0
9	1	"f5+2(g2+su(2))"	"e6+f5+3(g2+su(2))"	19	104	1	1	0	0	1	0	0	0
9	1	"f5+2(g2+su(2))"	"e6+f5+g2+su(2)+so(7)+2 su(2)"	15	111	1	0	0	0	1	0	0	0
9	1	"f5+2(g2+su(2))"	"e6+f5+g2+su(2)+so(7)+2 su(2)"	17	111	1	0	0	0	1	0	0	0
9	1	"f5+2(g2+su(2))"	"e6+f5+su(3)+2(g2+su(2))"	18	105	0	1	0	0	1	0	0	0
9	1	"f5+2(g2+su(2))"	"e6+f5+su(3)+2(g2+su(2))"	19	105	0	1	0	0	1	0	0	0
9	1	"f5+2(g2+su(2))"	"e6+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	16	103	1	1	0	0	1	0	0	0
9	1	"f5+2(g2+su(2))"	"e6+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	17	103	1	1	0	0	1	0	0	0
9	1	"f5+2(g2+su(2))"	"e7'+f5+3(g2+su(2))"	16	77	1	1	0	0	0	1	0	0
9	1	"f5+2(g2+su(2))"	"e7'+f5+3(g2+su(2))"	18	77	1	1	0	0	0	1	0	0
9	1	"f5+2(g2+su(2))"	"e7+f5+3(g2+su(2))"	17	49	1	1	0	0	0	0	1	0
9	1	"f5+2(g2+su(2))"	"e7+f5+3(g2+su(2))"	18	49	1	1	0	0	0	0	1	0
9	1	"f5+2(g2+su(2))"	"e7'+f5+g2+su(2)+so(7)+2 su(2)"	16	84	1	0	0	0	0	1	0	0
9	1	"f5+2(g2+su(2))"	"e7'+f5+g2+su(2)+so(7)+2 su(2)"	17	84	1	0	0	0	0	1	0	0
9	1	"f5+2(g2+su(2))"	"e7+f5+g2+su(2)+so(7)+2 su(2)"	17	56	1	0	0	0	0	0	1	0
9	1	"f5+2(g2+su(2))"	"e7'+f5+su(3)+2(g2+su(2))"	18	78	0	1	0	0	0	1	0	0
9	1	"f5+2(g2+su(2))"	"e7+f5+su(3)+2(g2+su(2))"	18	50	0	1	0	0	0	0	1	0
9	1	"f5+2(g2+su(2))"	"e7'+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	16	76	1	1	0	0	0	1	0	0
9	1	"f5+2(g2+su(2))"	"e7'+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	17	76	1	1	0	0	0	1	0	0
9	1	"f5+2(g2+su(2))"	"e7+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	17	48	1	1	0	0	0	0	1	0
9	1	"f5+2(g2+su(2))"	"e7+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	18	48	1	1	0	0	0	0	1	0
9	1	"f5+2(g2+su(2))"	"f5+2(g2+su(2))+so(7)+2 su(2)"	13	180	2	1	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2(g2+su(2))+so(7)+2 su(2)"	14	180	2	1	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2 so(8)+g2+su(2)+so(7)+2 su(2)"	15	133	1	0	2	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2 so(8)+g2+su(2)+so(7)+2 su(2)"	20	133	1	0	2	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2 so(8)+g2+su(2)+so(7)+2 su(2)"	28	133	1	0	2	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2 su(3)+2(g2+su(2))"	15	175	0	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2 su(3)+2(g2+su(2))"	16	175	0	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	13	173	1	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	14	173	1	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	15	173	1	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	16	173	1	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	17	173	1	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+3(g2+su(2))"	13	182	1	1	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+g2+su(2)+2(so(7)+2 su(2))"	13	178	3	1	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+g2+su(2)+2(so(7)+2 su(2))"	14	178	3	1	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+g2+su(2)+so(7)+2 su(2)"	14	189	1	0	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+g2+su(2)+so(7)+2 su(2)"	15	189	1	0	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+g2+su(2)+so(7)+2 su(2)"	17	189	1	0	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+2(g2+su(2))+so(7)+2 su(2)"	14	152	2	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+2(g2+su(2))+so(7)+2 su(2)"	18	152	2	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+2(g2+su(2))+so(7)+2 su(2)"	20	152	2	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+2(g2+su(2))+so(7)+2 su(2)"	21	152	2	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+2(g2+su(2))+so(7)+2 su(2)"	23	152	2	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+2 su(3)+g2+su(2)+so(7)+2 su(2)"	18	145	1	2	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+2 su(3)+g2+su(2)+so(7)+2 su(2)"	30	145	1	2	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+2 su(3)+g2+su(2)+so(7)+2 su(2)"	56	145	1	2	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+3(g2+su(2))"	14	154	1	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+3(g2+su(2))"	17	154	1	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+3(g2+su(2))"	19	154	1	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+g2+su(2)+so(7)+2 su(2)"	13	161	1	0	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+g2+su(2)+so(7)+2 su(2)"	14	161	1	0	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+g2+su(2)+so(7)+2 su(2)"	15	161	1	0	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+g2+su(2)+so(7)+2 su(2)"	16	161	1	0	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+g2+su(2)+so(7)+2 su(2)"	17	161	1	0	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+g2+su(2)+so(7)+2 su(2)"	19	161	1	0	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+g2+su(2)+so(7)+2 su(2)"	21	161	1	0	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+su(3)+2(g2+su(2))"	15	155	0	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+su(3)+3(g2+su(2))"	18	146	1	2	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+su(3)+3(g2+su(2))"	24	146	1	2	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+su(3)+g2+su(2)+so(7)+2 su(2)"	14	153	1	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+su(3)+g2+su(2)+so(7)+2 su(2)"	16	153	1	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+su(3)+g2+su(2)+so(7)+2 su(2)"	19	153	1	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+su(3)+g2+su(2)+so(7)+2 su(2)"	20	153	1	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+su(3)+g2+su(2)+so(7)+2 su(2)"	27	153	1	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+so(8)+su(3)+g2+su(2)+so(7)+2 su(2)"	30	153	1	1	1	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+su(3)+3(g2+su(2))"	13	174	1	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+su(3)+3(g2+su(2))"	14	174	1	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+su(3)+3(g2+su(2))"	15	174	1	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+su(3)+3(g2+su(2))"	16	174	1	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+su(3)+3(g2+su(2))"	17	174	1	2	0	0	0	0	0	0
9	1	"f5+2(g2+su(2))"	"f5+su(3)+g2+su(2)+so(7)+2 su(2)"	13	181	1	1	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+2(g2+su(2))+so(7)+2 su(2)"	15	128	2	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+2(g2+su(2))+so(7)+2 su(2)"	18	128	2	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	16	121	1	2	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	17	121	1	2	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	43	121	1	2	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	47	121	1	2	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+2 su(3)+so(7)+2 su(2)"	32	130	0	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+2 su(3)+so(7)+2 su(2)"	33	130	0	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+2 su(3)+so(7)+2 su(2)"	39	130	0	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+2 su(3)+so(7)+2 su(2)"	41	130	0	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+3 su(3)+so(7)+2 su(2)"	34	122	0	2	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+3 su(3)+so(7)+2 su(2)"	40	122	0	2	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+g2+su(2)+so(7)+2 su(2)"	14	137	1	0	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+g2+su(2)+so(7)+2 su(2)"	15	137	1	0	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+g2+su(2)+so(7)+2 su(2)"	20	137	1	0	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+g2+su(2)+so(7)+2 su(2)"	22	137	1	0	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+so(8)+g2+su(2)+so(7)+2 su(2)"	15	109	1	0	1	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+so(8)+g2+su(2)+so(7)+2 su(2)"	16	109	1	0	1	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+so(8)+g2+su(2)+so(7)+2 su(2)"	17	109	1	0	1	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+2(so(7)+2 su(2))"	21	127	2	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+2(so(7)+2 su(2))"	45	127	2	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+2(so(7)+2 su(2))"	47	127	2	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+2(so(7)+2 su(2))"	48	127	2	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	14	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	15	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	16	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	18	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	19	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	22	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	23	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	42	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	44	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	45	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	46	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	48	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	50	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"2 f5+su(3)+g2+su(2)+so(7)+2 su(2)"	81	129	1	1	0	1	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+2(g2+su(2))+so(7)+2 su(2)"	16	102	2	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+2(g2+su(2))+so(7)+2 su(2)"	26	102	2	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+2(g2+su(2))+so(7)+2 su(2)"	30	102	2	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	16	95	1	2	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	19	95	1	2	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+2 su(3)+so(7)+2 su(2)"	18	104	0	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+2 su(3)+so(7)+2 su(2)"	19	104	0	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+3 su(3)+so(7)+2 su(2)"	19	96	0	2	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+g2+su(2)+so(7)+2 su(2)"	15	111	1	0	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+g2+su(2)+so(7)+2 su(2)"	17	111	1	0	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+su(3)+2(so(7)+2 su(2))"	17	101	2	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+su(3)+2(so(7)+2 su(2))"	19	101	2	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	15	103	1	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	16	103	1	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	17	103	1	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	18	103	1	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	19	103	1	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	22	103	1	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e6+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	25	103	1	1	0	0	1	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7'+f5+2(g2+su(2))+so(7)+2 su(2)"	16	75	2	1	0	0	0	1	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7'+f5+2(g2+su(2))+so(7)+2 su(2)"	19	75	2	1	0	0	0	1	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7+f5+2(g2+su(2))+so(7)+2 su(2)"	17	47	2	1	0	0	0	0	1	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7+f5+2(g2+su(2))+so(7)+2 su(2)"	19	47	2	1	0	0	0	0	1	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7'+f5+2 su(3)+so(7)+2 su(2)"	18	77	0	1	0	0	0	1	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7+f5+2 su(3)+so(7)+2 su(2)"	18	49	0	1	0	0	0	0	1	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7'+f5+g2+su(2)+so(7)+2 su(2)"	16	84	1	0	0	0	0	1	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7'+f5+g2+su(2)+so(7)+2 su(2)"	17	84	1	0	0	0	0	1	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7+f5+g2+su(2)+so(7)+2 su(2)"	17	56	1	0	0	0	0	0	1	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7'+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	16	76	1	1	0	0	0	1	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7'+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	17	76	1	1	0	0	0	1	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7'+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	18	76	1	1	0	0	0	1	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7'+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	19	76	1	1	0	0	0	1	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	17	48	1	1	0	0	0	0	1	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	18	48	1	1	0	0	0	0	1	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"e7+f5+su(3)+g2+su(2)+so(7)+2 su(2)"	19	48	1	1	0	0	0	0	1	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2(g2+su(2))+so(7)+2 su(2)"	13	180	2	1	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2(g2+su(2))+so(7)+2 su(2)"	14	180	2	1	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2 so(8)+g2+su(2)+so(7)+2 su(2)"	15	133	1	0	2	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2 so(8)+g2+su(2)+so(7)+2 su(2)"	20	133	1	0	2	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2 so(8)+g2+su(2)+so(7)+2 su(2)"	28	133	1	0	2	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	13	173	1	2	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	14	173	1	2	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	15	173	1	2	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	16	173	1	2	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	17	173	1	2	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	21	173	1	2	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+3 su(3)+so(7)+2 su(2)"	15	174	0	2	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+3 su(3)+so(7)+2 su(2)"	16	174	0	2	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+g2+su(2)+2(so(7)+2 su(2))"	14	178	3	1	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+g2+su(2)+so(7)+2 su(2)"	14	189	1	0	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+g2+su(2)+so(7)+2 su(2)"	15	189	1	0	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+g2+su(2)+so(7)+2 su(2)"	17	189	1	0	0	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+so(8)+2(g2+su(2))+so(7)+2 su(2)"	17	152	2	1	1	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+so(8)+2(g2+su(2))+so(7)+2 su(2)"	20	152	2	1	1	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+so(8)+2(g2+su(2))+so(7)+2 su(2)"	23	152	2	1	1	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+so(8)+2(g2+su(2))+so(7)+2 su(2)"	26	152	2	1	1	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+so(8)+2 su(3)+g2+su(2)+so(7)+2 su(2)"	18	145	1	2	1	0	0	0	0	0
9	2	"f5+su(3)+so(7)+2 su(2)"	"f5+so(8)+2 su(3)+g2+su(2)+so(7)+2 su(2)"	20	145	1	2	1	0	0	0	0	0
