"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
98	16	101	204	1	1	0	0	0	0	0	1
98	16	101	205	0	1	0	0	0	0	0	1
