"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+4 f4+6(g2+su(2))"	35	257	0	0	0	1	0	0	0	0	3
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+4 f4+so(8)+6(g2+su(2))"	35	229	0	0	1	1	0	0	0	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e6+3 f4+6(g2+su(2))"	35	231	0	0	0	0	1	0	0	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e6+3 f4+so(8)+6(g2+su(2))"	36	203	0	0	1	0	1	0	0	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e6+3 f4+su(3)+6(g2+su(2))"	35	223	0	1	0	0	1	0	0	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e6+4 f4+6(g2+su(2))"	37	179	0	0	0	1	1	0	0	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+3 f4+2 su(3)+6(g2+su(2))"	43	160	0	2	0	0	0	0	1	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+3 f4+6(g2+su(2))"	35	204	0	0	0	0	0	1	0	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+3 f4+6(g2+su(2))"	35	176	0	0	0	0	0	0	1	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+3 f4+so(8)+6(g2+su(2))"	37	176	0	0	1	0	0	1	0	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+3 f4+so(8)+6(g2+su(2))"	38	148	0	0	1	0	0	0	1	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+3 f4+so(8)+su(3)+6(g2+su(2))"	44	140	0	1	1	0	0	0	1	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+3 f4+su(3)+6(g2+su(2))"	36	196	0	1	0	0	0	1	0	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+3 f4+su(3)+6(g2+su(2))"	37	168	0	1	0	0	0	0	1	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+4 f4+6(g2+su(2))"	38	152	0	0	0	1	0	1	0	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+4 f4+6(g2+su(2))"	39	124	0	0	0	1	0	0	1	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+e6+3 f4+6(g2+su(2))"	39	126	0	0	0	0	1	1	0	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+e6+3 f4+6(g2+su(2))"	40	98	0	0	0	0	1	0	1	0	2
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+e7'+3 f4+6(g2+su(2))"	41	71	0	0	0	0	0	1	1	0	2
35	2	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+4 f4+so(8)+su(3)+5(g2+su(2))"	35	230	0	0	1	1	0	0	0	0	2
35	2	"2 e8+3 f4+su(3)+5(g2+su(2))"	"2 e8+4 f4+su(3)+5(g2+su(2))"	35	258	0	0	0	1	0	0	0	0	3
