"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+2 e6+3 f4+6(g2+su(2))"	38	153	0	0	0	0	2	0	0	0	"[""s1:35->1 / s2:1->1""]"	"[""""]"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+2 e7'+3 f4+6(g2+su(2))"	40	99	0	0	0	0	0	2	0	0	"[""s1:35->1 / s2:1->1""]"	"[""""]"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+2 e7+3 f4+6(g2+su(2))"	42	43	0	0	0	0	0	0	2	0	"[""s1:35->1 / s2:1->1""]"	"[""""]"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+4 f4+so(8)+6(g2+su(2))"	35	229	0	0	1	1	0	0	0	0	"[""s1:1->1 / s2:35->1"",""s1:35->1 / s2:1->1""]"	"["""",""""]"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+5 f4+6(g2+su(2))"	36	205	0	0	0	2	0	0	0	0	"[""s1:35->1 / s2:1->1""]"	"[""""]"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e6+3 f4+so(8)+6(g2+su(2))"	36	203	0	0	1	0	1	0	0	0	"[""s1:1->1 / s2:35->1"",""s1:35->1 / s2:1->1""]"	"["""",""""]"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e6+3 f4+su(3)+6(g2+su(2))"	35	223	0	1	0	0	1	0	0	0	"[""s1:1->1 / s2:35->1"",""s1:35->1 / s2:1->1""]"	"["""",""""]"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e6+4 f4+6(g2+su(2))"	37	179	0	0	0	1	1	0	0	0	"[""s1:1->1 / s2:35->1"",""s1:35->1 / s2:1->1""]"	"["""",""""]"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+3 f4+so(8)+6(g2+su(2))"	37	176	0	0	1	0	0	1	0	0	"[""s1:1->1 / s2:35->1"",""s1:35->1 / s2:1->1""]"	"["""",""""]"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7+3 f4+so(8)+6(g2+su(2))"	38	148	0	0	1	0	0	0	1	0	"[""s1:1->1 / s2:35->1"",""s1:35->1 / s2:1->1""]"	"["""",""""]"
35	1	"2 e8+3 f4+6(g2+su(2))"	"2 e8+e7'+3 f4+su(3)+6(g2+su(2))"	36	196	0	1	0	0	0	1	0	0	"[""s1:1->1 / s2:35->1"",""s1:35->1 / s2:1->1""]"	"["""",""""]"
