"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
41	1	"3 e8+3 f4+su(3)+5(g2+su(2))"	"3 e8+3 f4+6(g2+su(2))"	48	235	1	0	0	0	0	0	0	0
41	1	"3 e8+3 f4+su(3)+5(g2+su(2))"	"3 e8+3 f4+6(g2+su(2))"	49	235	1	0	0	0	0	0	0	0
41	2	"3 e8+3 f4+su(3)+5(g2+su(2))"	"3 e8+3 f4+6(g2+su(2))"	48	235	1	0	0	0	0	0	0	0
41	2	"3 e8+3 f4+su(3)+5(g2+su(2))"	"3 e8+3 f4+6(g2+su(2))"	49	235	1	0	0	0	0	0	0	0
41	3	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	46	226	1	0	0	0	0	0	0	0
41	3	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	49	174	1	0	0	1	0	0	0	0
41	5	"3 e8+3 f4+su(3)+5(g2+su(2))"	"3 e8+3 f4+6(g2+su(2))"	48	235	1	0	0	0	0	0	0	0
41	5	"3 e8+3 f4+su(3)+5(g2+su(2))"	"3 e8+3 f4+6(g2+su(2))"	49	235	1	0	0	0	0	0	0	0
41	8	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	"3 e8+3 f4+su(3)+7(g2+su(2))"	46	218	1	0	0	0	0	0	0	0
41	8	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	"3 e8+3 f4+su(3)+7(g2+su(2))"	47	218	1	0	0	0	0	0	0	0
41	9	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	46	226	1	0	0	0	0	0	0	0
41	9	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	47	226	1	0	0	0	0	0	0	0
41	10	"3 e8+4 f4+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	49	174	1	1	0	0	0	0	0	0
41	11	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	46	226	1	0	0	0	0	0	0	0
41	11	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	48	226	1	0	0	0	0	0	0	0
41	11	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	49	226	1	0	0	0	0	0	0	0
41	11	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	46	174	1	0	0	1	0	0	0	0
41	11	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	47	174	1	0	0	1	0	0	0	0
41	11	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+su(3)+7(g2+su(2))"	48	166	1	1	0	1	0	0	0	0
41	11	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+e6+3 f4+2 su(3)+6(g2+su(2))"	64	141	0	1	0	0	1	0	0	0
41	11	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+e6+3 f4+2 su(3)+6(g2+su(2))"	71	141	0	1	0	0	1	0	0	0
41	11	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+e6+3 f4+su(3)+7(g2+su(2))"	75	140	1	1	0	0	1	0	0	0
41	11	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+e6+3 f4+su(3)+7(g2+su(2))"	82	140	1	1	0	0	1	0	0	0
41	12	"3 e8+3 f4+7(g2+su(2))"	"3 e8+3 f4+6(g2+su(2))+so(7)+2 su(2)"	46	224	1	0	0	0	0	0	0	0
41	15	"3 e8+3 f4+su(3)+7(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))+so(7)+2 su(2)"	43	215	2	0	0	0	0	0	0	0
41	15	"3 e8+3 f4+su(3)+7(g2+su(2))"	"3 e8+3 f4+8(g2+su(2))"	46	217	1	0	0	0	0	0	0	0
41	16	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	46	226	1	0	0	0	0	0	0	0
41	16	"3 e8+3 f4+su(3)+6(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))"	47	226	1	0	0	0	0	0	0	0
41	18	"2 e8+e7+3 f4+6(g2+su(2))+so(7)+2 su(2)"	"3 e8+e7+3 f4+2 su(3)+6(g2+su(2))+so(7)+2 su(2)"	50	75	0	2	0	0	0	0	0	1
41	18	"2 e8+e7+3 f4+6(g2+su(2))+so(7)+2 su(2)"	"3 e8+e7+3 f4+6(g2+su(2))+2(so(7)+2 su(2))"	50	80	2	1	0	0	0	0	0	1
41	18	"2 e8+e7+3 f4+6(g2+su(2))+so(7)+2 su(2)"	"3 e8+e7+3 f4+7(g2+su(2))+so(7)+2 su(2)"	50	82	1	1	0	0	0	0	0	1
41	18	"2 e8+e7+3 f4+6(g2+su(2))+so(7)+2 su(2)"	"3 e8+e7+3 f4+su(3)+6(g2+su(2))+so(7)+2 su(2)"	50	83	0	1	0	0	0	0	0	1
41	18	"2 e8+e7+3 f4+6(g2+su(2))+so(7)+2 su(2)"	"3 e8+e7+3 f4+su(3)+7(g2+su(2))+so(7)+2 su(2)"	50	74	1	2	0	0	0	0	0	1
41	20	"3 e8+3 f4+su(3)+5(g2+su(2))"	"3 e8+3 f4+6(g2+su(2))"	48	235	1	0	0	0	0	0	0	0
41	20	"3 e8+3 f4+su(3)+5(g2+su(2))"	"3 e8+3 f4+6(g2+su(2))"	49	235	1	0	0	0	0	0	0	0
41	21	"3 e8+4 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+7(g2+su(2))"	45	174	1	0	0	0	0	0	0	0
41	21	"3 e8+4 f4+su(3)+6(g2+su(2))"	"3 e8+4 f4+su(3)+7(g2+su(2))"	46	166	1	1	0	0	0	0	0	0
41	23	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	"3 e8+3 f4+su(3)+7(g2+su(2))"	46	218	1	0	0	0	0	0	0	0
41	23	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	"3 e8+3 f4+su(3)+7(g2+su(2))"	47	218	1	0	0	0	0	0	0	0
41	23	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	"3 e8+3 f4+su(3)+7(g2+su(2))"	48	218	1	0	0	0	0	0	0	0
41	23	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	"3 e8+3 f4+su(3)+7(g2+su(2))"	49	218	1	0	0	0	0	0	0	0
41	23	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	"3 e8+4 f4+8(g2+su(2))"	46	165	2	0	0	1	0	0	0	0
41	23	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	"3 e8+4 f4+8(g2+su(2))"	47	165	2	0	0	1	0	0	0	0
41	23	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	"3 e8+4 f4+su(3)+7(g2+su(2))"	46	166	1	0	0	1	0	0	0	0
41	23	"3 e8+3 f4+2 su(3)+6(g2+su(2))"	"3 e8+e6+3 f4+su(3)+7(g2+su(2))"	47	140	1	0	0	0	1	0	0	0
41	24	"3 e8+3 f4+su(3)+7(g2+su(2))"	"3 e8+3 f4+8(g2+su(2))"	47	217	1	0	0	0	0	0	0	0
41	24	"3 e8+3 f4+su(3)+7(g2+su(2))"	"3 e8+3 f4+su(3)+6(g2+su(2))+so(7)+2 su(2)"	46	216	1	0	0	0	0	0	0	0
41	25	"3 e8+3 f4+8(g2+su(2))"	"3 e8+3 f4+7(g2+su(2))+so(7)+2 su(2)"	46	215	1	0	0	0	0	0	0	0
