"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
129	2	130	267	1	1	0	0	0	0	0	1	3
129	2	130	268	0	1	0	0	0	0	0	1	2
129	4	130	267	1	0	0	0	0	0	0	1	3
