"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
97	9	99	233	0	1	1	0	0	0	0	1	"{s1:1→1 / s2:97→1 / s3:97→1, s1:1→1 / s2:97→1 / s3:97→2, s1:1→1 / s2:97→1 / s3:97→3, s1:97→1 / s2:1→1 / s3:1→1, s1:97→1 / s2:1→1 / s3:1→2, s1:97→1 / s2:1→1 / s3:1→3}"	""
97	9	99	253	0	2	0	0	0	0	0	1	"{s1:1→1 / s2:97→1 / s3:97→1, s1:1→1 / s2:97→1 / s3:97→2, s1:1→1 / s2:97→1 / s3:97→3, s1:1→1 / s2:97→1 / s3:97→4, s1:1→1 / s2:97→1 / s3:97→5, s1:1→1 / s2:97→2 / s3:97→2, s1:1→1 / s2:97→2 / s3:97→3, s1:1→1 / s2:97→2 / s3:97→4, s1:1→1 / s2:97→3 / s3:97→3, s1:97→1 / s2:1→1 / s3:1→1, s1:97→1 / s2:1→1 / s3:1→2, s1:97→1 / s2:1→1 / s3:1→3, s1:97→1 / s2:1→1 / s3:1→4, s1:97→1 / s2:1→1 / s3:1→5, s1:97→1 / s2:1→2 / s3:1→2, s1:97→1 / s2:1→2 / s3:1→3, s1:97→1 / s2:1→2 / s3:1→4, s1:97→1 / s2:1→3 / s3:1→3}"	""
97	9	99	260	1	1	0	0	0	0	0	1	"{s1:1→1 / s2:97→1 / s3:97→1, s1:1→1 / s2:97→1 / s3:97→2, s1:1→1 / s2:97→1 / s3:97→3, s1:1→1 / s2:97→1 / s3:97→4, s1:1→1 / s2:97→1 / s3:97→5, s1:1→1 / s2:97→2 / s3:97→1, s1:1→1 / s2:97→2 / s3:97→2, s1:1→1 / s2:97→2 / s3:97→3, s1:1→1 / s2:97→2 / s3:97→4, s1:1→1 / s2:97→2 / s3:97→5, s1:1→1 / s2:97→3 / s3:97→1, s1:1→1 / s2:97→3 / s3:97→2, s1:1→1 / s2:97→3 / s3:97→3, s1:1→1 / s2:97→3 / s3:97→4, s1:1→1 / s2:97→4 / s3:97→1, s1:97→1 / s2:1→1 / s3:1→1, s1:97→1 / s2:1→1 / s3:1→2, s1:97→1 / s2:1→1 / s3:1→3, s1:97→1 / s2:1→1 / s3:1→4, s1:97→1 / s2:1→1 / s3:1→5, s1:97→1 / s2:1→2 / s3:1→1, s1:97→1 / s2:1→2 / s3:1→2, s1:97→1 / s2:1→2 / s3:1→3, s1:97→1 / s2:1→2 / s3:1→4, s1:97→1 / s2:1→2 / s3:1→5, s1:97→1 / s2:1→3 / s3:1→1, s1:97→1 / s2:1→3 / s3:1→2, s1:97→1 / s2:1→3 / s3:1→3, s1:97→1 / s2:1→3 / s3:1→4, s1:97→1 / s2:1→4 / s3:1→1}"	"{s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1, s3:99→1}"
97	9	100	209	0	1	0	1	0	0	0	1	"{s1:1→1 / s2:97→1 / s3:97→1, s1:97→1 / s2:1→1 / s3:1→1}"	""
97	9	100	213	0	0	2	0	0	0	0	1	"{s1:1→1 / s2:97→1 / s3:97→1, s1:97→1 / s2:1→1 / s3:1→1}"	""
97	9	101	183	0	1	0	0	1	0	0	1	"{s1:1→1 / s2:97→1 / s3:97→1, s1:97→1 / s2:1→1 / s3:1→1}"	""
97	11	101	176	0	2	0	0	0	0	0	1	"s1:97→1 / s2:2→1 / s3:1→1"	""
97	15	99	225	0	2	1	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	""
97	15	99	232	1	1	1	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	"s3:99→1"
97	15	99	245	0	3	0	0	0	0	0	0	"{s1:1→1 / s2:1→1 / s3:1→1, s1:1→1 / s2:1→1 / s3:1→2, s1:1→1 / s2:1→1 / s3:1→3}"	""
