"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
107	1	107	273	0	1	0	0	0	0	1	0	"{s1:107→1, s1:107→1}"	"{s2:1→1, s2:4→1}"
107	2	107	223	0	0	0	0	0	0	2	0	"s1:107→1 / s2:1→1"	""
107	2	107	251	0	0	0	0	0	1	1	0	"{s1:107→1 / s2:1→1, s1:1→1 / s2:107→1}"	""
107	3	107	164	0	0	0	0	1	0	0	1	"s1:107→1 / s2:1→1"	""
107	3	107	190	0	0	0	1	0	0	0	1	"s1:107→1 / s2:1→1"	""
107	3	107	214	0	0	1	0	0	0	0	1	"s1:107→1 / s2:1→1"	""
107	3	107	234	0	1	0	0	0	0	0	1	"s1:107→1 / s2:1→1"	""
107	3	107	241	1	0	0	0	0	0	0	1	"s1:107→1"	"s2:2→1"
107	10	110	206	0	1	0	0	0	0	0	1	"s1:1→1 / s2:106→1"	""
107	10	110	213	1	0	0	0	0	0	0	1	"{s1:1→1, s1:1→1 / s2:106→1}"	"{s2:105→1, s2:105→1}"
