"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"	"LST gauge algebra"
107	3	107	242	0	0	0	0	0	0	0	1	"s1:107→1"	""	"8 e8+9 f5+su(3)+17(g2+su(2))"
107	10	107	214	0	0	0	0	0	0	0	1	"s1:1→1"	""	"8 e8+9 f5+so(8)+su(3)+17(g2+su(2))"
