"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
101	8	"7 e8+e7+8 f5+16(g2+su(2))+so(7)+2 su(2)"	101	251	0	0	0	0	0	1	1	0	2
101	11	"7 e8+e7+e6+8 f5+su(3)+15(g2+su(2))+so(7)+2 su(2)"	101	271	0	1	0	0	0	0	1	0	2
