"TH"	"index"	"LST gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
101	8	"7 e8+e7+8 f5+16(g2+su(2))+so(7)+2 su(2)"	101	108	0	0	0	0	0	0	1	1	"s1:1→1 / s2:101→1"	""
101	8	"7 e8+e7+8 f5+16(g2+su(2))+so(7)+2 su(2)"	101	136	0	0	0	0	0	1	0	1	"s1:1→1 / s2:101→1"	""
101	8	"7 e8+e7+8 f5+16(g2+su(2))+so(7)+2 su(2)"	101	163	0	0	0	0	1	0	0	1	"s1:1→1 / s2:101→1"	""
101	8	"7 e8+e7+8 f5+16(g2+su(2))+so(7)+2 su(2)"	101	189	0	0	0	1	0	0	0	1	"s1:1→1 / s2:101→1"	""
101	8	"7 e8+e7+8 f5+16(g2+su(2))+so(7)+2 su(2)"	101	213	0	0	1	0	0	0	0	1	"s1:1→1 / s2:101→1"	""
101	8	"7 e8+e7+8 f5+16(g2+su(2))+so(7)+2 su(2)"	101	223	0	0	0	0	0	0	2	0	"s1:101→1 / s2:1→1"	""
101	8	"7 e8+e7+8 f5+16(g2+su(2))+so(7)+2 su(2)"	101	233	0	1	0	0	0	0	0	1	"s1:1→1 / s2:101→1"	""
101	8	"7 e8+e7+8 f5+16(g2+su(2))+so(7)+2 su(2)"	101	251	0	0	0	0	0	1	1	0	"{s1:101→1 / s2:1→1, s1:1→1 / s2:101→1}"	""
101	11	"7 e8+e7+e6+8 f5+su(3)+15(g2+su(2))+so(7)+2 su(2)"	101	271	0	1	0	0	0	0	1	0	"{s1:101→1 / s2:1→1, s1:101→1 / s2:2→1}"	""
101	14	"7 e8+e7+e6+8 f5+su(3)+15(g2+su(2))+so(7)+2 su(2)"	101	270	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:101→1"
101	15	"7 e8+e7+e6+8 f5+16(g2+su(2))+so(7)+2 su(2)"	102	270	0	1	0	0	0	0	1	0	"s1:1→1 / s2:100→1"	""
101	18	"7 e8+e7+e6+8 f5+16(g2+su(2))+so(7)+2 su(2)"	101	270	0	1	0	0	0	0	1	0	"s1:101→1 / s2:1→1"	""
