"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
73	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+2 e7'+6 f5+12(g2+su(2))"	73	247	0	0	0	0	0	2	0	0	"s1:73→1 / s2:1→1"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+2 e7+6 f5+12(g2+su(2))"	73	191	0	0	0	0	0	0	2	0	"s1:73→1 / s2:1→1"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7+e6+6 f5+12(g2+su(2))"	73	246	0	0	0	0	1	0	1	0	"{s1:1→1 / s2:73→1, s1:73→1 / s2:1→1}"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7+e7'+6 f5+12(g2+su(2))"	73	219	0	0	0	0	0	1	1	0	"{s1:1→1 / s2:73→1, s1:73→1 / s2:1→1}"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+so(8)+12(g2+su(2))"	75	181	0	0	1	0	0	0	0	1	"{s1:1→1 / s2:73→1, s1:73→1 / s2:1→1}"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+so(8)+12(g2+su(2))"	77	181	0	0	1	0	0	0	0	1	"{s1:1→1 / s2:73→2, s1:73→1 / s2:1→2}"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+su(3)+12(g2+su(2))"	74	201	0	1	0	0	0	0	0	1	"{s1:1→1 / s2:73→1, s1:73→1 / s2:1→1}"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+7 f5+12(g2+su(2))"	76	157	0	0	0	1	0	0	0	1	"{s1:1→1 / s2:73→1, s1:73→1 / s2:1→1}"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+e6+6 f5+12(g2+su(2))"	76	131	0	0	0	0	1	0	0	1	"{s1:1→1 / s2:73→1, s1:73→1 / s2:1→1}"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+e7'+6 f5+12(g2+su(2))"	74	104	0	0	0	0	0	1	0	1	"{s1:1→1 / s2:73→1, s1:73→1 / s2:1→1}"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+e7+6 f5+12(g2+su(2))"	74	76	0	0	0	0	0	0	1	1	"{s1:1→1 / s2:73→1, s1:73→1 / s2:1→1}"	""
73	1	"5 e8+6 f5+12(g2+su(2))"	"7 e8+6 f5+12(g2+su(2))"	74	-39	0	0	0	0	0	0	0	2	"s1:73→1 / s2:1→1"	""
73	8	"5 e8+e7+6 f5+su(3)+11(g2+su(2))"	"5 e8+e7+7 f5+12(g2+su(2))"	73	272	1	0	0	1	0	0	0	0	"s1:1→1 / s2:70→1, 72→1"	"s2:2→1"
73	8	"5 e8+e7+6 f5+su(3)+11(g2+su(2))"	"5 e8+e7+e6+6 f5+su(3)+12(g2+su(2))"	73	238	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:73→1"
73	12	"5 e8+e6+6 f5+su(3)+11(g2+su(2))"	"5 e8+e7+e6+6 f5+2 su(3)+11(g2+su(2))"	73	239	0	1	0	0	0	0	1	0	"{s1:73→1 / s2:1→1, s1:73→1 / s2:2→1}"	""
73	12	"5 e8+e6+6 f5+su(3)+11(g2+su(2))"	"6 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	75	124	0	1	0	0	0	0	0	1	"{s1:73→1 / s2:1→1, s1:73→1 / s2:2→1}"	""
73	12	"5 e8+e6+6 f5+su(3)+11(g2+su(2))"	"6 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	79	124	0	1	0	0	0	0	0	1	"s1:73→1 / s2:1→1, 2→1"	""
73	15	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+3 su(3)+11(g2+su(2))"	76	194	0	2	0	0	0	0	0	0	"{s1:73→1 / s2:73→1, s1:73→1 / s2:73→2, s1:73→1 / s2:73→3}"	""
73	15	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+so(8)+12(g2+su(2))"	77	181	1	0	1	0	0	0	0	0	"{s1:73→1, s1:73→1 / s2:73→1}"	"{s2:72→1, s2:72→1}"
73	15	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+so(8)+2 su(3)+11(g2+su(2))"	77	174	0	1	1	0	0	0	0	0	"s1:73→1 / s2:73→1"	""
73	15	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+7 f5+12(g2+su(2))"	78	157	1	0	0	1	0	0	0	0	"s1:73→1"	"s2:72→1"
73	17	"5 e8+e6+6 f5+su(3)+11(g2+su(2))"	"5 e8+e7+e6+6 f5+su(3)+12(g2+su(2))"	73	238	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:73→1"
73	17	"5 e8+e6+6 f5+su(3)+11(g2+su(2))"	"6 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	79	124	0	1	0	0	0	0	0	1	"s1:1→1 / s2:72→1"	""
73	17	"5 e8+e6+6 f5+su(3)+11(g2+su(2))"	"6 e8+e6+6 f5+su(3)+12(g2+su(2))"	75	123	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:73→1"
73	18	"5 e8+e6+6 f5+12(g2+su(2))"	"5 e8+e7+e6+6 f5+su(3)+12(g2+su(2))"	73	238	0	1	0	0	0	0	1	0	"s1:1→1 / s2:73→1"	""
73	18	"5 e8+e6+6 f5+12(g2+su(2))"	"6 e8+e6+6 f5+su(3)+12(g2+su(2))"	75	123	0	1	0	0	0	0	0	1	"s1:1→1 / s2:73→1"	""
73	19	"5 e8+e6+6 f5+12(g2+su(2))"	"6 e8+e6+6 f5+su(3)+12(g2+su(2))"	79	123	0	1	0	0	0	0	0	1	"s1:1→1 / s2:72→1"	""
73	20	"5 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	"5 e8+2 e6+7 f5+2 su(3)+11(g2+su(2))"	73	242	0	0	0	1	1	0	0	0	"{s1:1→1 / s2:73→1, s1:73→1 / s2:1→1}"	""
73	20	"5 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	"5 e8+3 e6+6 f5+2 su(3)+11(g2+su(2))"	73	216	0	0	0	0	2	0	0	0	"s1:73→1 / s2:1→1"	""
73	20	"5 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	"5 e8+e7'+2 e6+6 f5+2 su(3)+11(g2+su(2))"	73	189	0	0	0	0	1	1	0	0	"s1:1→1 / s2:73→1"	""
73	20	"5 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	"5 e8+e7+2 e6+6 f5+2 su(3)+11(g2+su(2))"	73	161	0	0	0	0	1	0	1	0	"s1:1→1 / s2:73→1"	""
73	20	"5 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	"5 e8+e7+e6+6 f5+3 su(3)+11(g2+su(2))"	73	231	0	1	0	0	0	0	1	0	"s1:1→1 / s2:73→1"	""
73	20	"5 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	"5 e8+e7'+e6+6 f5+so(8)+2 su(3)+11(g2+su(2))"	73	239	0	0	1	0	0	1	0	0	"s1:1→1 / s2:73→1"	""
73	20	"5 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	"5 e8+e7+e6+6 f5+so(8)+2 su(3)+11(g2+su(2))"	73	211	0	0	1	0	0	0	1	0	"s1:1→1 / s2:73→1"	""
73	20	"5 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	"5 e8+e7'+e6+7 f5+2 su(3)+11(g2+su(2))"	73	215	0	0	0	1	0	1	0	0	"s1:1→1 / s2:73→1"	""
73	20	"5 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	"5 e8+e7+e6+7 f5+2 su(3)+11(g2+su(2))"	73	187	0	0	0	1	0	0	1	0	"s1:1→1 / s2:73→1"	""
73	21	"5 e8+e7'+6 f5+12(g2+su(2))"	"5 e8+2 e7'+6 f5+13(g2+su(2))"	73	238	0	1	0	0	0	1	0	0	"s1:1→1"	"s2:73→1"
73	21	"5 e8+e7'+6 f5+12(g2+su(2))"	"5 e8+e7+e7'+6 f5+13(g2+su(2))"	73	210	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:73→1"
73	23	"5 e8+e7+6 f5+su(3)+11(g2+su(2))"	"5 e8+e7+7 f5+12(g2+su(2))"	73	272	1	0	0	1	0	0	0	0	"s1:1→1 / s2:71→1"	"s2:2→1"
73	23	"5 e8+e7+6 f5+su(3)+11(g2+su(2))"	"5 e8+e7+e6+6 f5+su(3)+12(g2+su(2))"	73	238	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:73→1"
73	24	"5 e8+e7+6 f5+su(3)+11(g2+su(2))"	"5 e8+e7+e6+6 f5+su(3)+12(g2+su(2))"	73	238	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:73→1"
73	29	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+3 su(3)+11(g2+su(2))"	76	194	0	2	0	0	0	0	0	0	"{s1:73→1 / s2:73→1, s1:73→1 / s2:73→2, s1:73→1 / s2:73→3}"	""
73	29	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+so(8)+12(g2+su(2))"	77	181	1	0	1	0	0	0	0	0	"{s1:73→1, s1:73→1 / s2:73→1}"	"{s2:72→1, s2:72→1}"
73	29	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+so(8)+2 su(3)+11(g2+su(2))"	77	174	0	1	1	0	0	0	0	0	"s1:73→1 / s2:73→1"	""
73	29	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+7 f5+12(g2+su(2))"	78	157	1	0	0	1	0	0	0	0	"s1:73→1"	"s2:72→1"
73	31	"5 e8+e6+7 f5+3 su(3)+10(g2+su(2))"	"5 e8+2 e6+7 f5+4 su(3)+10(g2+su(2))"	73	235	0	1	0	0	1	0	0	0	"s1:1→1 / s2:73→1"	""
73	39	"11 e7+12(so(7)+2 su(2))"	"13 e7+12(so(7)+2 su(2))"	73	256	0	0	0	0	0	0	2	0	"s1:73→1 / s2:1→1"	""
