"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
73	1	75	181	0	0	1	0	0	0	0	1	"s1:1→1 / s2:73→1"	""
73	1	75	201	0	1	0	0	0	0	0	1	"s1:1→1 / s2:73→1"	""
73	1	75	219	0	0	0	0	0	1	1	0	"s1:1→1 / s2:73→1"	""
73	1	75	246	0	0	0	0	1	0	1	0	"s1:1→1 / s2:73→1"	""
73	1	75	247	0	0	0	0	0	2	0	0	"s1:73→1 / s2:1→1"	""
73	1	76	157	0	0	0	1	0	0	0	1	"s1:1→1 / s2:73→1"	""
73	1	76	181	0	0	1	0	0	0	0	1	"s1:73→1 / s2:1→1"	""
73	1	76	191	0	0	0	0	0	0	2	0	"s1:73→1 / s2:1→1"	""
73	1	77	131	0	0	0	0	1	0	0	1	"s1:1→1 / s2:73→1"	""
73	1	77	157	0	0	0	1	0	0	0	1	"s1:73→1 / s2:1→1"	""
73	1	79	76	0	0	0	0	0	0	1	1	"s1:1→1 / s2:73→1"	""
73	1	79	104	0	0	0	0	0	1	0	1	"s1:1→1 / s2:73→1"	""
73	1	84	-39	0	0	0	0	0	0	0	2	"s1:73→1 / s2:1→1"	""
73	2	77	261	0	2	0	0	0	0	0	0	""	"s1:4→1 / s2:1→1"
73	3	78	261	0	2	0	0	0	0	0	0	""	"s1:4→1 / s2:1→1"
73	5	77	261	0	2	0	0	0	0	0	0	""	"s1:4→1 / s2:1→1"
73	5	78	261	0	2	0	0	0	0	0	0	""	"s1:73→1 / s2:67→1"
73	8	75	272	1	0	0	1	0	0	0	0	"{s1:1→1 / s2:70→1, s1:1→1 / s2:70→1, 72→1, s1:1→1 / s2:72→1}"	"{s2:2→1, s2:2→1, s2:2→1}"
73	8	76	238	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:73→1"
73	8	80	272	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:2→1"
73	12	75	239	0	1	0	0	0	0	1	0	"s1:73→1 / s2:1→1"	""
73	12	78	124	0	1	0	0	0	0	0	1	"s1:73→1 / s2:1→1"	""
73	12	79	124	0	1	0	0	0	0	0	1	"s1:73→1 / s2:1→1, 2→1"	""
73	14	75	272	1	0	0	1	0	0	0	0	"{s1:73→1 / s2:1→1, 2→1, s1:73→1 / s2:2→1}"	"{s2:72→1, s2:72→1}"
73	14	79	272	1	0	0	1	0	0	0	0	"s1:73→1"	"s2:72→1"
73	15	77	201	1	1	0	0	0	0	0	0	"s1:73→1"	"s2:72→1"
73	15	79	181	1	0	1	0	0	0	0	0	"s1:73→1"	"s2:72→1"
73	15	80	157	1	0	0	1	0	0	0	0	"s1:73→1"	"s2:72→1"
73	15	80	194	0	2	0	0	0	0	0	0	"s1:73→1 / s2:73→1"	""
73	15	80	201	1	1	0	0	0	0	0	0	"{s1:73→1 / s2:73→1, s1:73→1 / s2:73→1, s1:73→1 / s2:73→2}"	"{s2:72→1, s2:74→1, s2:72→1}"
73	15	81	174	0	1	1	0	0	0	0	0	"s1:73→1 / s2:73→1"	""
73	15	81	181	1	0	1	0	0	0	0	0	"s1:73→1 / s2:73→1"	"s2:72→1"
73	15	81	201	1	1	0	0	0	0	0	0	"{s1:73→1 / s2:73→2, s1:73→1 / s2:73→3, s1:73→1 / s2:73→4, s1:73→1 / s2:73→5, s1:73→2, s1:73→2 / s2:73→1, s1:73→2 / s2:73→2, s1:73→2 / s2:73→3, s1:73→2 / s2:73→4}"	"{s2:74→1, s2:72→1, s2:72→1, s2:72→1, s2:72→1, s2:72→1, s2:72→1, s2:72→1, s2:72→1}"
73	15	82	194	0	2	0	0	0	0	0	0	"{s1:73→1 / s2:73→2, s1:73→1 / s2:73→3}"	""
73	15	82	201	1	1	0	0	0	0	0	0	"{s1:73→1 / s2:73→3, s1:73→1 / s2:73→4, s1:73→1 / s2:73→5, s1:73→2 / s2:73→1, s1:73→3, s1:73→3 / s2:73→1, s1:73→4}"	"{s2:74→1, s2:74→1, s2:74→1, s2:74→1, s2:72→1, s2:72→1, s2:72→1}"
73	15	83	201	1	1	0	0	0	0	0	0	"s1:73→5"	"s2:72→1"
73	17	75	238	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:73→1"
73	17	78	123	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:73→1"
73	17	79	124	0	1	0	0	0	0	0	1	"s1:1→1 / s2:72→1"	""
73	18	77	123	0	1	0	0	0	0	0	1	"s1:1→1 / s2:73→1"	""
73	18	77	238	0	1	0	0	0	0	1	0	"s1:1→1 / s2:73→1"	""
73	19	79	123	0	1	0	0	0	0	0	1	"s1:1→1 / s2:72→1"	""
73	20	75	187	0	0	0	1	0	0	1	0	"s1:1→1 / s2:73→1"	""
73	20	75	211	0	0	1	0	0	0	1	0	"s1:1→1 / s2:73→1"	""
73	20	75	215	0	0	0	1	0	1	0	0	"s1:1→1 / s2:73→1"	""
73	20	75	216	0	0	0	0	2	0	0	0	"s1:73→1 / s2:1→1"	""
73	20	76	161	0	0	0	0	1	0	1	0	"s1:1→1 / s2:73→1"	""
73	20	76	189	0	0	0	0	1	1	0	0	"s1:1→1 / s2:73→1"	""
73	20	76	242	0	0	0	1	1	0	0	0	"{s1:1→1 / s2:73→1, s1:73→1 / s2:1→1}"	""
73	20	78	231	0	1	0	0	0	0	1	0	"s1:1→1 / s2:73→1"	""
73	20	78	239	0	0	1	0	0	1	0	0	"s1:1→1 / s2:73→1"	""
73	21	75	210	0	1	0	0	0	0	1	0	"s1:1→1"	"s2:73→1"
73	21	76	238	0	1	0	0	0	1	0	0	"s1:1→1"	"s2:73→1"
73	23	75	238	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:73→1"
73	23	75	272	1	0	0	1	0	0	0	0	"s1:1→1 / s2:71→1"	"s2:2→1"
73	23	79	272	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:2→1"
73	24	75	272	1	0	0	1	0	0	0	0	"s1:1→1 / s2:72→1"	"s2:2→1"
73	24	76	238	0	1	0	0	1	0	0	0	"s1:1→1"	"s2:73→1"
73	24	80	272	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:2→1"
