"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
73	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7+e6+6 f5+12(g2+su(2))"	73	246	0	0	0	0	1	0	1	0	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"5 e8+e7+e7'+6 f5+12(g2+su(2))"	73	219	0	0	0	0	0	1	1	0	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+12(g2+su(2))"	73	209	0	0	0	0	0	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+2 so(8)+12(g2+su(2))"	78	153	0	0	2	0	0	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+2 su(3)+12(g2+su(2))"	76	193	0	2	0	0	0	0	0	1	18
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+2 su(3)+13(g2+su(2))"	77	184	1	3	0	0	0	0	0	1	6
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+3 su(3)+12(g2+su(2))"	77	185	0	3	0	0	0	0	0	1	6
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+4 su(3)+12(g2+su(2))"	77	177	0	4	0	0	0	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+so(8)+12(g2+su(2))"	75	181	0	0	1	0	0	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+so(8)+12(g2+su(2))"	77	181	0	0	1	0	0	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+so(8)+13(g2+su(2))"	77	172	1	1	1	0	0	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+so(8)+2 su(3)+12(g2+su(2))"	77	165	0	2	1	0	0	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+so(8)+su(3)+12(g2+su(2))"	77	173	0	1	1	0	0	0	0	1	6
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+su(3)+12(g2+su(2))"	74	201	0	1	0	0	0	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+6 f5+su(3)+13(g2+su(2))"	76	192	1	2	0	0	0	0	0	1	32
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+7 f5+12(g2+su(2))"	76	157	0	0	0	1	0	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+7 f5+su(3)+12(g2+su(2))"	78	149	0	1	0	1	0	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+e6+6 f5+12(g2+su(2))"	76	131	0	0	0	0	1	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+e6+6 f5+su(3)+12(g2+su(2))"	79	123	0	1	0	0	1	0	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+e7'+6 f5+12(g2+su(2))"	74	104	0	0	0	0	0	1	0	1	2
73	1	"5 e8+6 f5+12(g2+su(2))"	"6 e8+e7+6 f5+12(g2+su(2))"	74	76	0	0	0	0	0	0	1	1	2
73	2	"6 e8+5 f5+10(g2+su(2))"	"6 e8+5 f5+11(g2+su(2))"	73	270	0	1	0	0	0	0	0	0	2
73	3	"6 e8+5 f5+10(g2+su(2))"	"6 e8+5 f5+11(g2+su(2))"	73	270	0	1	0	0	0	0	0	0	2
73	5	"6 e8+5 f5+10(g2+su(2))"	"6 e8+5 f5+11(g2+su(2))"	73	270	0	1	0	0	0	0	0	0	4
73	9	"6 e8+5 f5+10(g2+su(2))"	"6 e8+5 f5+11(g2+su(2))"	73	270	0	1	0	0	0	0	0	0	2
73	12	"5 e8+e6+6 f5+su(3)+11(g2+su(2))"	"5 e8+e7+e6+6 f5+2 su(3)+11(g2+su(2))"	73	239	0	1	0	0	0	0	1	0	2
73	12	"5 e8+e6+6 f5+su(3)+11(g2+su(2))"	"6 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	75	124	0	1	0	0	0	0	0	1	2
73	15	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+2 su(3)+12(g2+su(2))"	76	193	1	2	0	0	0	0	0	0	5
73	15	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+3 su(3)+11(g2+su(2))"	76	194	0	2	0	0	0	0	0	0	3
73	15	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+so(8)+12(g2+su(2))"	77	181	1	0	1	0	0	0	0	0	2
73	20	"5 e8+e6+6 f5+2 su(3)+11(g2+su(2))"	"5 e8+2 e6+7 f5+2 su(3)+11(g2+su(2))"	73	242	0	0	0	1	1	0	0	0	2
73	29	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+2 su(3)+12(g2+su(2))"	76	193	1	2	0	0	0	0	0	0	5
73	29	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+3 su(3)+11(g2+su(2))"	76	194	0	2	0	0	0	0	0	0	3
73	29	"6 e8+6 f5+su(3)+11(g2+su(2))"	"6 e8+6 f5+so(8)+12(g2+su(2))"	77	181	1	0	1	0	0	0	0	0	2
73	42	"10 e7+e6+f5+2(g2+su(2))+10(so(7)+2 su(2))"	""	74	273	0	1	0	0	0	0	0	1	3
