"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
5	1	"2 su(3)"	"2 f4+2(g2+su(2))"	14	23	2	0	0	2	0	0	0	0
5	1	"2 su(3)"	"2 f4+su(3)+g2+su(2)"	14	24	1	0	0	2	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))"	11	127	2	0	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))"	12	127	2	0	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))"	13	127	2	0	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))"	14	127	2	0	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))"	15	127	2	0	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))"	16	127	2	0	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))"	17	127	2	0	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))"	18	127	2	0	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	11	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	12	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	13	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	14	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	15	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	16	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	17	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	18	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	19	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	20	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	21	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	23	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	27	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	29	116	4	1	0	0	0	0	0	0
5	1	"2 su(3)"	"2(g2+su(2))+so(7)+2 su(2)"	32	116	4	1	0	0	0	0	0	0
