"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
37	13	"3 e8+2 f5+6(g2+su(2))"	"3 e8+2 f5+7(g2+su(2))"	43	162	1	1	0	0	0	0	0	0
37	13	"3 e8+2 f5+6(g2+su(2))"	"3 e8+2 f5+su(3)+6(g2+su(2))"	42	163	0	1	0	0	0	0	0	0
37	14	"2 e8+e7+3 f5+su(3)+6(g2+su(2))"	"2 e8+e7+3 f5+7(g2+su(2))"	42	225	1	0	0	0	0	0	0	0
37	14	"2 e8+e7+3 f5+su(3)+6(g2+su(2))"	"2 e8+e7+3 f5+su(3)+5(g2+su(2))+so(7)+2 su(2)"	43	224	1	0	0	0	0	0	0	0
37	14	"2 e8+e7+3 f5+su(3)+6(g2+su(2))"	"2 e8+e7+4 f5+7(g2+su(2))"	42	173	1	0	0	1	0	0	0	0
37	15	"3 e8+2 f5+5(g2+su(2))"	"3 e8+2 f5+6(g2+su(2))"	43	171	1	1	0	0	0	0	0	0
37	15	"3 e8+2 f5+5(g2+su(2))"	"3 e8+2 f5+su(3)+5(g2+su(2))"	43	172	0	1	0	0	0	0	0	0
37	16	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+3 f5+5(g2+su(2))+so(7)+2 su(2)"	42	232	1	0	0	0	0	0	0	0
37	16	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+3 f5+5(g2+su(2))+so(7)+2 su(2)"	43	232	1	0	0	0	0	0	0	0
37	19	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	"2 e8+e7+3 f5+6(g2+su(2))"	42	234	1	0	0	0	0	0	0	0
37	19	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	"2 e8+e7+3 f5+6(g2+su(2))"	43	234	1	0	0	0	0	0	0	0
37	21	"3 e8+2 f5+su(3)+5(g2+su(2))"	"3 e8+2 f5+6(g2+su(2))"	42	171	1	0	0	0	0	0	0	0
37	29	"2 e8+e6+3 f5+2 su(3)+5(g2+su(2))"	"2 e8+e7+e6+3 f5+2 su(3)+6(g2+su(2))"	44	140	1	1	0	0	0	0	1	0
37	29	"2 e8+e6+3 f5+2 su(3)+5(g2+su(2))"	"2 e8+e7+e6+3 f5+3 su(3)+5(g2+su(2))"	44	141	0	1	0	0	0	0	1	0
37	32	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	"2 e8+e7+3 f5+6(g2+su(2))"	43	234	1	0	0	0	0	0	0	0
37	33	"2 e8+e7+3 f5+su(3)+5(g2+su(2))"	"2 e8+e7+3 f5+6(g2+su(2))"	42	234	1	0	0	0	0	0	0	0
37	34	"2 e8+e7'+4 f5+su(3)+5(g2+su(2))"	"2 e8+e7'+4 f5+6(g2+su(2))"	42	210	1	0	0	0	0	0	0	0
37	36	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+3 f5+5(g2+su(2))+so(7)+2 su(2)"	42	232	1	0	0	0	0	0	0	0
37	36	"2 e8+e7+3 f5+6(g2+su(2))"	"2 e8+e7+3 f5+5(g2+su(2))+so(7)+2 su(2)"	43	232	1	0	0	0	0	0	0	0
37	39	"3 e8+2 f5+su(3)+5(g2+su(2))"	"3 e8+2 f5+6(g2+su(2))"	42	171	1	0	0	0	0	0	0	0
37	40	"2 e8+e7+4 f5+6(g2+su(2))"	"2 e8+e7+4 f5+7(g2+su(2))"	42	173	1	1	0	0	0	0	0	0
37	41	"2 e8+e6+4 f5+3 su(3)+4(g2+su(2))"	"2 e8+2 e6+4 f5+2 su(3)+5(g2+su(2))"	42	152	1	0	0	0	1	0	0	0
37	41	"2 e8+e6+4 f5+3 su(3)+4(g2+su(2))"	"2 e8+e6+4 f5+2 su(3)+5(g2+su(2))"	42	230	1	0	0	0	0	0	0	0
37	43	"2 e8+e7+3 f5+7(g2+su(2))"	"2 e8+e7+3 f5+6(g2+su(2))+so(7)+2 su(2)"	42	223	1	0	0	0	0	0	0	0
37	43	"2 e8+e7+3 f5+7(g2+su(2))"	"2 e8+e7+3 f5+6(g2+su(2))+so(7)+2 su(2)"	43	223	1	0	0	0	0	0	0	0
37	44	"2 e8+e7'+4 f5+su(3)+5(g2+su(2))"	"2 e8+e7'+4 f5+6(g2+su(2))"	42	210	1	0	0	0	0	0	0	0
37	46	"2 e8+e7'+4 f5+su(3)+5(g2+su(2))"	"2 e8+e7'+4 f5+6(g2+su(2))"	42	210	1	0	0	0	0	0	0	0
37	61	"2 e8+e7+e7'+2 f5+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+e7'+2 f5+6(g2+su(2))+so(7)+2 su(2)"	42	170	1	1	0	0	0	0	0	0
37	61	"2 e8+e7+e7'+2 f5+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+e7'+2 f5+6(g2+su(2))+so(7)+2 su(2)"	43	170	1	1	0	0	0	0	0	0
37	61	"2 e8+e7+e7'+2 f5+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+e7'+2 f5+su(3)+5(g2+su(2))+so(7)+2 su(2)"	43	171	0	1	0	0	0	0	0	0
37	83	"4 e7+2 f5+su(3)+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+2 f5+2 su(3)+3(g2+su(2))+3(so(7)+2 su(2))"	44	113	0	1	0	0	0	0	0	1
37	83	"4 e7+2 f5+su(3)+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+2 f5+4(g2+su(2))+3(so(7)+2 su(2))"	43	120	1	0	0	0	0	0	0	1
37	83	"4 e7+2 f5+su(3)+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+2 f5+5(g2+su(2))+3(so(7)+2 su(2))"	44	111	2	1	0	0	0	0	0	1
37	83	"4 e7+2 f5+su(3)+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+2 f5+su(3)+4(g2+su(2))+3(so(7)+2 su(2))"	44	112	1	1	0	0	0	0	0	1
37	87	"2 e8+2 e6+3 f5+3 su(3)+4(g2+su(2))"	"2 e8+2 e6+3 f5+2 su(3)+5(g2+su(2))"	42	204	1	0	0	0	0	0	0	0
37	87	"2 e8+2 e6+3 f5+3 su(3)+4(g2+su(2))"	"2 e8+2 e6+3 f5+so(8)+2 su(3)+5(g2+su(2))"	41	176	1	0	1	0	0	0	0	0
37	87	"2 e8+2 e6+3 f5+3 su(3)+4(g2+su(2))"	"2 e8+2 e6+3 f5+so(8)+2 su(3)+5(g2+su(2))"	42	176	1	0	1	0	0	0	0	0
37	87	"2 e8+2 e6+3 f5+3 su(3)+4(g2+su(2))"	"2 e8+2 e6+4 f5+2 su(3)+5(g2+su(2))"	42	152	1	0	0	1	0	0	0	0
37	88	"2 e8+e7+e7'+2 f5+su(3)+5(g2+su(2))+so(7)+2 su(2)"	"2 e8+e7+e7'+2 f5+6(g2+su(2))+so(7)+2 su(2)"	42	170	1	0	0	0	0	0	0	0
37	110	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+2(g2+su(2))+4(so(7)+2 su(2))"	42	179	1	0	0	0	0	0	0	0
37	110	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+4(g2+su(2))+3(so(7)+2 su(2))"	42	172	1	1	0	0	0	0	0	0
37	110	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+su(3)+2(g2+su(2))+4(so(7)+2 su(2))"	42	171	1	1	0	0	0	0	0	0
37	110	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+su(3)+3(g2+su(2))+3(so(7)+2 su(2))"	42	173	0	1	0	0	0	0	0	0
37	120	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+2(g2+su(2))+4(so(7)+2 su(2))"	42	179	1	0	0	0	0	0	0	0
37	120	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+3(g2+su(2))+4(so(7)+2 su(2))"	42	170	1	1	0	0	0	0	0	0
37	120	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+4(g2+su(2))+3(so(7)+2 su(2))"	42	172	1	1	0	0	0	0	0	0
37	120	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+5(g2+su(2))+3(so(7)+2 su(2))"	42	163	1	2	0	0	0	0	0	0
37	120	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+su(3)+2(g2+su(2))+4(so(7)+2 su(2))"	42	171	1	1	0	0	0	0	0	0
37	120	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+su(3)+3(g2+su(2))+3(so(7)+2 su(2))"	42	173	0	1	0	0	0	0	0	0
37	120	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+su(3)+3(g2+su(2))+4(so(7)+2 su(2))"	42	162	1	2	0	0	0	0	0	0
37	120	"e8+4 e7+f5+3(g2+su(2))+3(so(7)+2 su(2))"	"e8+4 e7+f5+su(3)+4(g2+su(2))+3(so(7)+2 su(2))"	42	164	0	2	0	0	0	0	0	0
37	124	"2 e8+e7+2 f5+2 so(8)+6(g2+su(2))"	"2 e8+e7+2 f5+2 so(8)+5(g2+su(2))+so(7)+2 su(2)"	42	228	1	0	0	0	0	0	0	0
37	124	"2 e8+e7+2 f5+2 so(8)+6(g2+su(2))"	"2 e8+e7+2 f5+2 so(8)+5(g2+su(2))+so(7)+2 su(2)"	43	228	1	0	0	0	0	0	0	0
37	124	"2 e8+e7+2 f5+2 so(8)+6(g2+su(2))"	"2 e8+e7+2 f5+3 so(8)+7(g2+su(2))"	40	193	1	1	1	0	0	0	0	0
37	124	"2 e8+e7+2 f5+2 so(8)+6(g2+su(2))"	"2 e8+e7+2 f5+3 so(8)+su(3)+5(g2+su(2))+so(7)+2 su(2)"	40	192	1	1	1	0	0	0	0	0
37	133	"5 e7+so(8)+g2+su(2)+5(so(7)+2 su(2))"	"6 e7+so(8)+6(so(7)+2 su(2))"	41	181	1	0	0	0	0	0	1	0
37	133	"5 e7+so(8)+g2+su(2)+5(so(7)+2 su(2))"	"6 e7+so(8)+su(3)+6(so(7)+2 su(2))"	41	173	1	1	0	0	0	0	1	0
37	133	"5 e7+so(8)+g2+su(2)+5(so(7)+2 su(2))"	"6 e7+so(8)+su(3)+6(so(7)+2 su(2))"	43	173	1	1	0	0	0	0	1	0
37	142	"6 e6+2 f5+8 su(3)+g2+su(2)"	"e8+6 e6+2 f5+7 su(3)+3(g2+su(2))"	45	170	2	1	0	0	0	0	0	1
37	142	"6 e6+2 f5+8 su(3)+g2+su(2)"	"e8+6 e6+2 f5+8 su(3)+2(g2+su(2))"	43	171	1	1	0	0	0	0	0	1
37	142	"6 e6+2 f5+8 su(3)+g2+su(2)"	"e8+6 e6+2 f5+8 su(3)+2(g2+su(2))"	44	171	1	1	0	0	0	0	0	1
37	142	"6 e6+2 f5+8 su(3)+g2+su(2)"	"e8+6 e6+2 f5+8 su(3)+2(g2+su(2))"	45	171	1	1	0	0	0	0	0	1
37	142	"6 e6+2 f5+8 su(3)+g2+su(2)"	"e8+6 e6+2 f5+9 su(3)+g2+su(2)"	44	172	0	1	0	0	0	0	0	1
