count_in_group	gram_bibj_pattern	ID	gauge_group	vertices	num_AB	delta	delta_28n	T_min	n_pos_bibj	n_neg_bibj	gram_b0bi	gram_bibj	hyper_strings	hypers
[[-2, 1, 0, 0], [ 1,-2, 1, 0], [ 0, 1,-2, 2], [ 0, 0, 2,-4]]	clq-(0,4)-(0,4)-n109-8d5a76fb	SU(8) x SU(16) x SU(24) x SO(32)	vtx-A07-65-n2-0,vtx-A15-257-n2-0,vtx-A23-577-n2-0,vtx-D16-272-n4-n2	0,4	-109	3	4	0	4	[ 0, 0, 0,-2]	[[-2, 1, 0, 0], [ 1,-2, 1, 0], [ 0, 1,-2, 2], [ 0, 0, 2,-4]]	(1,2) : 1 x (irr-A7-8, irr-A15-16),(2,3) : 1 x (irr-A15-16, irr-A23-24),(3,4) : 1 x (irr-A23-24, irr-D16-32)	(1, 2):[[1, ['irr-A7-8', 'irr-A15-16']]]; (2, 3):[[1, ['irr-A15-16', 'irr-A23-24']]]; (3, 4):[[1, ['irr-A23-24', 'irr-D16-32']]]
[[-2, 1, 0, 0], [ 1,-2, 1, 0], [ 0, 1,-2, 2], [ 0, 0, 2,-4]]	clq-(0,4)-(0,4)-n108-c0fb5395	SU(9) x SU(17) x SU(25) x SO(33)	vtx-A08-82-n2-0,vtx-A16-290-n2-0,vtx-A24-626-n2-0,vtx-B16-297-n4-n2	0,4	-108	4	4	0	4	[ 0, 0, 0,-2]	[[-2, 1, 0, 0], [ 1,-2, 1, 0], [ 0, 1,-2, 2], [ 0, 0, 2,-4]]	(1) : 1 x (irr-A8-9),(1,2) : 1 x (irr-A8-9, irr-A16-17),(2,3) : 1 x (irr-A16-17, irr-A24-25),(3,4) : 1 x (irr-A24-25, irr-B16-33)	(1, 2):[[1, ['irr-A8-9', 'irr-A16-17']]]; (1,):[[1, ['irr-A8-9']]]; (2, 3):[[1, ['irr-A16-17', 'irr-A24-25']]]; (3, 4):[[1, ['irr-A24-25', 'irr-B16-33']]]
