"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
64	5	"5 e8+5 f4+su(3)+9(g2+su(2))"	"5 e8+5 f4+10(g2+su(2))"	69	266	1	0	0	0	0	0	0	0
64	8	"5 e8+5 f4+su(3)+9(g2+su(2))"	"5 e8+5 f4+10(g2+su(2))"	69	266	1	0	0	0	0	0	0	0
64	10	"5 e8+5 f4+su(3)+9(g2+su(2))"	"5 e8+5 f4+10(g2+su(2))"	69	266	1	0	0	0	0	0	0	0
64	14	"5 e8+5 f4+su(3)+9(g2+su(2))"	"5 e8+5 f4+10(g2+su(2))"	69	266	1	0	0	0	0	0	0	0
64	15	"4 e8+e7+5 f4+11(g2+su(2))"	"5 e8+e7+5 f4+10(g2+su(2))+so(7)+2 su(2)"	71	122	1	0	0	0	0	0	0	1
64	15	"4 e8+e7+5 f4+11(g2+su(2))"	"5 e8+e7+5 f4+10(g2+su(2))+so(7)+2 su(2)"	72	122	1	0	0	0	0	0	0	1
64	15	"4 e8+e7+5 f4+11(g2+su(2))"	"5 e8+e7+5 f4+12(g2+su(2))"	73	115	1	1	0	0	0	0	0	1
64	15	"4 e8+e7+5 f4+11(g2+su(2))"	"5 e8+e7+5 f4+su(3)+10(g2+su(2))+so(7)+2 su(2)"	72	114	1	1	0	0	0	0	0	1
64	15	"4 e8+e7+5 f4+11(g2+su(2))"	"5 e8+e7+5 f4+su(3)+11(g2+su(2))"	73	116	0	1	0	0	0	0	0	1
64	42	"5 e8+4 f4+so(8)+2 su(3)+10(g2+su(2))"	"5 e8+4 f4+so(8)+su(3)+11(g2+su(2))"	69	273	1	0	0	0	0	0	0	0
64	42	"5 e8+4 f4+so(8)+2 su(3)+10(g2+su(2))"	"5 e8+4 f4+so(8)+su(3)+11(g2+su(2))"	70	273	1	0	0	0	0	0	0	0
64	53	"5 e8+4 f4+so(8)+su(3)+11(g2+su(2))"	"5 e8+4 f4+so(8)+12(g2+su(2))"	69	272	1	0	0	0	0	0	0	0
