"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
64	15	70	106	1	2	0	0	0	0	0	1	"s1:1→1 / s2:64→1 / s3:64→1"	"s4:63→1"
64	15	70	113	2	1	0	0	0	0	0	1	"{s1:1→1 / s2:64→1 / s3:64→1, s1:1→1 / s2:64→1 / s3:64→2}"	"{s3:66→1 / s4:63→1, s3:66→1 / s4:63→1}"
64	15	78	249	1	2	0	0	0	1	0	0	"s1:1→1 / s2:64→1 / s3:64→1"	"s4:63→1"
64	15	80	256	2	1	0	0	0	1	0	0	"s1:1→1 / s2:64→1 / s3:64→1"	"s3:66→1 / s4:63→1"
64	15	81	256	2	1	0	0	0	1	0	0	"s1:1→1 / s2:64→1 / s3:64→2"	"s3:66→1 / s4:63→1"
64	16	69	268	0	3	0	0	1	0	0	0	"s1:64→1 / s2:1→1 / s3:1→1 / s4:1→1"	""
64	16	83	268	0	3	0	0	1	0	0	0	"s1:1→1 / s2:64→1 / s3:64→1 / s4:64→1"	""
64	31	150	269	1	3	0	0	0	0	0	0	"{s1:64→1 / s2:64→1 / s3:1→1, s1:64→1 / s2:64→1 / s3:2→1}"	"{s4:63→1, s4:63→1}"
64	39	130	263	0	4	0	0	0	0	0	0	"s1:64→1 / s2:64→1 / s3:64→1"	"s4:1→1"
64	39	130	270	1	3	0	0	0	0	0	0	"{s1:64→1 / s2:64→1 / s4:64→1, s1:64→1 / s2:64→1 / s4:64→1}"	"{s3:1→1 / s4:65→1, s3:1→1 / s4:66→1}"
64	44	145	268	1	3	0	0	0	0	0	0	"s2:1→1 / s3:1→1"	"s1:64→1 / s4:2→1"
64	46	134	268	1	3	0	0	0	0	0	0	"s1:64→1 / s2:64→1 / s3:1→1"	"s4:63→1"
64	50	114	263	0	4	0	0	0	0	0	0	"s1:64→1 / s2:64→1 / s3:64→1"	"s4:1→1"
64	50	114	270	1	3	0	0	0	0	0	0	"{s1:64→1 / s2:64→1 / s4:64→1, s1:64→1 / s2:64→1 / s4:64→1}"	"{s3:1→1 / s4:65→1, s3:1→1 / s4:66→1}"
64	51	123	263	0	4	0	0	0	0	0	0	"s1:64→1 / s2:64→1 / s3:64→1"	"s4:1→1"
64	51	123	270	1	3	0	0	0	0	0	0	"{s1:64→1 / s2:64→1 / s4:64→1, s1:64→1 / s2:64→1 / s4:64→1}"	"{s3:1→1 / s4:65→1, s3:1→1 / s4:66→1}"
