"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
64	1	68	259	0	2	0	0	0	0	0	0	"s1:2→1 / s2:1→1"	""
64	1	69	266	1	1	0	0	0	0	0	0	"s1:2→1 / s2:1→1"	"s2:65→1"
64	1	70	266	1	1	0	0	0	0	0	0	"s1:1→1 / s2:2→1"	"s2:65→1"
64	1	71	266	1	1	0	0	0	0	0	0	"s1:2→1 / s2:1→2"	"s2:65→1"
64	1	72	266	1	1	0	0	0	0	0	0	"{s1:2→1 / s2:1→3, s1:2→1 / s2:1→4, s1:2→1 / s2:1→5}"	"{s2:65→1, s2:65→1, s2:65→1}"
64	2	68	259	0	2	0	0	0	0	0	0	"s1:2→1 / s2:1→1"	""
64	2	70	266	1	1	0	0	0	0	0	0	"s1:2→1 / s2:1→1"	"s2:65→1"
64	2	71	266	1	1	0	0	0	0	0	0	"s1:2→1 / s2:1→2"	"s2:65→1"
64	2	72	266	1	1	0	0	0	0	0	0	"{s1:2→1 / s2:1→3, s1:2→1 / s2:1→4, s1:2→1 / s2:1→5}"	"{s2:65→1, s2:65→1, s2:65→1}"
64	5	66	249	0	2	0	0	0	0	0	0	"s2:61→1"	"s1:4→1 / s2:1→1"
64	5	66	257	1	1	0	0	0	0	0	0	"s1:61→1"	"s1:4→1 / s2:64→1"
64	5	68	249	0	2	0	0	0	0	0	0	""	"s1:4→1 / s2:1→1"
64	5	69	258	1	1	0	0	0	0	0	0	"s1:61→1"	"s2:64→1"
64	6	66	257	0	2	0	0	0	0	0	0	"{s1:64→1 / s2:62→1, s2:64→1}"	"{s1:4→1 / s2:1→1, s1:4→1 / s2:1→1}"
64	6	66	258	0	2	0	0	0	0	0	0	"s1:64→1 / s2:62→1"	"s2:4→1"
64	6	68	257	0	2	0	0	0	0	0	0	""	"s1:4→1 / s2:1→1"
64	6	69	259	0	2	0	0	0	0	0	0	"s1:64→1 / s2:62→1"	""
64	6	69	266	1	1	0	0	0	0	0	0	"s1:62→1 / s2:64→1"	"s2:65→1"
64	6	70	266	1	1	0	0	0	0	0	0	"s1:64→1 / s2:62→1"	"s2:65→1"
64	6	71	266	1	1	0	0	0	0	0	0	"s1:64→1 / s2:62→2"	"s2:65→1"
64	6	72	266	1	1	0	0	0	0	0	0	"{s1:64→1 / s2:62→3, s1:64→1 / s2:62→4, s1:64→1 / s2:62→5}"	"{s2:65→1, s2:65→1, s2:65→1}"
64	7	68	257	0	2	0	0	0	0	0	0	""	"s1:4→1 / s2:1→1"
64	8	69	258	1	1	0	0	0	0	0	0	"s1:61→1"	"s2:64→1"
64	9	69	248	0	2	0	0	0	0	0	0	""	"s1:4→1 / s2:1→1"
64	10	69	258	1	1	0	0	0	0	0	0	"s1:61→1"	"s2:64→1"
64	11	68	259	0	2	0	0	0	0	0	0	"s1:2→1 / s2:1→1"	""
64	11	70	266	1	1	0	0	0	0	0	0	"s1:2→1 / s2:1→1"	"s2:65→1"
64	11	71	266	1	1	0	0	0	0	0	0	"s1:2→1 / s2:1→2"	"s2:65→1"
64	11	72	266	1	1	0	0	0	0	0	0	"{s1:2→1 / s2:1→3, s1:2→1 / s2:1→4, s1:2→1 / s2:1→5}"	"{s2:65→1, s2:65→1, s2:65→1}"
64	12	70	250	0	2	0	0	0	0	0	0	"s1:64→1 / s2:64→1"	""
64	12	71	230	0	1	1	0	0	0	0	0	"s1:64→1 / s2:64→1"	""
64	12	71	257	1	1	0	0	0	0	0	0	"s1:64→1 / s2:64→1"	"s2:65→1"
64	12	72	206	0	1	0	1	0	0	0	0	"s1:64→1 / s2:64→1"	""
64	12	72	210	0	0	2	0	0	0	0	0	"s1:64→1 / s2:64→1"	""
64	12	73	230	0	1	1	0	0	0	0	0	"s1:64→1 / s2:64→2"	""
64	12	73	250	0	2	0	0	0	0	0	0	"{s1:64→1 / s2:64→2, s1:64→1 / s2:64→3, s1:64→1 / s2:64→4, s1:64→1 / s2:64→5, s1:64→2 / s2:64→2, s1:64→2 / s2:64→3, s1:64→2 / s2:64→4, s1:64→3 / s2:64→3}"	""
