"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
87	1	"7 e8+6 f5+14(g2+su(2))"	"7 e8+8 f5+14(g2+su(2))"	87	245	0	0	0	2	0	0	0	0	"s1:87→1 / s2:1→1"	""
87	3	"6 e8+e7+7 f5+14(g2+su(2))"	"7 e8+e7+7 f5+15(g2+su(2))"	87	155	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:87→1"
87	17	"6 e8+e7+7 f5+14(g2+su(2))"	"7 e8+e7+7 f5+15(g2+su(2))"	87	155	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:87→1"
87	17	"6 e8+e7+7 f5+14(g2+su(2))"	"7 e8+e7+7 f5+15(g2+su(2))"	92	155	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:86→1"
87	18	"6 e8+e7+7 f5+14(g2+su(2))"	"7 e8+e7+7 f5+15(g2+su(2))"	87	155	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:87→1"
87	19	"6 e8+e7+7 f5+15(g2+su(2))"	"6 e8+2 e7+7 f5+so(8)+15(g2+su(2))"	87	242	0	0	1	0	0	0	1	0	"s1:1→1 / s2:87→1"	""
87	19	"6 e8+e7+7 f5+15(g2+su(2))"	"6 e8+2 e7+8 f5+15(g2+su(2))"	87	218	0	0	0	1	0	0	1	0	"s1:1→1 / s2:87→1"	""
87	19	"6 e8+e7+7 f5+15(g2+su(2))"	"6 e8+e7+e7'+8 f5+15(g2+su(2))"	87	246	0	0	0	1	0	1	0	0	"s1:1→1 / s2:87→1"	""
87	20	"6 e8+e7+7 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	"6 e8+2 e7+7 f5+so(8)+su(3)+13(g2+su(2))+so(7)+2 su(2)"	87	241	0	0	1	0	0	0	1	0	"s1:87→1 / s2:1→1"	""
87	20	"6 e8+e7+7 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	"6 e8+2 e7+8 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	87	217	0	0	0	1	0	0	1	0	"s1:87→1 / s2:1→1"	""
87	20	"6 e8+e7+7 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	"6 e8+2 e7+e6+7 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	87	191	0	0	0	0	1	0	1	0	"s1:87→1 / s2:1→1"	""
87	20	"6 e8+e7+7 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	"6 e8+e7+2 e6+7 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	87	246	0	0	0	0	2	0	0	0	"s1:87→1 / s2:1→1"	""
87	20	"6 e8+e7+7 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	"6 e8+e7+e7'+8 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	87	245	0	0	0	1	0	1	0	0	"s1:87→1 / s2:1→1"	""
87	20	"6 e8+e7+7 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	"6 e8+e7+e7'+e6+7 f5+su(3)+13(g2+su(2))+so(7)+2 su(2)"	87	219	0	0	0	0	1	1	0	0	"s1:87→1 / s2:1→1"	""
87	39	"12 e7+2 f5+4(g2+su(2))+11(so(7)+2 su(2))"	"2 e8+12 e7+2 f5+4(g2+su(2))+11(so(7)+2 su(2))"	87	170	0	0	0	0	0	0	0	2	"s1:87→1 / s2:1→1"	""
87	42	"6 e8+2 e6+7 f5+4 su(3)+12(g2+su(2))"	"6 e8+3 e6+8 f5+4 su(3)+12(g2+su(2))"	87	245	0	0	0	1	1	0	0	0	"{s1:1→1 / s2:87→1, s1:87→1 / s2:1→1}"	""
87	42	"6 e8+2 e6+7 f5+4 su(3)+12(g2+su(2))"	"6 e8+4 e6+7 f5+4 su(3)+12(g2+su(2))"	87	219	0	0	0	0	2	0	0	0	"s1:87→1 / s2:1→1"	""
87	51	"6 e8+e7'+e6+7 f5+2 su(3)+13(g2+su(2))"	""	88	268	0	1	0	0	1	0	0	0	"s1:87→1"	"s2:1→1"
