"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
59	2	65	105	1	2	0	0	0	0	0	1	"{s1:59→1 / s2:1→1 / s3:1→1, s1:59→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:59→1 / s2:1→1 / s3:1→2}"	"{s4:2→1, s4:2→1, s4:2→1}"
59	2	65	111	2	1	0	0	0	0	0	1	"{s1:59→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:59→1 / s2:1→1 / s3:1→1 / s4:1→2}"	"{s3:61→1 / s4:61→1, s3:61→1 / s4:61→1}"
59	2	65	112	2	1	0	0	0	0	0	1	"{s1:59→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:59→1 / s2:1→1 / s4:1→1, s1:59→1 / s2:1→1 / s4:1→2, s1:59→1 / s2:1→1 / s4:1→3, s1:59→1 / s2:1→1 / s4:1→4, s1:59→1 / s2:1→1 / s4:1→5}"	"{s3:61→1 / s4:2→1, s3:2→1 / s4:61→1, s3:2→1 / s4:61→1, s3:2→1 / s4:61→1, s3:2→1 / s4:61→1, s3:2→1 / s4:61→1}"
59	2	66	98	0	3	0	0	0	0	0	1	"s1:59→1 / s2:1→1 / s3:1→1 / s4:1→1"	""
59	2	66	105	1	2	0	0	0	0	0	1	"{s1:59→1 / s2:1→1 / s3:1→1 / s4:1→1, s1:59→1 / s2:1→1 / s3:1→1 / s4:1→1}"	"{s4:61→1, s4:62→1}"
59	2	191	268	0	3	0	0	1	0	0	0	"s1:59→1 / s2:1→1 / s3:1→1 / s4:1→1"	""
59	11	185	261	0	4	0	0	0	0	0	0	"{s1:59→1 / s2:59→1 / s3:59→1, s1:59→1 / s2:59→1 / s4:59→1}"	"{s3:4→1 / s4:1→1, s3:4→1 / s4:1→1}"
59	12	187	260	1	3	0	0	0	0	0	0	"s1:1→1 / s2:1→1 / s3:1→1"	"s4:59→1"
59	12	187	267	2	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1 / s4:1→1, s1:1→1 / s2:1→1 / s4:1→1}"	"{s3:59→1 / s4:60→1, s3:59→1 / s4:61→1}"
59	12	187	273	3	1	0	0	0	0	0	0	"s1:1→1 / s3:1→1 / s4:1→1"	"s2:59→1 / s3:60→1 / s4:60→1"
59	12	188	273	3	1	0	0	0	0	0	0	"s1:1→1 / s3:1→1 / s4:1→2"	"s2:59→1 / s3:60→1 / s4:60→1"
59	63	185	230	2	1	0	0	0	0	0	1	"s1:59→1 / s2:1→1 / s3:1→1, 6→1 / s4:1→3"	"s3:61→1 / s4:61→1"
59	81	186	270	2	2	0	0	0	0	0	0	"s1:59→1 / s2:1→1 / s3:59→3 / s4:59→4"	"s3:61→1 / s4:61→1"
59	81	187	257	0	4	0	0	0	0	0	0	"s1:59→1 / s2:59→1 / s3:59→1 / s4:1→1"	""
59	81	187	264	1	3	0	0	0	0	0	0	"{s1:59→1 / s2:59→1 / s3:1→1 / s4:59→1, s1:59→1 / s2:59→1 / s3:1→1 / s4:59→1, s1:59→1 / s2:59→1 / s3:1→1 / s4:59→4}"	"{s4:60→1, s4:61→1, s4:62→1}"
59	81	187	270	2	2	0	0	0	0	0	0	"s1:59→1 / s2:1→1 / s3:59→1 / s4:59→1"	"s3:60→1 / s4:60→1"
59	81	188	270	2	2	0	0	0	0	0	0	"s1:59→1 / s2:1→1 / s3:59→1 / s4:59→2"	"s3:60→1 / s4:60→1"
59	81	189	264	1	3	0	0	0	0	0	0	"s1:59→1 / s2:59→1 / s3:1→1 / s4:59→3"	"s4:62→1"
59	81	189	270	2	2	0	0	0	0	0	0	"s1:59→1 / s2:1→1 / s3:59→2 / s4:59→3"	"s3:61→1 / s4:61→1"
59	81	189	271	2	2	0	0	0	0	0	0	"{s1:59→1 / s2:1→1 / s3:59→1 / s4:1→1, 59→2, s1:59→1 / s2:1→1 / s3:59→1 / s4:1→1, 59→4}"	"{s3:61→1 / s4:60→1, s3:61→1 / s4:60→1}"
59	81	193	271	2	2	0	0	0	0	0	0	"s1:59→1 / s2:1→1 / s3:59→1 / s4:59→5"	"s3:60→1 / s4:61→1"
