"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
14	1	"2 f5+su(3)+2(g2+su(2))"	"e6+3 f5+3(g2+su(2))"	20	145	1	0	0	1	1	0	0	0	4
14	1	"2 f5+su(3)+2(g2+su(2))"	"e6+3 f5+su(3)+2(g2+su(2))"	17	146	0	0	0	1	1	0	0	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+2 su(3)+2(g2+su(2))"	16	163	0	1	0	0	0	1	0	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+2(g2+su(2))"	17	135	0	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+2(g2+su(2))"	22	135	0	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+2(g2+su(2))"	32	135	0	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+2 su(3)+3(g2+su(2))"	22	154	1	2	0	0	0	1	0	0	5
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+3(g2+su(2))"	20	126	1	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+3(g2+su(2))"	21	126	1	2	0	0	0	0	1	0	4
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+3(g2+su(2))"	25	126	1	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+3(g2+su(2))"	28	126	1	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+3(g2+su(2))"	29	126	1	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+3(g2+su(2))"	30	126	1	2	0	0	0	0	1	0	3
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+3(g2+su(2))"	32	126	1	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2 su(3)+3(g2+su(2))"	34	126	1	2	0	0	0	0	1	0	3
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+3(g2+su(2))"	18	170	1	0	0	0	0	1	0	0	11
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+3(g2+su(2))"	19	170	1	0	0	0	0	1	0	0	3
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+3(g2+su(2))"	21	170	1	0	0	0	0	1	0	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+3(g2+su(2))"	19	142	1	0	0	0	0	0	1	0	12
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+3(g2+su(2))"	20	142	1	0	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+3(g2+su(2))"	22	142	1	0	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+3 su(3)+2(g2+su(2))"	22	155	0	2	0	0	0	1	0	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+3 su(3)+2(g2+su(2))"	20	127	0	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+3 su(3)+2(g2+su(2))"	25	127	0	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+3 su(3)+2(g2+su(2))"	28	127	0	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+3 su(3)+2(g2+su(2))"	30	127	0	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+3 su(3)+2(g2+su(2))"	32	127	0	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+3 su(3)+2(g2+su(2))"	33	127	0	2	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+4 su(3)+2(g2+su(2))"	23	119	0	3	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+so(8)+2 su(3)+2(g2+su(2))"	23	135	0	1	1	0	0	1	0	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+so(8)+2 su(3)+2(g2+su(2))"	21	107	0	1	1	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+so(8)+3(g2+su(2))"	19	142	1	0	1	0	0	1	0	0	5
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+so(8)+3(g2+su(2))"	20	142	1	0	1	0	0	1	0	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+so(8)+3(g2+su(2))"	20	114	1	0	1	0	0	0	1	0	6
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+so(8)+su(3)+2(g2+su(2))"	17	143	0	0	1	0	0	1	0	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+so(8)+su(3)+2(g2+su(2))"	18	115	0	0	1	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+so(8)+su(3)+2(g2+su(2))"	23	115	0	0	1	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+su(3)+2(g2+su(2))"	14	171	0	0	0	0	0	1	0	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+2(g2+su(2))"	14	143	0	0	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	32	132	2	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	33	132	2	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	34	132	2	1	0	0	0	0	1	0	4
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	35	132	2	1	0	0	0	0	1	0	8
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	37	132	2	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+su(3)+3(g2+su(2))"	18	162	1	1	0	0	0	1	0	0	7
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+2 f5+su(3)+3(g2+su(2))"	19	162	1	1	0	0	0	1	0	0	8
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	19	134	1	1	0	0	0	0	1	0	11
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	20	134	1	1	0	0	0	0	1	0	6
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	22	134	1	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	23	134	1	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	27	134	1	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	28	134	1	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	30	134	1	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	32	134	1	1	0	0	0	0	1	0	5
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	33	134	1	1	0	0	0	0	1	0	3
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	34	134	1	1	0	0	0	0	1	0	4
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	35	134	1	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+su(3)+3(g2+su(2))"	37	134	1	1	0	0	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+3 f5+su(3)+2(g2+su(2))"	18	119	0	0	0	1	0	1	0	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+3 f5+su(3)+2(g2+su(2))"	19	91	0	0	0	1	0	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7'+e6+2 f5+su(3)+2(g2+su(2))"	19	93	0	0	0	0	1	1	0	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+e6+2 f5+su(3)+2(g2+su(2))"	20	65	0	0	0	0	1	0	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e7+e7'+2 f5+su(3)+2(g2+su(2))"	21	38	0	0	0	0	0	1	1	0	2
14	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+2 su(3)+2(g2+su(2))"	24	20	0	1	0	0	0	0	0	1	3
14	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+2 su(3)+3(g2+su(2))"	24	11	1	2	0	0	0	0	0	1	6
14	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+3(g2+su(2))"	23	27	1	0	0	0	0	0	0	1	5
14	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+3 su(3)+2(g2+su(2))"	24	12	0	2	0	0	0	0	0	1	5
14	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+su(3)+2(g2+su(2))+so(7)+2 su(2)"	24	17	2	1	0	0	0	0	0	1	8
14	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+su(3)+3(g2+su(2))"	23	19	1	1	0	0	0	0	0	1	6
14	1	"2 f5+su(3)+2(g2+su(2))"	"e8+2 f5+su(3)+3(g2+su(2))"	24	19	1	1	0	0	0	0	0	1	10
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+2 f5+2 su(3)+g2+su(2)"	18	121	0	0	0	1	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+2 f5+3 su(3)+g2+su(2)"	20	113	0	1	0	1	1	0	0	0	4
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+2 su(3)+2(g2+su(2))"	18	164	1	1	0	0	1	0	0	0	10
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+2 su(3)+2(g2+su(2))"	19	164	1	1	0	0	1	0	0	0	11
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+2 su(3)+2(g2+su(2))"	20	164	1	1	0	0	1	0	0	0	4
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+2 su(3)+2(g2+su(2))"	21	164	1	1	0	0	1	0	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+2 su(3)+2(g2+su(2))"	22	164	1	1	0	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+2 su(3)+g2+su(2)"	14	173	0	0	0	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	18	162	2	1	0	0	1	0	0	0	4
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	19	162	2	1	0	0	1	0	0	0	6
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	20	162	2	1	0	0	1	0	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	21	162	2	1	0	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+3 su(3)+2(g2+su(2))"	19	156	1	2	0	0	1	0	0	0	4
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+3 su(3)+2(g2+su(2))"	22	156	1	2	0	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+3 su(3)+2(g2+su(2))"	23	156	1	2	0	0	1	0	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+3 su(3)+g2+su(2)"	16	165	0	1	0	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+3 su(3)+g2+su(2)"	18	165	0	1	0	0	1	0	0	0	9
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+3 su(3)+g2+su(2)"	19	165	0	1	0	0	1	0	0	0	6
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+3 su(3)+g2+su(2)"	20	165	0	1	0	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+4 su(3)+g2+su(2)"	18	157	0	2	0	0	1	0	0	0	5
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+4 su(3)+g2+su(2)"	19	157	0	2	0	0	1	0	0	0	7
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+4 su(3)+g2+su(2)"	20	157	0	2	0	0	1	0	0	0	4
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+4 su(3)+g2+su(2)"	22	157	0	2	0	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+5 su(3)+g2+su(2)"	19	149	0	3	0	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+5 su(3)+g2+su(2)"	23	149	0	3	0	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+so(8)+2 su(3)+g2+su(2)"	17	145	0	0	1	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+so(8)+3 su(3)+g2+su(2)"	19	137	0	1	1	0	1	0	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+so(8)+3 su(3)+g2+su(2)"	20	137	0	1	1	0	1	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+so(8)+3 su(3)+g2+su(2)"	21	137	0	1	1	0	1	0	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"2 e6+f5+so(8)+3 su(3)+g2+su(2)"	23	137	0	1	1	0	1	0	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"3 e6+f5+3 su(3)+g2+su(2)"	21	87	0	1	0	0	2	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+2 f5+2 su(3)+2(g2+su(2))"	17	190	1	1	0	1	0	0	0	0	6
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+2 f5+2 su(3)+g2+su(2)"	14	199	0	0	0	1	0	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+2 f5+3 su(3)+2(g2+su(2))"	18	182	1	2	0	1	0	0	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+2 f5+3 su(3)+g2+su(2)"	15	191	0	1	0	1	0	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+2 f5+3 su(3)+g2+su(2)"	17	191	0	1	0	1	0	0	0	0	6
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+2 f5+4 su(3)+g2+su(2)"	17	183	0	2	0	1	0	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+2 f5+4 su(3)+g2+su(2)"	18	183	0	2	0	1	0	0	0	0	5
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+2 f5+so(8)+2 su(3)+g2+su(2)"	16	171	0	0	1	1	0	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+2 f5+so(8)+3 su(3)+g2+su(2)"	18	163	0	1	1	1	0	0	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+3 f5+3 su(3)+g2+su(2)"	19	139	0	1	0	2	0	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+f5+2 su(3)+2(g2+su(2))"	14	242	1	1	0	0	0	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+f5+2 su(3)+2(g2+su(2))"	15	242	1	1	0	0	0	0	0	0	8
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	15	240	2	1	0	0	0	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+f5+3 su(3)+g2+su(2)"	14	243	0	1	0	0	0	0	0	0	4
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+f5+3 su(3)+g2+su(2)"	15	243	0	1	0	0	0	0	0	0	4
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+f5+4 su(3)+g2+su(2)"	15	235	0	2	0	0	0	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+f5+so(8)+2 su(3)+g2+su(2)"	14	223	0	0	1	0	0	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+f5+so(8)+3 su(3)+g2+su(2)"	14	215	0	1	1	0	0	0	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e6+f5+so(8)+3 su(3)+g2+su(2)"	16	215	0	1	1	0	0	0	0	0	7
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+2 su(3)+2(g2+su(2))"	19	137	1	1	0	0	0	1	0	0	8
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+2 su(3)+2(g2+su(2))"	20	137	1	1	0	0	0	1	0	0	12
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+2 su(3)+2(g2+su(2))"	21	137	1	1	0	0	0	1	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+2 su(3)+2(g2+su(2))"	23	137	1	1	0	0	0	1	0	0	5
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+2 su(3)+2(g2+su(2))"	20	109	1	1	0	0	0	0	1	0	14
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+2 su(3)+2(g2+su(2))"	21	109	1	1	0	0	0	0	1	0	11
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+2 su(3)+2(g2+su(2))"	22	109	1	1	0	0	0	0	1	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+2 su(3)+2(g2+su(2))"	23	109	1	1	0	0	0	0	1	0	4
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+2 su(3)+2(g2+su(2))"	24	109	1	1	0	0	0	0	1	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	19	135	2	1	0	0	0	1	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	20	135	2	1	0	0	0	1	0	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	21	135	2	1	0	0	0	1	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	23	135	2	1	0	0	0	1	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	20	107	2	1	0	0	0	0	1	0	5
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	21	107	2	1	0	0	0	0	1	0	4
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	22	107	2	1	0	0	0	0	1	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	23	107	2	1	0	0	0	0	1	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+3 su(3)+2(g2+su(2))"	20	129	1	2	0	0	0	1	0	0	5
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+3 su(3)+2(g2+su(2))"	21	129	1	2	0	0	0	1	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+3 su(3)+2(g2+su(2))"	20	101	1	2	0	0	0	0	1	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+3 su(3)+2(g2+su(2))"	21	101	1	2	0	0	0	0	1	0	7
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+3 su(3)+g2+su(2)"	20	110	0	1	0	0	0	0	1	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+3 su(3)+g2+su(2)"	21	110	0	1	0	0	0	0	1	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+3 su(3)+g2+su(2)"	23	110	0	1	0	0	0	0	1	0	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+4 su(3)+g2+su(2)"	20	130	0	2	0	0	0	1	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+4 su(3)+g2+su(2)"	20	102	0	2	0	0	0	0	1	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+4 su(3)+g2+su(2)"	21	102	0	2	0	0	0	0	1	0	4
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+4 su(3)+g2+su(2)"	23	102	0	2	0	0	0	0	1	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+5 su(3)+g2+su(2)"	21	94	0	3	0	0	0	0	1	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7'+e6+f5+so(8)+3 su(3)+g2+su(2)"	21	110	0	1	1	0	0	1	0	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e7+e6+f5+so(8)+3 su(3)+g2+su(2)"	21	82	0	1	1	0	0	0	1	0	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+2 su(3)+2(g2+su(2))"	24	-6	1	1	0	0	0	0	0	1	14
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+2 su(3)+2(g2+su(2))"	25	-6	1	1	0	0	0	0	0	1	7
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	24	-8	2	1	0	0	0	0	0	1	9
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+2 su(3)+g2+su(2)+so(7)+2 su(2)"	25	-8	2	1	0	0	0	0	0	1	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+3 su(3)+2(g2+su(2))"	24	-14	1	2	0	0	0	0	0	1	6
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+3 su(3)+g2+su(2)"	24	-5	0	1	0	0	0	0	0	1	5
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+3 su(3)+g2+su(2)"	25	-5	0	1	0	0	0	0	0	1	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+4 su(3)+g2+su(2)"	24	-13	0	2	0	0	0	0	0	1	7
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+4 su(3)+g2+su(2)"	25	-13	0	2	0	0	0	0	0	1	3
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+5 su(3)+g2+su(2)"	25	-21	0	3	0	0	0	0	0	1	2
14	2	"e6+f5+2 su(3)+g2+su(2)"	"e8+e6+f5+so(8)+3 su(3)+g2+su(2)"	25	-33	0	1	1	0	0	0	0	1	3
14	3	"e7+2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+2(g2+su(2))+so(7)+2 su(2)"	19	140	2	0	0	0	0	0	0	0	2
14	3	"e7+2 f5+su(3)+2(g2+su(2))"	"e7+2 f5+3(g2+su(2))"	19	142	1	0	0	0	0	0	0	0	2
14	4	"e7+f5+su(3)+2(g2+su(2))"	"e7+2 f5+2(g2+su(2))+so(7)+2 su(2)"	19	140	2	0	0	1	0	0	0	0	9
14	4	"e7+f5+su(3)+2(g2+su(2))"	"e7+2 f5+2(g2+su(2))+so(7)+2 su(2)"	20	140	2	0	0	1	0	0	0	0	7
