"TH"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
14	1	"2 f5+su(3)+2(g2+su(2))"	"2 e6+2 f5+2 su(3)+2(g2+su(2))"	51	112	0	1	0	0	2	0	0	0	"s1:14→1 / s2:1→1 / s3:14→1"	""
14	1	"2 f5+su(3)+2(g2+su(2))"	"2 e6+2 f5+3(g2+su(2))"	20	119	1	0	0	0	2	0	0	0	"s1:14→1 / s2:1→1"	"s3:7→1"
14	1	"2 f5+su(3)+2(g2+su(2))"	"3 f5+su(3)+3(g2+su(2))"	16	215	1	1	0	1	0	0	0	0	"s1:14→1 / s2:1→1 / s3:1→2, 14→1"	"s3:7→1"
14	1	"2 f5+su(3)+2(g2+su(2))"	"4 f5+3(g2+su(2))"	18	171	1	0	0	2	0	0	0	0	"s1:14→1 / s2:1→1 / s3:1→1, 14→1"	"s3:7→1"
14	1	"2 f5+su(3)+2(g2+su(2))"	"4 f5+3(g2+su(2))"	19	171	1	0	0	2	0	0	0	0	"{s1:14→1 / s2:1→1, s1:14→1 / s2:1→1 / s3:14→1}"	"{s3:7→1, s3:7→1}"
14	1	"2 f5+su(3)+2(g2+su(2))"	"e6+2 f5+2 so(8)+su(3)+2(g2+su(2))"	51	142	0	0	2	0	1	0	0	0	"s1:1→1 / s2:14→1 / s3:14→1"	""
14	1	"2 f5+su(3)+2(g2+su(2))"	"e6+2 f5+3 su(3)+2(g2+su(2))"	18	182	0	2	0	0	1	0	0	0	"{s1:14→1 / s2:1→1 / s3:1→2, 14→1, s1:14→1 / s2:1→1 / s3:1→3, 14→1}"	""
14	1	"2 f5+su(3)+2(g2+su(2))"	"e6+2 f5+so(8)+2 su(3)+2(g2+su(2))"	19	162	0	1	1	0	1	0	0	0	"s1:14→1 / s2:1→1 / s3:1→1, 14→1"	""
14	1	"2 f5+su(3)+2(g2+su(2))"	"e6+2 f5+so(8)+3(g2+su(2))"	18	169	1	0	1	0	1	0	0	0	"{s1:14→1 / s2:1→1 / s3:1→1, 14→1, s1:14→1 / s2:1→1 / s3:1→2, 14→1, s1:14→1 / s2:1→1 / s3:1→3, 14→1, s1:1→1 / s2:14→1 / s3:14→1, s1:1→1 / s2:14→1 / s3:1→1, 14→2, s1:1→1 / s2:14→1 / s3:1→1, 14→3}"	"{s3:7→1, s3:7→1, s3:7→1, s3:7→1, s3:7→1, s3:7→1}"
14	1	"2 f5+su(3)+2(g2+su(2))"	"e6+2 f5+so(8)+3(g2+su(2))"	19	169	1	0	1	0	1	0	0	0	"{s1:14→1 / s2:1→1, s1:14→1 / s2:1→1 / s3:1→1, s1:1→1 / s2:14→1 / s3:14→2, s1:1→1 / s2:14→1 / s3:1→1, 14→1}"	"{s3:7→1, s3:7→1, s3:7→1, s3:7→1}"
