"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
14	1	"2 f4+su(3)+2(g2+su(2))"	"2 e6+2 f4+3(g2+su(2))"	20	119	1	0	0	0	2	0	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"2 e6+2 f4+3(g2+su(2))"	25	119	1	0	0	0	2	0	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"4 f4+3(g2+su(2))"	21	171	1	0	0	2	0	0	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e6+2 f4+so(8)+3(g2+su(2))"	18	169	1	0	1	0	1	0	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e6+2 f4+so(8)+3(g2+su(2))"	19	169	1	0	1	0	1	0	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e6+2 f4+su(3)+3(g2+su(2))"	17	189	1	1	0	0	1	0	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e6+3 f4+3(g2+su(2))"	19	145	1	0	0	1	1	0	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e6+3 f4+3(g2+su(2))"	21	145	1	0	0	1	1	0	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e6+3 f4+3(g2+su(2))"	25	145	1	0	0	1	1	0	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e6+3 f4+3(g2+su(2))"	62	145	1	0	0	1	1	0	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+2 su(3)+2(g2+su(2))"	41	135	0	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+2 su(3)+2(g2+su(2))"	54	135	0	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+2 su(3)+3(g2+su(2))"	23	154	1	2	0	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+2 su(3)+3(g2+su(2))"	24	154	1	2	0	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+2 su(3)+3(g2+su(2))"	27	154	1	2	0	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+2 su(3)+3(g2+su(2))"	21	126	1	2	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+2 su(3)+3(g2+su(2))"	66	126	1	2	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+2 su(3)+3(g2+su(2))"	67	126	1	2	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+2 su(3)+3(g2+su(2))"	71	126	1	2	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+3(g2+su(2))"	18	170	1	0	0	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+3(g2+su(2))"	19	170	1	0	0	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+3(g2+su(2))"	19	142	1	0	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+3 su(3)+2(g2+su(2))"	44	127	0	2	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+3 su(3)+2(g2+su(2))"	49	127	0	2	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+3 su(3)+2(g2+su(2))"	57	127	0	2	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+3 su(3)+3(g2+su(2))"	28	118	1	3	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+4(g2+su(2))"	24	133	2	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+4(g2+su(2))"	33	133	2	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+so(8)+3(g2+su(2))"	19	142	1	0	1	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+so(8)+3(g2+su(2))"	20	142	1	0	1	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+so(8)+3(g2+su(2))"	21	142	1	0	1	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+so(8)+3(g2+su(2))"	22	142	1	0	1	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+so(8)+3(g2+su(2))"	20	114	1	0	1	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+so(8)+3(g2+su(2))"	21	114	1	0	1	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+so(8)+su(3)+3(g2+su(2))"	23	134	1	1	1	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+so(8)+su(3)+3(g2+su(2))"	22	106	1	1	1	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+su(3)+2(g2+su(2))+so(7)+2 su(2)"	76	132	2	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+su(3)+2(g2+su(2))+so(7)+2 su(2)"	77	132	2	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+su(3)+3(g2+su(2))"	18	162	1	1	0	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+su(3)+3(g2+su(2))"	19	162	1	1	0	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+su(3)+3(g2+su(2))"	20	162	1	1	0	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+2 f4+su(3)+3(g2+su(2))"	21	162	1	1	0	0	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+su(3)+3(g2+su(2))"	19	134	1	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+su(3)+3(g2+su(2))"	20	134	1	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+su(3)+3(g2+su(2))"	23	134	1	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+su(3)+3(g2+su(2))"	27	134	1	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+su(3)+3(g2+su(2))"	53	134	1	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+su(3)+3(g2+su(2))"	55	134	1	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+2 f4+su(3)+3(g2+su(2))"	64	134	1	1	0	0	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+3 f4+3(g2+su(2))"	21	118	1	0	0	1	0	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+3 f4+3(g2+su(2))"	21	90	1	0	0	1	0	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7'+e6+2 f4+3(g2+su(2))"	22	92	1	0	0	0	1	1	0	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e7+e6+2 f4+3(g2+su(2))"	22	64	1	0	0	0	1	0	1	0
14	1	"2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+2(g2+su(2))"	24	20	0	1	0	0	0	0	0	1
14	1	"2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+2 su(3)+3(g2+su(2))"	24	11	1	2	0	0	0	0	0	1
14	1	"2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3(g2+su(2))"	23	27	1	0	0	0	0	0	0	1
14	1	"2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+3 su(3)+2(g2+su(2))"	24	12	0	2	0	0	0	0	0	1
14	1	"2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+4(g2+su(2))"	23	18	2	1	0	0	0	0	0	1
14	1	"2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+so(8)+3(g2+su(2))"	24	-1	1	0	1	0	0	0	0	1
14	1	"2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+2(g2+su(2))+so(7)+2 su(2)"	24	17	2	1	0	0	0	0	0	1
14	1	"2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	23	19	1	1	0	0	0	0	0	1
14	1	"2 f4+su(3)+2(g2+su(2))"	"e8+2 f4+su(3)+3(g2+su(2))"	24	19	1	1	0	0	0	0	0	1
14	2	"e6+f4+2 su(3)+g2+su(2)"	"2 e6+f4+2 su(3)+2(g2+su(2))"	20	164	1	1	0	0	1	0	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"2 e6+f4+2 su(3)+2(g2+su(2))"	21	164	1	1	0	0	1	0	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"2 e6+f4+2 su(3)+g2+su(2)+so(7)+2 su(2)"	22	162	2	1	0	0	1	0	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"2 e6+f4+3 su(3)+2(g2+su(2))"	21	156	1	2	0	0	1	0	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"2 e6+f4+3 su(3)+2(g2+su(2))"	28	156	1	2	0	0	1	0	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"2 e6+f4+3 su(3)+g2+su(2)"	19	165	0	1	0	0	1	0	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"2 e6+f4+4 su(3)+g2+su(2)"	19	157	0	2	0	0	1	0	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"2 e6+f4+4 su(3)+g2+su(2)"	21	157	0	2	0	0	1	0	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7'+e6+f4+2 su(3)+2(g2+su(2))"	20	137	1	1	0	0	0	1	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7'+e6+f4+2 su(3)+2(g2+su(2))"	21	137	1	1	0	0	0	1	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7'+e6+f4+2 su(3)+2(g2+su(2))"	23	137	1	1	0	0	0	1	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7'+e6+f4+2 su(3)+2(g2+su(2))"	32	137	1	1	0	0	0	1	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7'+e6+f4+2 su(3)+2(g2+su(2))"	65	137	1	1	0	0	0	1	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7+e6+f4+2 su(3)+2(g2+su(2))"	21	109	1	1	0	0	0	0	1	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7+e6+f4+2 su(3)+2(g2+su(2))"	22	109	1	1	0	0	0	0	1	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7+e6+f4+2 su(3)+2(g2+su(2))"	24	109	1	1	0	0	0	0	1	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7+e6+f4+2 su(3)+2(g2+su(2))"	25	109	1	1	0	0	0	0	1	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7'+e6+f4+3 su(3)+2(g2+su(2))"	20	129	1	2	0	0	0	1	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7+e6+f4+3 su(3)+2(g2+su(2))"	21	101	1	2	0	0	0	0	1	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7'+e6+f4+3 su(3)+g2+su(2)"	22	138	0	1	0	0	0	1	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7'+e6+f4+3 su(3)+g2+su(2)"	41	138	0	1	0	0	0	1	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7'+e6+f4+3 su(3)+g2+su(2)"	54	138	0	1	0	0	0	1	0	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7+e6+f4+3 su(3)+g2+su(2)"	21	110	0	1	0	0	0	0	1	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7+e6+f4+3 su(3)+g2+su(2)"	23	110	0	1	0	0	0	0	1	0
14	2	"e6+f4+2 su(3)+g2+su(2)"	"e7+e6+f4+3 su(3)+g2+su(2)"	24	110	0	1	0	0	0	0	1	0
