"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"
116	3	118	236	1	1	0	0	0	0	0	1
116	3	118	237	0	1	0	0	0	0	0	1
116	8	118	236	1	0	0	0	0	0	0	1
