"TH+1"	"index"	"LST gauge algebra"	"full gauge algebra"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"count"
54	3	"4 e8+4 f4+8(g2+su(2))"	"4 e8+5 f4+9(g2+su(2))"	54	233	0	1	0	1	0	0	0	0	2
54	3	"4 e8+4 f4+8(g2+su(2))"	"4 e8+e6+4 f4+9(g2+su(2))"	55	207	0	1	0	0	1	0	0	0	2
54	3	"4 e8+4 f4+8(g2+su(2))"	"4 e8+e7'+4 f4+9(g2+su(2))"	55	180	0	1	0	0	0	1	0	0	2
54	3	"4 e8+4 f4+8(g2+su(2))"	"4 e8+e7+4 f4+9(g2+su(2))"	56	152	0	1	0	0	0	0	1	0	2
54	4	"4 e8+4 f4+su(3)+8(g2+su(2))"	"4 e8+4 f4+so(8)+su(3)+8(g2+su(2))"	54	258	0	0	1	0	0	0	0	0	3
54	4	"4 e8+4 f4+su(3)+8(g2+su(2))"	"4 e8+5 f4+2 su(3)+8(g2+su(2))"	54	226	0	1	0	1	0	0	0	0	2
54	4	"4 e8+4 f4+su(3)+8(g2+su(2))"	"4 e8+5 f4+so(8)+su(3)+8(g2+su(2))"	55	206	0	0	1	1	0	0	0	0	2
54	4	"4 e8+4 f4+su(3)+8(g2+su(2))"	"4 e8+5 f4+su(3)+8(g2+su(2))"	54	234	0	0	0	1	0	0	0	0	2
54	5	"4 e8+5 f4+su(3)+7(g2+su(2))"	"4 e8+5 f4+2 su(3)+8(g2+su(2))"	54	226	0	2	0	0	0	0	0	0	2
54	5	"4 e8+5 f4+su(3)+7(g2+su(2))"	"4 e8+5 f4+su(3)+8(g2+su(2))"	54	234	0	1	0	0	0	0	0	0	2
54	5	"4 e8+5 f4+su(3)+7(g2+su(2))"	"4 e8+5 f4+su(3)+8(g2+su(2))"	55	234	0	1	0	0	0	0	0	0	2
54	6	"4 e8+5 f4+8(g2+su(2))"	"4 e8+5 f4+9(g2+su(2))"	54	233	0	1	0	0	0	0	0	0	2
54	12	"4 e8+4 f4+9(g2+su(2))"	"4 e8+4 f4+so(8)+9(g2+su(2))"	54	257	0	0	1	0	0	0	0	0	3
54	12	"4 e8+4 f4+9(g2+su(2))"	"4 e8+5 f4+9(g2+su(2))"	54	233	0	0	0	1	0	0	0	0	2
54	12	"4 e8+4 f4+9(g2+su(2))"	"4 e8+5 f4+so(8)+9(g2+su(2))"	55	205	0	0	1	1	0	0	0	0	2
54	12	"4 e8+4 f4+9(g2+su(2))"	"4 e8+5 f4+su(3)+9(g2+su(2))"	54	225	0	1	0	1	0	0	0	0	2
54	12	"4 e8+4 f4+9(g2+su(2))"	"4 e8+e7'+4 f4+10(g2+su(2))"	58	171	1	1	0	0	0	1	0	0	4
54	12	"4 e8+4 f4+9(g2+su(2))"	"4 e8+e7'+4 f4+10(g2+su(2))"	59	171	1	1	0	0	0	1	0	0	5
