"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
28	1	28	177	0	1	0	0	0	0	0	0	"""s1:1→0, 2→1"""	""""""
28	1	33	177	0	1	0	0	0	0	0	0	"""s1:1→1, 2→1"""	""""""
28	1	32	169	0	2	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→1"""	""""""
28	1	33	176	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→1"""	"""s2:29→1"""
28	1	34	176	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→2"""	"""s2:29→1"""
28	1	35	176	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→3"""	"""s2:29→1"""
28	1	35	176	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→4"""	"""s2:29→1"""
28	1	35	176	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→5"""	"""s2:29→1"""
28	2	28	177	0	1	0	0	0	0	0	0	"""s1:1→0, 2→1"""	""""""
28	2	33	177	0	1	0	0	0	0	0	0	"""s1:1→1, 2→1"""	""""""
28	2	32	169	0	2	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→1"""	""""""
28	2	33	176	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→1"""	"""s2:29→1"""
28	2	34	176	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→2"""	"""s2:29→1"""
28	2	35	176	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→3"""	"""s2:29→1"""
28	2	35	176	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→4"""	"""s2:29→1"""
28	2	35	176	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→5"""	"""s2:29→1"""
28	3	33	177	0	1	0	0	0	0	0	0	"""s1:2→1"""	""""""
