"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
113	5	113	138	0	0	0	0	0	0	1	1	"""s1:1→1 / s2:113→1"""	""""""
113	5	113	166	0	0	0	0	0	1	0	1	"""s1:1→1 / s2:113→1"""	""""""
113	5	113	193	0	0	0	0	1	0	0	1	"""s1:1→1 / s2:113→1"""	""""""
113	5	113	219	0	0	0	1	0	0	0	1	"""s1:1→1 / s2:113→1"""	""""""
113	5	113	243	0	0	1	0	0	0	0	1	"""s1:1→1 / s2:113→1"""	""""""
113	5	113	253	0	0	0	0	0	0	2	0	"""s1:1→0, 113→1 / s2:1→1"""	""""""
113	5	113	263	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→1"""	""""""
113	5	113	271	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
113	5	114	255	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1"""	""""""
113	5	114	255	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→2"""	""""""
113	5	114	255	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→3"""	""""""
113	5	114	255	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→4"""	""""""
113	5	114	255	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→5"""	""""""
113	5	114	255	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→2 / s3:113→2"""	""""""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1"""	"""s3:115→1"""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→2"""	"""s3:115→1"""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→3"""	"""s3:115→1"""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→4"""	"""s3:115→1"""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→5"""	"""s3:115→1"""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→2 / s3:113→1"""	"""s3:115→1"""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→2 / s3:113→2"""	"""s3:115→1"""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→2 / s3:113→3"""	"""s3:115→1"""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→2 / s3:113→4"""	"""s3:115→1"""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→2 / s3:113→5"""	"""s3:115→1"""
113	5	114	262	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→3 / s3:113→1"""	"""s3:115→1"""
113	5	114	263	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→2"""	""""""
113	5	114	263	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→3"""	""""""
113	5	114	263	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→4"""	""""""
113	5	114	263	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→5"""	""""""
113	5	115	235	0	1	1	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1"""	""""""
113	5	115	243	0	0	1	0	0	0	0	1	"""s1:1→1 / s2:113→2"""	""""""
113	5	115	247	0	3	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→1"""	""""""
113	5	115	254	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→1"""	"""s4:115→1"""
113	5	115	254	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→1"""	"""s4:116→1"""
113	5	115	254	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→2"""	"""s4:115→1"""
113	5	115	254	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→2"""	"""s4:116→1"""
113	5	115	254	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→3"""	"""s4:115→1"""
113	5	115	254	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→3"""	"""s4:116→1"""
113	5	115	254	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→4"""	"""s4:115→1"""
113	5	115	254	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→4"""	"""s4:116→1"""
113	5	115	254	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→5"""	"""s4:115→1"""
113	5	115	254	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→5"""	"""s4:116→1"""
113	5	115	260	2	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→1"""	"""s3:115→1 / s4:115→1"""
113	5	115	260	2	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→2"""	"""s3:115→1 / s4:115→1"""
113	5	115	260	2	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→3"""	"""s3:115→1 / s4:115→1"""
113	5	115	260	2	1	0	0	0	0	0	1	"""s1:1→1 / s2:113→1 / s3:113→1 / s4:113→4"""	"""s3:115→1 / s4:115→1"""
