"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
124	1	124	222	0	0	0	1	0	0	0	1	"""s1:1→1 / s2:124→1"""	""""""
124	1	124	246	0	0	1	0	0	0	0	1	"""s1:1→1 / s2:124→1"""	""""""
124	1	124	266	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1"""	""""""
124	1	125	266	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→2"""	""""""
124	1	125	266	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→3"""	""""""
124	1	125	266	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→4"""	""""""
124	1	125	266	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→5"""	""""""
124	1	125	258	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→1"""	""""""
124	1	125	258	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→2"""	""""""
124	1	124	272	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:124→0"""	"""s2:123→1"""
124	1	125	272	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:124→1"""	"""s2:123→1"""
124	1	125	272	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:124→2"""	"""s2:123→1"""
124	1	125	272	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:124→3"""	"""s2:123→1"""
124	1	125	272	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:124→4"""	"""s2:123→1"""
124	1	125	272	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:124→5"""	"""s2:123→1"""
124	1	126	244	1	0	1	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→0"""	"""s3:123→1"""
124	1	125	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→0"""	"""s3:123→1"""
124	1	125	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→1"""	"""s3:123→1"""
124	1	125	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→2"""	"""s3:123→1"""
124	1	125	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→3"""	"""s3:123→1"""
124	1	125	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→4"""	"""s3:123→1"""
124	1	125	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→5"""	"""s3:123→1"""
124	1	125	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→2 / s3:124→0"""	"""s3:123→1"""
124	1	125	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→2 / s3:124→1"""	"""s3:123→1"""
124	1	125	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→3 / s3:124→0"""	"""s3:123→1"""
124	1	125	265	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→1"""	"""s3:126→1"""
124	1	125	265	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→2"""	"""s3:126→1"""
124	1	125	265	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→3"""	"""s3:126→1"""
124	1	125	265	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→4"""	"""s3:126→1"""
124	1	125	265	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→5"""	"""s3:126→1"""
124	1	126	256	1	2	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→1 / s4:124→0"""	"""s4:123→1"""
124	1	126	263	2	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→1 / s4:124→0"""	"""s3:126→1 / s4:123→1"""
124	1	126	263	2	1	0	0	0	0	0	1	"""s1:1→1 / s2:124→1 / s3:124→2 / s4:∅"""	"""s3:126→1 / s4:123→1"""
124	2	124	254	0	0	0	0	0	0	2	0	"""s1:1→0, 124→1 / s2:1→1"""	""""""
