"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
87	1	89	245	0	0	0	2	0	0	0	0	"s1:87→1 / s2:1→1"	""
87	3	88	164	0	0	0	0	0	0	0	1	"s1:1→1"	""
87	3	91	155	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:87→1"
87	11	88	164	0	0	0	0	0	0	0	1	"s1:87→1"	""
87	17	88	164	0	0	0	0	0	0	0	1	"s1:1→1"	""
87	17	90	155	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:87→1"
87	17	92	155	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:86→1"
87	18	88	164	0	0	0	0	0	0	0	1	"s1:1→1"	""
87	18	91	155	0	1	0	0	0	0	0	1	"s1:1→1"	"s2:87→1"
87	19	88	270	0	0	0	0	0	0	1	0	"s1:1→1"	""
87	19	89	218	0	0	0	1	0	0	1	0	"s1:1→1 / s2:87→1"	""
87	19	89	246	0	0	0	1	0	1	0	0	"s1:1→1 / s2:87→1"	""
87	19	91	242	0	0	1	0	0	0	1	0	"s1:1→1 / s2:87→1"	""
87	20	88	269	0	0	0	0	0	0	1	0	"s1:87→1"	""
87	20	89	217	0	0	0	1	0	0	1	0	"s1:87→1 / s2:1→1"	""
87	20	89	219	0	0	0	0	1	1	0	0	"s1:87→1 / s2:1→1"	""
87	20	89	241	0	0	1	0	0	0	1	0	"s1:87→1 / s2:1→1"	""
87	20	90	191	0	0	0	0	1	0	1	0	"s1:87→1 / s2:1→1"	""
87	20	91	245	0	0	0	1	0	1	0	0	"s1:87→1 / s2:1→1"	""
87	20	93	246	0	0	0	0	2	0	0	0	"s1:87→1 / s2:1→1"	""
87	31	88	155	0	1	0	0	0	0	0	0	""	"s1:1→1"
87	39	90	170	0	0	0	0	0	0	0	2	"s1:87→1 / s2:1→1"	""
87	41	88	241	0	0	0	0	0	0	1	0	"s1:1→1"	""
87	41	88	269	0	0	0	0	0	1	0	0	"s1:1→1"	""
87	42	89	219	0	0	0	0	2	0	0	0	"s1:87→1 / s2:1→1"	""
87	42	89	245	0	0	0	1	1	0	0	0	"s1:1→1 / s2:87→1"	""
