"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
4	1	4	-132	0	0	0	0	0	0	0	1	"""s1:1→1, 4→0"""	""""""
4	1	17	-132	0	0	0	0	0	0	0	1	"""s1:1→1, 4→1"""	""""""
4	1	25	-380	0	0	0	0	0	0	0	2	"""s1:1→0, 4→1 / s2:1→1"""	""""""
4	1	4	-17	0	0	0	0	0	0	1	0	"""s1:1→1, 4→0"""	""""""
4	1	13	-17	0	0	0	0	0	0	1	0	"""s1:1→1, 4→1"""	""""""
4	1	21	-265	0	0	0	0	0	0	1	1	"""s1:1→1, 4→0 / s2:4→1"""	""""""
4	1	17	-150	0	0	0	0	0	0	2	0	"""s1:1→0, 4→1 / s2:1→1"""	""""""
4	1	4	11	0	0	0	0	0	1	0	0	"""s1:1→1, 4→0"""	""""""
4	1	12	11	0	0	0	0	0	1	0	0	"""s1:1→1, 4→1"""	""""""
4	1	20	-237	0	0	0	0	0	1	0	1	"""s1:1→1, 4→0 / s2:4→1"""	""""""
4	1	16	-122	0	0	0	0	0	1	1	0	"""s1:1→1, 4→0 / s2:4→1"""	""""""
4	1	15	-94	0	0	0	0	0	2	0	0	"""s1:1→0, 4→1 / s2:1→1"""	""""""
4	1	4	38	0	0	0	0	1	0	0	0	"""s1:1→1, 4→0"""	""""""
4	1	11	38	0	0	0	0	1	0	0	0	"""s1:1→1, 4→1"""	""""""
4	1	19	-210	0	0	0	0	1	0	0	1	"""s1:1→1, 4→0 / s2:4→1"""	""""""
4	1	15	-95	0	0	0	0	1	0	1	0	"""s1:1→1, 4→0 / s2:4→1"""	""""""
4	1	14	-67	0	0	0	0	1	1	0	0	"""s1:1→1, 4→0 / s2:4→1"""	""""""
4	1	13	-40	0	0	0	0	2	0	0	0	"""s1:1→0, 4→1 / s2:1→1"""	""""""
4	1	4	64	0	0	0	1	0	0	0	0	"""s1:1→1, 4→0"""	""""""
4	1	10	64	0	0	0	1	0	0	0	0	"""s1:1→1, 4→1"""	""""""
