"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
80	1	81	266	0	0	0	0	1	0	0	0	"""s1:1→1"""	""""""
80	3	81	155	0	0	0	0	0	0	0	1	"""s1:80→1"""	""""""
80	3	81	270	0	0	0	0	0	0	1	0	"""s1:80→1"""	""""""
80	3	82	218	0	0	0	1	0	0	1	0	"""s1:80→1 / s2:1→1"""	""""""
80	3	83	147	0	1	0	0	0	0	0	1	"""s1:80→1 / s2:1→1"""	""""""
80	3	83	242	0	0	1	0	0	0	1	0	"""s1:80→1 / s2:1→1"""	""""""
80	3	84	246	0	0	0	1	0	1	0	0	"""s1:80→1 / s2:1→1"""	""""""
80	3	85	127	0	0	1	0	0	0	0	1	"""s1:80→1 / s2:1→1"""	""""""
80	3	86	103	0	0	0	1	0	0	0	1	"""s1:80→1 / s2:1→1"""	""""""
80	3	86	139	0	2	0	0	0	0	0	1	"""s1:80→1 / s2:1→1 / s3:1→1"""	""""""
80	3	89	146	1	1	0	0	0	0	0	1	"""s1:80→1 / s2:1→1 / s3:1→1"""	"""s3:82→1"""
80	3	89	147	0	1	0	0	0	0	0	1	"""s1:80→1 / s2:1→2"""	""""""
80	3	92	139	0	2	0	0	0	0	0	1	"""s1:80→1 / s2:1→1 / s3:1→2"""	""""""
80	3	97	147	0	1	0	0	0	0	0	1	"""s1:80→1 / s2:1→3"""	""""""
80	3	99	146	1	1	0	0	0	0	0	1	"""s1:80→1 / s2:1→1 / s3:1→2"""	"""s3:82→1"""
80	3	107	147	0	1	0	0	0	0	0	1	"""s1:80→1 / s2:1→4"""	""""""
80	3	113	146	1	1	0	0	0	0	0	1	"""s1:80→1 / s2:1→1 / s3:1→3"""	"""s3:82→1"""
80	3	121	147	0	1	0	0	0	0	0	1	"""s1:80→1 / s2:1→5"""	""""""
80	3	132	146	1	1	0	0	0	0	0	1	"""s1:80→1 / s2:1→1 / s3:1→4"""	"""s3:82→1"""
