"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
34	1	34	33	0	0	0	0	0	0	0	1	"s1:1→1"	""
34	1	34	148	0	0	0	0	0	0	1	0	"s1:1→1"	""
34	1	34	176	0	0	0	0	0	1	0	0	"s1:1→1"	""
34	1	34	203	0	0	0	0	1	0	0	0	"s1:1→1"	""
34	1	34	228	1	0	0	1	0	0	0	0	"s1:1→1"	"s2:34→1"
34	1	34	229	0	0	0	1	0	0	0	0	"s1:1→1"	""
34	1	34	253	0	0	1	0	0	0	0	0	"s1:1→1"	""
34	1	34	272	1	1	0	0	0	0	0	0	"{s1:1→1, 31→1 / s2:1→1, s1:1→2, 31→1}"	"{s2:35→1, s2:34→1}"
34	1	34	273	0	1	0	0	0	0	0	0	"{s1:1→1, s1:1→1, 31→1, s1:1→2, 31→1}"	""
34	1	35	202	1	0	0	0	1	0	0	0	"s1:1→1"	"s2:34→1"
34	1	35	272	1	1	0	0	0	0	0	0	"{s1:1→1, 31→1, s1:1→1 / s2:1→1, s1:1→1 / s2:1→3, 31→1, s1:1→1 / s2:1→3, 31→2, s1:1→2, 31→1 / s2:1→1, s1:1→2, 31→1 / s2:1→2, s1:1→3, 31→1 / s2:1→2}"	"{s2:34→1, s2:34→1, s2:34→1, s2:35→1, s2:35→1, s2:34→1, s2:34→1}"
34	1	35	273	0	1	0	0	0	0	0	0	"s1:1→3, 31→1"	""
34	1	36	175	1	0	0	0	0	1	0	0	"s1:1→1"	"s2:34→1"
34	1	36	228	1	0	0	1	0	0	0	0	"{s1:1→1 / s2:1→1, 31→1, s1:1→1 / s2:1→1, 31→2, s1:1→1 / s2:1→2, 31→2, s1:1→1 / s2:1→2, 31→3}"	"{s2:34→1, s2:34→1, s2:34→1, s2:34→1}"
34	1	36	245	0	1	1	0	0	0	0	0	"s1:1→1 / s2:1→1, 31→1"	""
34	1	36	252	1	0	1	0	0	0	0	0	"{s1:1→1 / s2:1→1, s1:1→1 / s2:1→1, 31→1, s1:1→1 / s2:1→2, 31→1, s1:1→1 / s2:1→2, 31→2, s1:1→1 / s2:1→3, 31→1, s1:1→1 / s2:1→3, 31→2}"	"{s2:34→1, s2:34→1, s2:34→1, s2:34→1, s2:34→1, s2:34→1}"
34	1	36	264	1	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→2, 31→1 / s3:1→1, s1:1→1 / s2:1→3, 31→1 / s3:1→1}"	"{s3:34→1, s3:34→1}"
34	1	36	265	0	2	0	0	0	0	0	0	"{s1:1→1 / s2:1→1, 31→1, s1:1→1 / s2:1→2, 31→1, s1:1→1 / s2:1→3, 31→1}"	""
34	1	36	270	2	1	0	0	0	0	0	0	"{s1:1→1 / s2:1→2, 31→1 / s3:1→2, 31→1, s1:1→1 / s2:1→3, 31→1 / s3:1→3, 31→1}"	"{s2:35→1 / s3:35→1, s2:35→1 / s3:35→1}"
34	1	36	271	2	1	0	0	0	0	0	0	"{s1:1→1, 31→1 / s2:1→1 / s3:1→1, s1:1→1 / s2:1→1 / s3:1→1, 31→1, s1:1→1 / s2:1→1 / s3:1→2, 31→1, s1:1→1 / s2:1→1 / s3:1→3, 31→2, s1:1→1 / s2:1→2, 31→1 / s3:1→2, 31→2, s1:1→1 / s2:1→2, 31→1 / s3:1→3, 31→1, s1:1→1 / s2:1→2, 31→1 / s3:1→3, 31→2, s1:1→1 / s2:1→2, 31→1 / s3:1→4, 31→1, s1:1→1 / s2:1→3, 31→1 / s3:1→3, 31→2, s1:1→2, 31→1 / s2:1→1 / s3:1→1, s1:1→2, 31→1 / s2:1→1 / s3:1→2, s1:1→3, 31→1 / s2:1→1 / s3:1→1}"	"{s2:35→1 / s3:34→1, s2:34→1 / s3:35→1, s2:34→1 / s3:35→1, s2:34→1 / s3:35→1, s2:34→1 / s3:35→1, s2:35→1 / s3:34→1, s2:34→1 / s3:35→1, s2:35→1 / s3:34→1, s2:34→1 / s3:35→1, s2:35→1 / s3:34→1, s2:35→1 / s3:34→1, s2:35→1 / s3:34→1}"
