"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
53	1	54	188	0	0	0	0	1	0	0	0	"""s1:1→1"""	""""""
53	1	54	214	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
53	1	54	238	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
53	1	54	258	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
53	1	61	258	0	1	0	0	0	0	0	0	"""s1:1→2"""	""""""
53	1	62	258	0	1	0	0	0	0	0	0	"""s1:1→3"""	""""""
53	1	62	258	0	1	0	0	0	0	0	0	"""s1:1→4"""	""""""
53	1	62	258	0	1	0	0	0	0	0	0	"""s1:1→5"""	""""""
53	1	60	230	0	1	1	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
53	1	60	250	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
53	1	62	250	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""""""
53	1	62	250	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→3"""	""""""
53	1	62	242	0	3	0	0	0	0	0	0	"""s1:1→1 / s2:1→1 / s3:1→1"""	""""""
53	1	54	265	1	0	0	0	0	0	0	0	"""s1:1→0"""	"""s1:2→1"""
53	1	59	265	1	0	0	0	0	0	0	0	"""s1:1→1"""	"""s1:2→1"""
53	1	60	265	1	0	0	0	0	0	0	0	"""s1:1→2"""	"""s1:2→1"""
53	1	60	265	1	0	0	0	0	0	0	0	"""s1:1→3"""	"""s1:2→1"""
53	1	61	265	1	0	0	0	0	0	0	0	"""s1:1→4"""	"""s1:2→1"""
53	1	61	265	1	0	0	0	0	0	0	0	"""s1:1→5"""	"""s1:2→1"""
53	1	60	213	1	0	0	1	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:2→1"""
53	1	58	237	1	0	1	0	0	0	0	0	"""s1:1→1 / s2:1→0"""	"""s2:2→1"""
53	1	61	237	1	0	1	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:2→1"""
53	1	60	257	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:54→1"""
53	1	60	257	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:2→1"""
53	1	60	257	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	"""s2:2→1"""
53	1	61	257	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	"""s2:54→1"""
53	1	61	257	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→3"""	"""s2:2→1"""
53	1	61	257	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→4"""	"""s2:2→1"""
53	1	61	257	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→5"""	"""s2:2→1"""
53	1	61	257	1	1	0	0	0	0	0	0	"""s1:1→2 / s2:1→0"""	"""s2:2→1"""
53	1	61	257	1	1	0	0	0	0	0	0	"""s1:1→2 / s2:1→1"""	"""s2:2→1"""
53	1	61	257	1	1	0	0	0	0	0	0	"""s1:1→2 / s2:1→2"""	"""s2:2→1"""
