"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
8	1	8	85	0	0	0	0	1	0	0	0	"""s1:8→1"""	""""""
8	1	8	111	0	0	0	1	0	0	0	0	"""s1:1→1, 8→0"""	""""""
8	1	8	111	0	0	0	1	0	0	0	0	"""s1:1→0, 8→1"""	""""""
8	1	13	111	0	0	0	1	0	0	0	0	"""s1:1→1, 8→1"""	""""""
8	1	15	33	0	0	0	1	1	0	0	0	"""s1:8→1 / s2:1→1"""	""""""
8	1	14	59	0	0	0	2	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1"""	""""""
8	1	8	135	0	0	1	0	0	0	0	0	"""s1:1→0, 8→1"""	""""""
8	1	8	135	0	0	1	0	0	0	0	0	"""s1:1→1, 8→0"""	""""""
8	1	12	135	0	0	1	0	0	0	0	0	"""s1:1→1, 8→1"""	""""""
8	1	14	57	0	0	1	0	1	0	0	0	"""s1:8→1 / s2:1→1"""	""""""
8	1	13	83	0	0	1	1	0	0	0	0	"""s1:1→1, 8→0 / s2:8→1"""	""""""
8	1	13	83	0	0	1	1	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1"""	""""""
8	1	12	107	0	0	2	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1"""	""""""
8	1	8	155	0	1	0	0	0	0	0	0	"""s1:1→0, 8→1"""	""""""
8	1	8	155	0	1	0	0	0	0	0	0	"""s1:1→1, 8→0"""	""""""
8	1	15	155	0	1	0	0	0	0	0	0	"""s1:1→0, 8→2"""	""""""
8	1	15	155	0	1	0	0	0	0	0	0	"""s1:1→2, 8→0"""	""""""
8	1	11	155	0	1	0	0	0	0	0	0	"""s1:1→1, 8→1"""	""""""
8	1	16	155	0	1	0	0	0	0	0	0	"""s1:1→0, 8→3"""	""""""
8	1	16	155	0	1	0	0	0	0	0	0	"""s1:1→3, 8→0"""	""""""
8	1	13	155	0	1	0	0	0	0	0	0	"""s1:1→1, 8→2"""	""""""
8	1	13	155	0	1	0	0	0	0	0	0	"""s1:1→2, 8→1"""	""""""
8	1	13	155	0	1	0	0	0	0	0	0	"""s1:1→2, 8→2"""	""""""
8	1	13	155	0	1	0	0	0	0	0	0	"""s1:1→2, 8→3"""	""""""
8	1	13	155	0	1	0	0	0	0	0	0	"""s1:1→3, 8→2"""	""""""
8	1	17	155	0	1	0	0	0	0	0	0	"""s1:1→0, 8→4"""	""""""
8	1	17	155	0	1	0	0	0	0	0	0	"""s1:1→4, 8→0"""	""""""
8	1	17	155	0	1	0	0	0	0	0	0	"""s1:1→0, 8→5"""	""""""
8	1	17	155	0	1	0	0	0	0	0	0	"""s1:1→5, 8→0"""	""""""
8	1	14	155	0	1	0	0	0	0	0	0	"""s1:1→1, 8→3"""	""""""
8	1	14	155	0	1	0	0	0	0	0	0	"""s1:1→3, 8→1"""	""""""
8	1	14	155	0	1	0	0	0	0	0	0	"""s1:1→1, 8→4"""	""""""
8	1	14	155	0	1	0	0	0	0	0	0	"""s1:1→4, 8→1"""	""""""
8	1	13	77	0	1	0	0	1	0	0	0	"""s1:8→1 / s2:1→1"""	""""""
8	1	16	77	0	1	0	0	1	0	0	0	"""s1:8→1 / s2:1→2"""	""""""
8	1	17	77	0	1	0	0	1	0	0	0	"""s1:8→1 / s2:1→3"""	""""""
8	1	17	77	0	1	0	0	1	0	0	0	"""s1:8→1 / s2:1→4"""	""""""
8	1	17	77	0	1	0	0	1	0	0	0	"""s1:8→1 / s2:1→5"""	""""""
8	1	12	103	0	1	0	1	0	0	0	0	"""s1:1→1, 8→0 / s2:8→1"""	""""""
8	1	12	103	0	1	0	1	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1"""	""""""
8	1	15	103	0	1	0	1	0	0	0	0	"""s1:1→1, 8→0 / s2:8→2"""	""""""
8	1	15	103	0	1	0	1	0	0	0	0	"""s1:1→0, 8→1 / s2:1→2"""	""""""
8	1	17	103	0	1	0	1	0	0	0	0	"""s1:1→1, 8→0 / s2:8→3"""	""""""
8	1	17	103	0	1	0	1	0	0	0	0	"""s1:1→1, 8→0 / s2:8→4"""	""""""
8	1	17	103	0	1	0	1	0	0	0	0	"""s1:1→0, 8→1 / s2:1→3"""	""""""
8	1	17	103	0	1	0	1	0	0	0	0	"""s1:1→0, 8→1 / s2:1→4"""	""""""
8	1	18	103	0	1	0	1	0	0	0	0	"""s1:1→1, 8→0 / s2:8→5"""	""""""
8	1	18	103	0	1	0	1	0	0	0	0	"""s1:1→0, 8→1 / s2:1→5"""	""""""
8	1	15	127	0	1	1	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→0, 8→1"""	""""""
8	1	11	127	0	1	1	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1, 8→0"""	""""""
8	1	11	127	0	1	1	0	0	0	0	0	"""s1:1→1, 8→0 / s2:8→1"""	""""""
8	1	14	127	0	1	1	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1, 8→1"""	""""""
8	1	14	127	0	1	1	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→2, 8→1"""	""""""
8	1	14	127	0	1	1	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→3, 8→1"""	""""""
8	1	14	127	0	1	1	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→4, 8→1"""	""""""
8	1	14	127	0	1	1	0	0	0	0	0	"""s1:1→1, 8→1 / s2:8→1"""	""""""
8	1	17	127	0	1	1	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→2, 8→0"""	""""""
8	1	17	127	0	1	1	0	0	0	0	0	"""s1:1→1, 8→0 / s2:8→2"""	""""""
8	1	24	127	0	1	1	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→3, 8→0"""	""""""
8	1	24	127	0	1	1	0	0	0	0	0	"""s1:1→1, 8→0 / s2:8→3"""	""""""
8	1	33	127	0	1	1	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→4, 8→0"""	""""""
8	1	33	127	0	1	1	0	0	0	0	0	"""s1:1→1, 8→0 / s2:8→4"""	""""""
8	1	42	127	0	1	1	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→5, 8→0"""	""""""
8	1	41	127	0	1	1	0	0	0	0	0	"""s1:1→1, 8→0 / s2:8→5"""	""""""
8	1	16	75	0	1	1	1	0	0	0	0	"""s1:1→1, 8→0 / s2:8→1 / s3:8→1"""	""""""
8	1	15	99	0	1	2	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1 / s3:8→1"""	""""""
8	1	14	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→0, 8→1"""	""""""
8	1	14	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1, 8→2"""	""""""
8	1	14	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→3, 8→1"""	""""""
8	1	14	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→2, 8→3"""	""""""
8	1	14	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→0 / s2:1→1, 8→0"""	""""""
8	1	14	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→0 / s2:1→2, 8→1"""	""""""
8	1	14	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→0 / s2:1→1, 8→3"""	""""""
8	1	14	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→1 / s2:1→1, 8→3"""	""""""
8	1	10	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1, 8→0"""	""""""
8	1	17	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→0, 8→2"""	""""""
8	1	17	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→0, 8→3"""	""""""
8	1	17	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→0 / s2:1→2, 8→0"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1, 8→1"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→2, 8→1"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→2, 8→2"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→3, 8→2"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→0 / s2:1→1, 8→1"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→0 / s2:1→1, 8→2"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→0 / s2:1→2, 8→2"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→0 / s2:1→2, 8→3"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→1 / s2:1→1, 8→1"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→1 / s2:1→1, 8→2"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→1 / s2:1→2, 8→1"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→1 / s2:1→2, 8→2"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→1 / s2:1→2, 8→3"""	""""""
8	1	13	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→2 / s2:1→2, 8→1"""	""""""
8	1	15	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→1, 8→3"""	""""""
8	1	16	147	0	2	0	0	0	0	0	0	"""s1:1→0, 8→1 / s2:1→4, 8→1"""	""""""
8	1	16	147	0	2	0	0	0	0	0	0	"""s1:1→1, 8→0 / s2:1→1, 8→4"""	""""""
