"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
25	1	25	89	0	0	0	0	0	0	0	1	"s1:1→1"	""
25	1	25	204	0	0	0	0	0	0	1	0	"s1:1→1"	""
25	1	25	224	0	1	0	0	0	1	0	0	"s1:1→1 / s2:25→1"	""
25	1	25	231	0	0	1	0	1	0	0	0	"s1:1→1 / s2:25→1"	""
25	1	25	232	0	0	0	0	0	1	0	0	"s1:1→1"	""
25	1	25	233	0	0	0	2	0	0	0	0	"s1:25→1 / s2:1→1"	""
25	1	25	259	0	0	0	0	1	0	0	0	"{s1:1→1, s1:1→1, 25→1}"	""
25	1	26	196	0	1	0	0	0	0	1	0	"s1:1→1 / s2:25→1"	""
25	1	26	204	0	0	1	0	0	1	0	0	"s1:1→1 / s2:25→1"	""
25	1	26	207	0	0	0	1	1	0	0	0	"s1:1→1 / s2:25→1"	""
25	1	26	232	0	0	0	0	0	1	0	0	"s1:1→1, 25→1"	""
25	1	26	251	0	1	0	0	1	0	0	0	"{s1:1→1, 25→1 / s2:1→1, 25→1, s1:1→1 / s2:1→1, 25→3}"	""
25	1	27	176	0	0	1	0	0	0	1	0	"s1:1→1 / s2:25→1"	""
25	1	27	180	0	0	0	1	0	1	0	0	"s1:1→1 / s2:25→1"	""
25	1	27	181	0	0	0	0	2	0	0	0	"s1:25→1 / s2:1→1"	""
25	1	27	204	0	0	0	0	0	0	1	0	"s1:1→1, 25→1"	""
25	1	27	223	1	1	0	0	0	1	0	0	"s1:1→1 / s2:25→1 / s3:1→1, 25→2"	"s3:27→1"
25	1	27	225	0	1	0	2	0	0	0	0	"s1:25→1 / s2:1→1 / s3:1→1, 25→1"	""
25	1	27	251	0	1	0	0	1	0	0	0	"{s1:1→1, 25→1 / s2:25→1, s1:1→1 / s2:1→1, 25→2}"	""
25	1	28	152	0	0	0	1	0	0	1	0	"s1:1→1 / s2:25→1"	""
25	1	28	154	0	0	0	0	1	1	0	0	"s1:1→1 / s2:25→1"	""
25	1	28	195	1	1	0	0	0	0	1	0	"{s1:1→1 / s2:25→1 / s3:1→1, 25→2, s1:1→1 / s2:25→1 / s3:1→1, 25→3}"	"{s3:27→1, s3:27→1}"
25	1	28	199	0	1	0	1	1	0	0	0	"s1:1→1 / s2:25→1 / s3:1→1, 25→1"	""
25	1	28	251	0	1	0	0	1	0	0	0	"s1:1→1 / s2:1→1, 25→1"	""
25	1	29	126	0	0	0	0	1	0	1	0	"s1:1→1 / s2:25→1"	""
25	1	29	127	0	0	0	0	0	2	0	0	"s1:25→1 / s2:1→1"	""
25	1	29	173	0	1	0	0	2	0	0	0	"s1:25→1 / s2:1→1 / s3:1→1, 25→1"	""
25	1	29	195	1	1	0	0	0	0	1	0	"s1:1→1 / s2:25→1 / s3:1→1, 25→4"	"s3:27→1"
25	1	30	81	0	1	0	0	0	0	0	1	"s1:1→1 / s2:25→1"	""
25	1	30	99	0	0	0	0	0	1	1	0	"s1:1→1 / s2:25→1"	""
25	1	31	61	0	0	1	0	0	0	0	1	"s1:1→1 / s2:25→1"	""
25	1	31	71	0	0	0	0	0	0	2	0	"s1:25→1 / s2:1→1"	""
25	1	31	89	0	0	0	0	0	0	0	1	"s1:1→1, 25→1"	""
25	1	31	223	1	1	0	0	0	1	0	0	"s1:1→1 / s2:25→1 / s3:1→1, 25→3"	"s3:27→1"
25	1	32	37	0	0	0	1	0	0	0	1	"s1:1→1 / s2:25→1"	""
25	1	33	11	0	0	0	0	1	0	0	1	"s1:1→1 / s2:25→1"	""
25	1	33	53	0	1	1	0	0	0	0	1	"s1:1→1 / s2:25→1 / s3:25→1"	""
25	1	33	61	0	0	1	0	0	0	0	1	"s1:1→1 / s2:25→2"	""
25	1	33	65	0	3	0	0	0	0	0	1	"s1:1→1 / s2:25→1 / s3:25→1 / s4:25→1"	""
25	1	33	70	2	2	0	0	0	0	0	1	"{s1:1→1 / s2:25→1 / s3:25→1 / s4:25→1 / s5:25→1, s1:1→1 / s2:25→1 / s3:25→1 / s4:25→1 / s5:25→2}"	"{s4:28→1 / s5:28→1, s4:28→1 / s5:28→1}"
25	1	33	71	2	2	0	0	0	0	0	1	"s1:1→1 / s2:25→1 / s3:25→1 / s4:25→1 / s5:25→1"	"s4:28→1 / s5:27→1"
25	1	33	72	1	2	0	0	0	0	0	1	"{s1:1→1 / s2:25→1 / s3:25→1 / s4:25→1, s1:1→1 / s2:25→1 / s3:25→1 / s4:25→2, s1:1→1 / s2:25→1 / s3:25→1 / s4:25→3, s1:1→1 / s2:25→1 / s3:25→1 / s4:25→4, s1:1→1 / s2:25→1 / s3:25→1 / s4:25→5, s1:1→1 / s2:25→1 / s3:25→2 / s4:25→1, s1:1→1 / s2:25→1 / s3:25→2 / s4:25→1, s1:1→1 / s2:25→1 / s3:25→2 / s4:25→2, s1:1→1 / s2:25→1 / s3:25→2 / s4:25→3, s1:1→1 / s2:25→1 / s3:25→2 / s4:25→4, s1:1→1 / s2:25→1 / s3:25→3 / s4:25→1}"	"{s4:28→1, s4:28→1, s4:28→1, s4:28→1, s4:28→1, s4:27→1, s4:28→1, s4:27→1, s4:27→1, s4:27→1, s4:27→1}"
25	1	33	73	0	2	0	0	0	0	0	1	"{s1:1→1 / s2:25→1 / s3:25→1, s1:1→1 / s2:25→1 / s3:25→2, s1:1→1 / s2:25→1 / s3:25→3, s1:1→1 / s2:25→1 / s3:25→4, s1:1→1 / s2:25→1 / s3:25→5, s1:1→1 / s2:25→2 / s3:25→2, s1:1→1 / s2:25→2 / s3:25→3, s1:1→1 / s2:25→2 / s3:25→4, s1:1→1 / s2:25→3 / s3:25→3}"	""
