"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
106	1	106	212	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:103→0"""	"""s2:106→1"""
106	1	106	213	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
106	1	109	204	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:103→1 / s3:∅"""	"""s3:106→1"""
106	1	109	205	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:103→1"""	""""""
106	1	109	212	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:103→1"""	"""s2:106→1"""
106	1	109	212	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:103→2"""	"""s2:106→1"""
106	1	109	212	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:103→3"""	"""s2:106→1"""
106	1	109	212	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:103→4"""	"""s2:106→1"""
106	1	109	212	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:103→5"""	"""s2:106→1"""
106	2	106	213	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:104→0, 106→1"""	""""""
106	2	106	221	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
106	2	109	205	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:104→0, 106→1 / s3:104→1"""	""""""
106	2	109	212	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:104→0, 106→1 / s3:104→1"""	"""s3:108→1"""
106	2	109	212	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:104→0, 106→1 / s3:104→2"""	"""s3:108→1"""
106	2	109	212	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:104→0, 106→1 / s3:104→3"""	"""s3:108→1"""
106	2	109	212	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:104→0, 106→1 / s3:104→4"""	"""s3:108→1"""
106	2	109	212	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:104→0, 106→1 / s3:104→5"""	"""s3:108→1"""
106	2	109	213	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:104→1, 106→1"""	""""""
106	3	106	212	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:105→0"""	"""s2:106→1"""
106	3	106	221	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
106	3	109	213	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:105→1"""	""""""
106	4	106	250	0	0	0	0	1	0	1	0	"""s1:106→1 / s2:1→1"""	""""""
106	6	106	189	0	0	1	0	0	0	0	1	"""s1:1→1 / s2:106→1"""	""""""
106	6	106	209	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:106→1"""	""""""
106	6	106	217	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
106	6	109	201	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:106→1 / s3:106→1"""	""""""
106	6	109	208	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:106→1 / s3:102→0, 106→1"""	"""s3:108→1"""
106	6	109	208	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:106→1 / s3:102→1, 106→0"""	"""s3:108→1"""
106	6	109	208	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:106→1 / s3:102→1, 106→1"""	"""s3:108→1"""
106	6	109	209	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:106→2"""	""""""
106	6	109	209	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:106→3"""	""""""
106	7	106	210	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:104→0"""	"""s2:106→1"""
106	7	106	212	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
106	7	109	210	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:104→1"""	"""s2:106→1"""
106	7	109	210	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:104→2"""	"""s2:106→1"""
106	7	109	210	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:104→3"""	"""s2:106→1"""
