"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
103	1	103	195	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
103	3	103	195	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
103	6	107	177	0	2	0	0	0	0	0	1	"""s1:103→1 / s2:∅ / s3:∅"""	"""s2:4→1 / s3:1→1"""
103	6	103	186	0	1	0	0	0	0	0	1	"""s1:103→1 / s2:∅"""	"""s2:1→1"""
103	6	103	195	0	0	0	0	0	0	0	1	"""s1:103→1"""	""""""
103	7	103	249	0	0	0	1	0	0	1	0	"""s1:103→1 / s2:1→1"""	""""""
103	7	103	273	0	0	1	0	0	0	1	0	"""s1:103→1 / s2:1→1"""	""""""
103	18	103	195	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
103	25	103	272	0	1	0	0	0	0	1	0	"""s1:103→1 / s2:∅"""	"""s2:1→1"""
103	29	104	272	0	1	0	0	0	0	1	0	"""s1:1→1 / s2:∅"""	"""s2:102→1"""
103	29	103	272	0	1	0	0	0	0	1	0	"""s1:1→1 / s2:∅"""	"""s2:103→1"""
103	30	103	272	0	1	0	0	0	0	1	0	"""s1:1→1 / s2:∅"""	"""s2:103→1"""
