"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
44	1	45	176	0	0	0	0	1	0	0	0	"""s1:1→1"""	""
44	1	45	202	0	0	0	1	0	0	0	0	"""s1:1→1"""	""
44	1	45	226	0	0	1	0	0	0	0	0	"""s1:1→1"""	""
44	1	45	246	0	1	0	0	0	0	0	0	"{""s1:1→1, 41→0"", ""s1:1→1, 41→1"", ""s1:1→2, 41→1""}"	""
44	1	45	253	1	0	0	0	0	0	0	0	"{""s1:1→0, 41→0"", ""s1:1→0, 41→0"", ""s1:1→0, 41→1"", ""s1:1→1, 41→0"", ""s1:1→1, 41→1"", ""s1:1→1, 41→2"", ""s1:1→2, 41→1"", ""s1:1→2, 41→1"", ""s1:1→2, 41→2"", ""s1:1→2, 41→3"", ""s1:1→3, 41→1"", ""s1:1→3, 41→2"", ""s1:1→3, 41→2""}"	"{""s1:2→1"", ""s1:44→1"", ""s1:2→1"", ""s1:44→1"", ""s1:2→1"", ""s1:2→1"", ""s1:2→1"", ""s1:44→1"", ""s1:2→1"", ""s1:2→1"", ""s1:44→1"", ""s1:2→1"", ""s1:44→1""}"
44	1	46	201	1	0	0	1	0	0	0	0	"""s1:1→1 / s2:41→0"""	"""s2:44→1"""
44	1	46	225	1	0	1	0	0	0	0	0	"{""s1:1→1 / s2:1→0, 41→0"", ""s1:1→1 / s2:1→0, 41→1"", ""s1:1→1 / s2:1→1, 41→1"", ""s1:1→1 / s2:1→1, 41→2"", ""s1:1→1 / s2:1→1, 41→3"", ""s1:1→1 / s2:1→2, 41→2"", ""s1:1→1 / s2:1→2, 41→3""}"	"{""s2:44→1"", ""s2:2→1"", ""s2:44→1"", ""s2:2→1"", ""s2:2→1"", ""s2:44→1"", ""s2:44→1""}"
44	1	46	238	0	2	0	0	0	0	0	0	"""s1:1→1, 41→0 / s2:1→1, 41→1"""	""
44	1	46	245	1	1	0	0	0	0	0	0	"{""s1:1→1, 41→0 / s2:1→0, 41→1"", ""s1:1→1, 41→0 / s2:1→1, 41→0"", ""s1:1→1, 41→0 / s2:1→1, 41→1"", ""s1:1→1, 41→0 / s2:1→1, 41→1"", ""s1:1→1, 41→0 / s2:1→1, 41→2"", ""s1:1→1, 41→0 / s2:1→2, 41→1"", ""s1:1→1, 41→0 / s2:1→2, 41→2"", ""s1:1→1, 41→0 / s2:1→2, 41→2"", ""s1:1→1, 41→0 / s2:1→2, 41→2"", ""s1:1→1, 41→0 / s2:1→2, 41→3"", ""s1:1→1, 41→0 / s2:1→3, 41→2"", ""s1:1→1, 41→0 / s2:1→3, 41→2"", ""s1:1→1, 41→0 / s2:1→3, 41→2"", ""s1:1→1, 41→1 / s2:1→0"", ""s1:1→1, 41→1 / s2:1→0"", ""s1:1→1, 41→1 / s2:1→1"", ""s1:1→1, 41→1 / s2:1→1"", ""s1:1→2, 41→1 / s2:1→0"", ""s1:1→2, 41→1 / s2:1→0"", ""s1:1→2, 41→1 / s2:1→1"", ""s1:1→2, 41→1 / s2:1→1"", ""s1:1→2, 41→1 / s2:1→2"", ""s1:1→3, 41→1 / s2:1→0"", ""s1:1→3, 41→1 / s2:1→1"", ""s1:1→3, 41→1 / s2:1→2""}"	"{""s2:2→1"", ""s2:44→1"", ""s2:2→1"", ""s2:45→1"", ""s2:2→1"", ""s2:44→1"", ""s2:2→1"", ""s2:44→1"", ""s2:45→1"", ""s2:2→1"", ""s2:2→1"", ""s2:44→1"", ""s2:45→1"", ""s2:2→1"", ""s2:44→1"", ""s2:44→1"", ""s2:45→1"", ""s2:2→1"", ""s2:44→1"", ""s2:44→1"", ""s2:45→1"", ""s2:44→1"", ""s2:2→1"", ""s2:44→1"", ""s2:44→1""}"
44	1	46	246	0	1	0	0	0	0	0	0	"""s1:1→3, 41→1"""	""
