"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
76	14	77	154	0	0	0	0	0	0	0	1	"s1:1→1"	""
76	14	77	269	0	0	0	0	0	0	1	0	"s1:1→1"	""
76	14	78	217	0	0	0	1	0	0	1	0	"s1:1→1 / s2:76→1"	""
76	14	78	267	1	0	0	0	0	0	1	0	"{s1:1→1 / s2:1→1, 76→1, s1:1→1 / s2:1→1, 76→2, s1:1→1 / s2:1→1, 76→3}"	"{s2:75→1, s2:75→1, s2:75→1}"
76	14	79	146	0	1	0	0	0	0	0	1	"s1:1→1 / s2:76→1"	""
76	14	79	241	0	0	1	0	0	0	1	0	"s1:1→1 / s2:76→1"	""
76	14	79	245	0	0	0	1	0	1	0	0	"s1:1→1 / s2:76→1"	""
76	14	80	152	1	0	0	0	0	0	0	1	"s1:1→1"	"s2:75→1"
76	14	80	267	1	0	0	0	0	0	1	0	"s1:1→1 / s2:1→1"	"s2:75→1"
76	14	81	126	0	0	1	0	0	0	0	1	"s1:1→1 / s2:76→1"	""
76	14	81	144	1	1	0	0	0	0	0	1	"s1:1→1 / s2:76→1"	"s3:75→1"
76	14	81	152	1	0	0	0	0	0	0	1	"s1:1→1 / s2:76→1"	"s2:75→1"
76	14	82	102	0	0	0	1	0	0	0	1	"s1:1→1 / s2:76→1"	""
76	14	82	124	1	0	1	0	0	0	0	1	"s1:1→1 / s2:76→1"	"s3:75→1"
76	14	83	136	1	2	0	0	0	0	0	1	"s1:1→1 / s2:76→1 / s3:76→1"	"s4:75→1"
76	14	83	138	0	2	0	0	0	0	0	1	"s1:1→1 / s2:76→1 / s3:76→1"	""
76	14	83	144	1	1	0	0	0	0	0	1	"s1:1→1 / s2:76→1 / s3:76→1"	"s3:75→1"
76	14	84	152	1	0	0	0	0	0	0	1	"s1:1→1 / s2:76→2"	"s2:75→1"
