"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
23	1	23	32	0	0	0	0	0	0	0	1	"""s1:23→1"""	""
23	1	23	147	0	0	0	0	0	0	1	0	"""s1:23→1"""	""
23	1	23	175	0	0	0	0	0	1	0	0	"""s1:23→1"""	""
23	1	23	202	0	0	0	0	1	0	0	0	"{""s1:1→0, 23→1"", ""s1:1→1, 23→0""}"	""
23	1	23	220	0	1	0	1	0	0	0	0	"{""s1:1→0, 23→1 / s2:1→1, 23→0"", ""s1:1→1, 23→0 / s2:23→1""}"	""
23	1	23	224	0	0	2	0	0	0	0	0	"""s1:1→0, 23→1 / s2:1→1, 23→0"""	""
23	1	23	227	1	0	0	1	0	0	0	0	"""s1:1→0, 23→1 / s2:1→0, 23→0"""	"""s2:2→1"""
23	1	23	228	0	0	0	1	0	0	0	0	"{""s1:1→0, 23→1"", ""s1:1→1, 23→0""}"	""
23	1	23	252	0	0	1	0	0	0	0	0	"{""s1:1→0, 23→1"", ""s1:1→1, 23→0"", ""s1:1→1, 23→1""}"	""
23	1	23	271	1	1	0	0	0	0	0	0	"""s1:1→0, 23→1 / s2:1→1, 23→1"""	"""s2:2→1"""
23	1	23	272	0	1	0	0	0	0	0	0	"{""s1:1→0, 23→1"", ""s1:1→1, 23→0""}"	""
23	1	24	194	0	1	0	0	1	0	0	0	"{""s1:1→0, 23→1 / s2:1→1, 23→0"", ""s1:1→1, 23→0 / s2:23→1""}"	""
23	1	24	200	0	0	1	1	0	0	0	0	"{""s1:1→0, 23→1 / s2:1→1"", ""s1:1→1, 23→0 / s2:23→1""}"	""
23	1	24	201	1	0	0	0	1	0	0	0	"""s1:1→0, 23→1 / s2:1→0, 23→0"""	"""s2:2→1"""
23	1	24	228	0	0	0	1	0	0	0	0	"""s1:1→1, 23→1"""	""
23	1	24	251	1	0	1	0	0	0	0	0	"{""s1:1→0, 23→1 / s2:1→1, 23→1"", ""s1:1→0, 23→1 / s2:1→3, 23→2"", ""s1:1→1, 23→0 / s2:1→0, 23→2"", ""s1:1→1, 23→0 / s2:1→1, 23→4"", ""s1:1→1, 23→1 / s2:1→0, 23→0"", ""s1:1→1, 23→1 / s2:1→1, 23→1""}"	"{""s2:2→1"", ""s2:2→1"", ""s2:2→1"", ""s2:2→1"", ""s2:2→1"", ""s2:2→1""}"
23	1	24	264	0	2	0	0	0	0	0	0	"""s1:1→1, 23→2 / s2:1→2, 23→2"""	""
23	1	24	271	1	1	0	0	0	0	0	0	"{""s1:1→1, 23→1 / s2:1→1, 23→4"", ""s1:1→1, 23→2 / s2:1→1, 23→3"", ""s1:1→1, 23→2 / s2:1→2, 23→3"", ""s1:1→2, 23→1 / s2:1→1, 23→1"", ""s1:1→2, 23→3 / s2:1→1, 23→4"", ""s1:1→3, 23→2 / s2:1→0, 23→0""}"	"{""s2:2→1"", ""s2:2→1"", ""s2:24→1"", ""s2:2→1"", ""s2:2→1"", ""s2:2→1""}"
23	1	24	272	0	1	0	0	0	0	0	0	"{""s1:1→1, 23→1"", ""s1:1→1, 23→2"", ""s1:1→2, 23→1"", ""s1:1→2, 23→2"", ""s1:1→2, 23→3"", ""s1:1→3, 23→2""}"	""
23	1	25	167	0	1	0	0	0	1	0	0	"""s1:23→1 / s2:1→1"""	""
23	1	25	174	0	0	1	0	1	0	0	0	"{""s1:1→0, 23→1 / s2:1→1"", ""s1:1→1, 23→0 / s2:23→1""}"	""
23	1	25	174	1	0	0	0	0	1	0	0	"""s1:23→1 / s2:1→0, 23→0"""	"""s2:2→1"""
23	1	25	176	0	0	0	2	0	0	0	0	"""s1:1→0, 23→1 / s2:1→1"""	""
23	1	25	202	0	0	0	0	1	0	0	0	"""s1:1→1, 23→1"""	""
23	1	25	219	1	1	0	1	0	0	0	0	"""s1:1→0, 23→1 / s2:1→1, 23→0 / s3:1→1, 23→1"""	"""s3:2→1"""
23	1	25	227	1	0	0	1	0	0	0	0	"{""s1:1→0, 23→1 / s2:1→1, 23→1"", ""s1:1→0, 23→1 / s2:1→2, 23→1"", ""s1:1→0, 23→1 / s2:1→3, 23→2"", ""s1:1→1, 23→0 / s2:23→2"", ""s1:1→1, 23→1 / s2:23→0"", ""s1:1→1, 23→1 / s2:23→1"", ""s1:1→1, 23→1 / s2:23→2""}"	"{""s2:2→1"", ""s2:2→1"", ""s2:2→1"", ""s2:2→1"", ""s2:2→1"", ""s2:2→1"", ""s2:2→1""}"
23	1	25	243	1	1	1	0	0	0	0	0	"""s1:1→1, 23→1 / s2:1→0, 23→1 / s3:1→1, 23→2"""	"""s3:2→1"""
23	1	25	244	0	1	1	0	0	0	0	0	"{""s1:1→0, 23→1 / s2:1→2, 23→1"", ""s1:1→0, 23→1 / s2:1→3, 23→2"", ""s1:1→1, 23→0 / s2:1→1, 23→2"", ""s1:1→1, 23→1 / s2:1→0, 23→1"", ""s1:1→1, 23→1 / s2:1→1, 23→0"", ""s1:1→1, 23→1 / s2:1→1, 23→1"", ""s1:1→1, 23→1 / s2:1→1, 23→2""}"	""
