"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
50	1	51	187	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
50	1	51	211	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
50	1	51	231	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
50	1	56	223	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
50	1	58	230	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:51→1"""
50	1	58	231	0	1	0	0	0	0	0	0	"{""s1:1→2"", ""s1:1→3""}"	"{"""", """"}"
50	1	59	223	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""""""
50	1	59	230	1	1	0	0	0	0	0	0	"{""s1:1→1 / s2:1→2"", ""s1:1→1 / s2:1→3"", ""s1:1→1 / s2:1→4"", ""s1:1→1 / s2:1→5""}"	"{""s2:51→1"", ""s2:51→1"", ""s2:51→1"", ""s2:51→1""}"
50	1	59	231	0	1	0	0	0	0	0	0	"{""s1:1→4"", ""s1:1→5""}"	"{"""", """"}"
50	2	51	187	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
50	2	51	211	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
50	2	51	231	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
50	2	57	223	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
50	2	57	230	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:51→1"""
50	2	58	231	0	1	0	0	0	0	0	0	"""s1:1→2"""	""""""
50	2	59	223	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""""""
50	2	59	230	1	1	0	0	0	0	0	0	"{""s1:1→1 / s2:1→2"", ""s1:1→1 / s2:1→3"", ""s1:1→1 / s2:1→4"", ""s1:1→1 / s2:1→5""}"	"{""s2:51→1"", ""s2:51→1"", ""s2:51→1"", ""s2:51→1""}"
50	2	59	231	0	1	0	0	0	0	0	0	"{""s1:1→3"", ""s1:1→4"", ""s1:1→5""}"	"{"""", """", """"}"
50	3	51	230	1	0	0	0	0	0	0	0	"""s1:2→0"""	"""s1:1→1"""
50	3	56	222	1	1	0	0	0	0	0	0	"""s1:2→1 / s2:2→0"""	"""s2:1→1"""
50	3	56	223	0	1	0	0	0	0	0	0	"{""s1:2→1"", ""s1:2→2""}"	"{"""", """"}"
50	3	56	230	1	0	0	0	0	0	0	0	"{""s1:2→1"", ""s1:2→2"", ""s1:2→3"", ""s1:2→4"", ""s1:2→5""}"	"{""s1:1→1"", ""s1:1→1"", ""s1:1→1"", ""s1:1→1"", ""s1:1→1""}"
50	4	51	187	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
50	4	51	211	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
50	4	51	230	0	1	0	0	0	0	0	0	"{""s1:1→0"", ""s1:1→1""}"	"{""s1:50→1"", ""s1:50→1""}"
50	4	51	231	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
50	4	52	178	0	1	0	1	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:50→1"""
50	4	52	202	0	1	1	0	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:50→1"""
50	4	52	221	0	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→1"""	"""s1:50→1 / s2:44→1"""
50	4	52	222	0	2	0	0	0	0	0	0	"""s1:1→0 / s2:1→1"""	"""s1:50→1"""
50	4	52	230	0	1	0	0	0	0	0	0	"""s1:1→1"""	"""s1:44→1"""
50	4	53	178	0	1	0	1	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:44→1"""
50	4	53	222	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:50→1"""
50	4	53	230	0	1	0	0	0	0	0	0	"""s1:1→2"""	"""s1:50→1"""
