"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
64	1	65	267	0	1	0	0	0	0	0	0	"""s1:1→0, 2→1"""	""
64	1	68	259	0	2	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→1"""	""
64	1	69	266	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→1"""	"""s2:65→1"""
64	1	70	266	1	1	0	0	0	0	0	0	"""s1:1→1, 2→0 / s2:2→1"""	"""s2:65→1"""
64	1	70	267	0	1	0	0	0	0	0	0	"""s1:1→1, 2→1"""	""
64	1	71	266	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→2"""	"""s2:65→1"""
64	1	72	266	1	1	0	0	0	0	0	0	"{""s1:1→0, 2→1 / s2:1→3"", ""s1:1→0, 2→1 / s2:1→4"", ""s1:1→0, 2→1 / s2:1→5""}"	"{""s2:65→1"", ""s2:65→1"", ""s2:65→1""}"
64	2	65	267	0	1	0	0	0	0	0	0	"""s1:1→0, 2→1"""	""
64	2	68	259	0	2	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→1"""	""
64	2	70	266	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→1"""	"""s2:65→1"""
64	2	70	267	0	1	0	0	0	0	0	0	"""s1:1→1, 2→1"""	""
64	2	71	266	1	1	0	0	0	0	0	0	"""s1:1→0, 2→1 / s2:1→2"""	"""s2:65→1"""
64	2	72	266	1	1	0	0	0	0	0	0	"{""s1:1→0, 2→1 / s2:1→3"", ""s1:1→0, 2→1 / s2:1→4"", ""s1:1→0, 2→1 / s2:1→5""}"	"{""s2:65→1"", ""s2:65→1"", ""s2:65→1""}"
64	3	65	266	0	1	0	0	0	0	0	0	"""s1:2→0"""	"""s1:1→1"""
64	3	69	267	0	1	0	0	0	0	0	0	"""s1:2→1"""	""
64	4	65	266	0	1	0	0	0	0	0	0	"""s1:2→0"""	"""s1:1→1"""
64	4	69	267	0	1	0	0	0	0	0	0	"""s1:2→1"""	""
64	5	65	258	0	1	0	0	0	0	0	0	"{""s1:61→0"", ""s1:61→1""}"	"{""s1:4→1"", ""s1:4→1""}"
64	5	65	266	1	0	0	0	0	0	0	0	"""s1:61→0"""	"""s1:64→1"""
64	5	66	249	0	2	0	0	0	0	0	0	"""s1:61→0 / s2:61→1"""	"""s1:4→1 / s2:1→1"""
64	5	66	257	1	1	0	0	0	0	0	0	"""s1:61→1 / s2:∅"""	"""s1:4→1 / s2:64→1"""
64	5	68	249	0	2	0	0	0	0	0	0	"""s1:61→0 / s2:61→0"""	"""s1:4→1 / s2:1→1"""
64	5	68	259	0	1	0	0	0	0	0	0	"""s1:61→1"""	""
64	5	69	258	1	1	0	0	0	0	0	0	"""s1:61→1 / s2:∅"""	"""s2:64→1"""
64	5	69	266	1	0	0	0	0	0	0	0	"{""s1:61→1"", ""s1:61→2"", ""s1:61→3"", ""s1:61→4"", ""s1:61→5""}"	"{""s1:64→1"", ""s1:64→1"", ""s1:64→1"", ""s1:64→1"", ""s1:64→1""}"
