"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
48	1	49	120	0	0	0	0	0	0	0	1	"""s1:48→1"""	""""""
48	1	49	235	0	0	0	0	0	0	1	0	"""s1:1→0, 48→1"""	""""""
48	1	49	235	0	0	0	0	0	0	1	0	"""s1:1→1, 48→0"""	""""""
48	1	49	235	0	0	0	0	0	0	1	0	"""s1:1→1, 48→1"""	""""""
48	1	49	263	0	0	0	0	0	1	0	0	"""s1:1→0, 48→1"""	""""""
48	1	49	263	0	0	0	0	0	1	0	0	"""s1:1→1, 48→0"""	""""""
48	1	49	263	0	0	0	0	0	1	0	0	"""s1:1→1, 48→1"""	""""""
48	1	50	183	0	0	0	1	0	0	1	0	"""s1:1→1, 48→0 / s2:48→1"""	""""""
48	1	50	185	0	0	0	0	1	1	0	0	"""s1:1→1, 48→0 / s2:48→1"""	""""""
48	1	50	207	0	0	1	0	0	0	1	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	50	207	0	0	1	0	0	0	1	0	"""s1:1→1, 48→0 / s2:48→1"""	""""""
48	1	50	211	0	0	0	1	0	1	0	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	50	211	0	0	0	1	0	1	0	0	"""s1:1→1, 48→0 / s2:48→1"""	""""""
48	1	50	212	0	0	0	0	2	0	0	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	50	227	0	1	0	0	0	0	1	0	"""s1:1→1, 48→0 / s2:48→1"""	""""""
48	1	50	235	0	0	1	0	0	1	0	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	50	238	0	0	0	1	1	0	0	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	50	238	0	0	0	1	1	0	0	0	"""s1:1→1, 48→0 / s2:48→1"""	""""""
48	1	51	157	0	0	0	0	1	0	1	0	"""s1:1→1, 48→0 / s2:48→1"""	""""""
48	1	51	158	0	0	0	0	0	2	0	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	51	183	0	0	0	1	0	0	1	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	51	185	0	0	0	0	1	1	0	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	52	112	0	1	0	0	0	0	0	1	"""s1:48→1 / s2:1→1"""	""""""
48	1	52	130	0	0	0	0	0	1	1	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	52	157	0	0	0	0	1	0	1	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	52	227	0	1	0	0	0	0	1	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	52	235	0	0	1	0	0	1	0	0	"""s1:1→1, 48→0 / s2:48→1"""	""""""
48	1	53	92	0	0	1	0	0	0	0	1	"""s1:48→1 / s2:1→1"""	""""""
48	1	53	130	0	0	0	0	0	1	1	0	"""s1:1→1, 48→0 / s2:48→1"""	""""""
48	1	54	102	0	0	0	0	0	0	2	0	"""s1:1→0, 48→1 / s2:1→1"""	""""""
48	1	55	42	0	0	0	0	1	0	0	1	"""s1:48→1 / s2:1→1"""	""""""
48	1	55	68	0	0	0	1	0	0	0	1	"""s1:48→1 / s2:1→1"""	""""""
